"","Subject","Educ","Income2005"
"1138",2703,"16",125000
"1139",2705,"<12",14000
"1140",2706,"12",36500
"1141",2707,"12",24000
"1142",2708,"12",25000
"1143",2709,"12",16257
"1144",2710,"12",26000
"1145",2711,"12",30620
"1146",2714,"16",45000
"1147",2716,"<12",35000
"1148",2723,"16",62000
"1149",2724,">16",167252
"1150",2725,"13-15",26000
"1151",2727,"13-15",30500
"1152",2728,"<12",50000
"1153",2729,"12",7000
"1154",2730,"16",10000
"1155",2732,"12",33955
"1156",2736,"13-15",27000
"1157",2744,"13-15",4000
"1158",2745,"12",28000
"1159",2746,"13-15",30000
"1160",2747,"<12",9984
"1161",2748,"12",25000
"1162",2760,"12",26000
"1163",2765,"13-15",72000
"1164",2767,"13-15",33000
"1165",2770,"16",57000
"1166",2771,"16",10000
"1167",2772,"12",21000
"1168",2773,"13-15",34000
"1169",2774,"13-15",60000
"1170",2775,"12",19500
"1171",2780,"12",32000
"1172",2781,"12",18000
"1173",2797,"12",50000
"1174",2800,">16",35000
"1175",2803,"13-15",58000
"1176",2804,"16",52000
"1177",2809,">16",15000
"1178",2810,"12",8000
"1179",2811,"12",25000
"1180",2813,"16",75000
"1181",2815,"13-15",35000
"1182",2816,"12",82000
"1183",2823,">16",50000
"1184",2829,"12",32000
"1185",2830,"12",19000
"1186",2832,"12",48000
"1187",2838,"16",69500
"1188",2839,"13-15",71000
"1189",2840,">16",88000
"1190",2841,"13-15",50000
"1191",2842,"13-15",94000
"1192",2845,">16",70000
"1193",2847,">16",48000
"1194",2848,"16",19285
"1195",2851,">16",357310
"1196",2852,"12",33000
"1197",2856,"13-15",16000
"1198",2858,"12",56000
"1199",2861,">16",124000
"1200",2863,"12",40000
"1201",2864,"12",22000
"1202",2866,"13-15",120000
"1203",2867,"<12",10000
"1204",2868,"16",74000
"1205",2870,">16",126000
"1206",2871,">16",80000
"1207",2877,"13-15",45000
"1208",2894,"16",166924
"1209",2895,"16",194031
"1210",2896,">16",162733
"1211",2899,"16",30000
"1212",2900,">16",500
"1213",2902,">16",33000
"1214",2906,">16",85000
"1215",2910,">16",35000
"1216",2911,"12",2000
"1217",2912,"12",15000
"1218",2913,"13-15",42000
"1219",2920,"12",75000
"1220",2921,"12",60000
"1221",2928,"16",10088
"1222",2929,">16",46000
"1223",2930,"16",32000
"1224",2936,">16",40000
"1225",2939,"13-15",65000
"1226",2941,">16",180621
"1227",2942,"13-15",10372
"1228",2944,"12",32000
"1229",2946,"16",62000
"1230",2948,"16",12500
"1231",2949,"16",20000
"1232",2950,"16",93000
"1233",2952,"13-15",35000
"1234",2953,"<12",85000
"1235",2957,">16",35000
"1236",2959,">16",110000
"1237",2961,">16",68000
"1238",2962,"16",140000
"1239",2971,"<12",2100
"1240",2974,"12",89000
"1241",2975,"13-15",42000
"1242",2976,"12",53000
"1243",2977,"12",40000
"1244",2978,"12",9000
"1245",2980,">16",170
"1246",2981,"13-15",18300
"1247",2984,"16",359118
"1248",2985,"16",100000
"1249",2988,"16",100000
"1250",2990,"12",5000
"1251",2991,"16",45000
"1252",2994,"12",97200
"1253",2995,"12",24000
"1254",2996,"13-15",60000
"1255",2997,"12",74000
"1256",2998,"12",42000
"1257",3016,"16",85000
"1258",3019,">16",85000
"1259",3020,"12",10800
"1260",3023,"12",30000
"1261",3024,"13-15",85000
"1262",3025,"13-15",1500
"1263",3030,"<12",28500
"1264",3033,">16",150000
"1265",3035,"12",30000
"1266",3036,"12",52000
"1267",3037,"12",72000
"1268",3039,"12",65000
"1269",3041,"13-15",12000
"1270",3046,"12",30000
"1271",3047,"13-15",7200
"1272",3050,"<12",60000
"1273",3051,"12",17000
"1274",3054,"12",15000
"1275",3055,"12",30000
"1276",3057,"12",18000
"1277",3058,"13-15",77000
"1278",3062,"16",282588
"1279",3065,"12",25000
"1280",3077,"12",70000
"1281",3079,"12",30000
"1282",3081,"12",37000
"1283",3082,"12",25000
"1284",3084,"16",183223
"1285",3085,"16",25000
"1286",3089,"13-15",13000
"1287",3090,"12",31600
"1288",3091,"13-15",41000
"1289",3094,"12",2200
"1290",3095,"12",18000
"1291",3100,"12",50000
"1292",3107,"13-15",22000
"1293",3109,">16",58000
"1294",3111,">16",43000
"1295",3112,">16",105000
"1296",3113,"12",40000
"1297",3117,"13-15",87000
"1298",3118,"12",28000
"1299",3120,"13-15",1200
"1300",3127,"12",22000
"1301",3134,"12",6000
"1302",3137,">16",120000
"1303",3138,"12",50000
"1304",3140,"13-15",73000
"1305",3141,"16",80000
"1306",3142,">16",106000
"1307",3143,"16",53000
"1308",3145,"16",5000
"1309",3146,">16",62000
"1310",3150,"16",138000
"1311",3151,"12",47000
"1312",3153,"16",151083
"1313",3154,"16",10000
"1314",3157,"16",60000
"1315",3159,"16",40000
"1316",3161,"13-15",30000
"1317",3163,"12",34000
"1318",3168,">16",115000
"1319",3170,">16",268323
"1320",3171,">16",152840
"1321",3173,">16",125000
"1322",3177,"12",55000
"1323",3192,"12",28000
"1324",3194,"12",40000
"1325",3195,"12",48000
"1326",3196,"12",72000
"1327",3197,"12",31500
"1328",3198,">16",53600
"1329",3199,"12",29500
"1330",3201,"13-15",32000
"1331",3205,"16",90000
"1332",3208,"16",135000
"1333",3215,"12",40000
"1334",3218,"13-15",6000
"1335",3219,"13-15",72000
"1336",3221,"12",67000
"1337",3224,">16",130000
"1338",3225,"13-15",6700
"1339",3230,"<12",80000
"1340",3231,"13-15",41600
"1341",3232,"13-15",27000
"1342",3234,"13-15",30000
"1343",3235,"12",26000
"1344",3236,"12",3000
"1345",3237,"13-15",42000
"1346",3238,">16",28000
"1347",3239,">16",30000
"1348",3240,">16",46000
"1349",3242,"12",9000
"1350",3243,"16",50000
"1351",3244,">16",24000
"1352",3246,"12",49400
"1353",3249,"13-15",25000
"1354",3250,"13-15",12000
"1355",3252,"12",29000
"1356",3254,"12",26800
"1357",3256,">16",80000
"1358",3257,">16",75000
"1359",3263,"16",89000
"1360",3266,"16",250
"1361",3267,"12",23000
"1362",3269,"13-15",17000
"1363",3273,"12",24000
"1364",3277,"12",60000
"1365",3278,">16",147
"1366",3281,"13-15",37000
"1367",3282,"13-15",52000
"1368",3284,"13-15",113000
"1369",3285,"12",30000
"1370",3287,"13-15",1800
"1371",3289,"16",140000
"1372",3290,">16",150000
"1373",3303,"16",18000
"1374",3307,"13-15",20000
"1375",3308,"13-15",20000
"1376",3309,">16",54000
"1377",3310,"12",32000
"1378",3311,"<12",25000
"1379",3312,"13-15",24000
"1380",3319,"<12",6000
"1381",3321,"<12",21000
"1382",3324,"12",96000
"1383",3325,"12",300
"1384",3329,"12",45000
"1385",3330,"13-15",145000
"1386",3331,"13-15",32000
"1387",3337,">16",89000
"1388",3338,"16",2000
"1389",3341,">16",39000
"1390",3343,"<12",19968
"1391",3346,"12",58000
"1392",3347,"12",40000
"1393",3350,"13-15",10000
"1394",3352,"16",1200
"1395",3353,"12",44000
"1396",3354,"13-15",10000
"1397",3355,"13-15",50000
"1398",3356,"13-15",2000
"1399",3357,">16",150490
"1400",3359,"13-15",45000
"1401",3360,"16",32000
"1402",3361,">16",703637
"1403",3374,"12",68000
"1404",3375,"13-15",50000
"1405",3376,">16",73000
"1406",3378,"16",8220
"1407",3379,">16",99000
"1408",3380,"13-15",900
"1409",3381,"12",125000
"1410",3387,"16",45000
"1411",3389,"12",60000
"1412",3390,">16",80000
"1413",3391,">16",30824
"1414",3392,"13-15",45000
"1415",3393,">16",25000
"1416",3394,">16",85000
"1417",3397,"12",13000
"1418",3401,"13-15",32000
"1419",3403,"12",120000
"1420",3405,"13-15",43500
"1421",3406,">16",38500
"1422",3410,"16",65000
"1423",3413,"12",36000
"1424",3417,"12",8000
"1425",3418,"12",46000
"1426",3420,"13-15",72000
"1427",3421,"13-15",105000
"1428",3422,">16",2000
"1429",3423,"16",27000
"1430",3424,"13-15",33000
"1431",3425,"13-15",77000
"1432",3429,"16",200
"1433",3431,">16",171428
"1434",3432,"13-15",24626
"1435",3433,"16",4000
"1436",3436,"<12",8000
"1437",3438,"<12",14000
"1438",3440,"<12",61000
"1439",3444,"12",19200
"1440",3452,"12",20000
"1441",3455,"12",61200
"1442",3456,"12",10000
"1443",3457,"13-15",26000
"1444",3458,"13-15",28000
"1445",3463,"16",57000
"1446",3464,"16",96000
"1447",3465,"12",35000
"1448",3466,"16",60000
"1449",3467,"12",17000
"1450",3468,"13-15",72000
"1451",3471,"12",40000
"1452",3475,"12",26000
"1453",3477,"13-15",18520
"1454",3479,"12",80000
"1455",3481,"13-15",47000
"1456",3482,"13-15",65000
"1457",3487,"12",39000
"1458",3491,"12",13000
"1459",3492,"12",47000
"1460",3493,"12",40000
"1461",3494,"13-15",87000
"1462",3495,"12",80000
"1463",3496,"13-15",24600
"1464",3497,"13-15",77000
"1465",3502,"12",41000
"1466",3503,"12",88000
"1467",3505,"13-15",67000
"1468",3506,"16",18000
"1469",3508,"12",18000
"1470",3511,"12",16000
"1471",3513,"12",27000
"1472",3514,"12",24000
"1473",3515,">16",97000
"1474",3521,"13-15",44000
"1475",3522,"12",500
"1476",3524,"13-15",52000
"1477",3527,"12",3800
"1478",3530,"16",62000
"1479",3531,"13-15",11000
"1480",3533,"13-15",135000
"1481",3535,">16",82376
"1482",3537,"12",26000
"1483",3538,"12",33900
"1484",3540,"<12",37000
"1485",3543,"12",18000
"1486",3544,"12",3200
"1487",3545,"13-15",31000
"1488",3546,"13-15",65000
"1489",3547,"13-15",35000
"1490",3548,"13-15",40000
"1491",3549,"12",1500
"1492",3550,"12",25000
"1493",3551,"16",65000
"1494",3552,"13-15",38000
"1495",3553,"12",55000
"1496",3554,"<12",38000
"1497",3558,">16",96000
"1498",3559,"12",60000
"1499",3561,"12",42000
"1500",3562,"12",5000
"1501",3563,"12",34000
"1502",3565,"12",36000
"1503",3567,"13-15",2760
"1504",3569,"12",42000
"1505",3570,"<12",56000
"1506",3572,"<12",14000
"1507",3574,"12",47000
"1508",3575,"12",56000
"1509",3579,"12",45000
"1510",3580,"12",36000
"1511",3581,"16",129000
"1512",3582,">16",150000
"1513",3583,">16",100000
"1514",3584,"12",16000
"1515",3585,"16",159168
"1516",3587,"13-15",43000
"1517",3588,">16",60000
"1518",3589,"12",50987
"1519",3591,"12",4471
"1520",3592,"12",56000
"1521",3597,"13-15",7000
"1522",3600,"12",60000
"1523",3601,"16",40000
"1524",3606,"13-15",35000
"1525",3607,"<12",16000
"1526",3608,"16",69000
"1527",3609,"13-15",39000
"1528",3610,"13-15",7900
"1529",3611,"12",15000
"1530",3614,">16",10180
"1531",3616,"12",35000
"1532",3617,"16",89000
"1533",3619,">16",32500
"1534",3620,"12",32000
"1535",3623,"16",35000
"1536",3625,"16",26000
"1537",3628,">16",189210
"1538",3640,"12",21000
"1539",3641,">16",51000
"1540",3643,">16",38000
"1541",3649,"12",29400
"1542",3650,"12",32000
"1543",3651,"16",65000
"1544",3657,"<12",38000
"1545",3660,"12",23400
"1546",3661,"13-15",4500
"1547",3664,">16",68000
"1548",3666,"13-15",36000
"1549",3667,"13-15",6360
"1550",3669,"16",10000
"1551",3676,"16",74000
"1552",3677,"16",60000
"1553",3679,"13-15",85000
"1554",3686,"16",69000
"1555",3690,">16",138000
"1556",3693,"<12",30000
"1557",3694,"12",56000
"1558",3697,"12",5000
"1559",3699,"12",20477
"1560",3705,"13-15",45000
"1561",3706,"13-15",42000
"1562",3708,"12",144000
"1563",3709,"16",30000
"1564",3714,"13-15",25000
"1565",3718,"13-15",28013
"1566",3719,"12",29000
"1567",3721,"12",52000
"1568",3722,"12",55000
"1569",3723,"12",16000
"1570",3725,"13-15",23000
"1571",3730,"13-15",25275
"1572",3732,"12",36000
"1573",3734,"13-15",30000
"1574",3735,"12",60000
"1575",3736,"12",49000
"1576",3737,"12",58000
"1577",3738,"12",18000
"1578",3739,"12",16000
"1579",3740,"12",20000
"1580",3741,"12",9300
"1581",3742,"<12",98000
"1582",3745,"16",32089
"1583",3746,"12",16390
"1584",3751,"12",45000
"1585",3754,"12",33000
"1586",3757,">16",95000
"1587",3758,"13-15",11000
"1588",3760,"12",33000
"1589",3766,"13-15",78000
"1590",3770,"12",52000
"1591",3771,">16",32253
"1592",3775,"16",53000
"1593",3780,"12",55000
"1594",3784,"12",29000
"1595",3787,"13-15",12000
"1596",3789,"12",52000
"1597",3790,"12",22049
"1598",3791,"13-15",47000
"1599",3792,">16",88000
"1600",3793,"13-15",55000
"1601",3794,"13-15",30000
"1602",3796,"12",34000
"1603",3800,">16",8000
"1604",3803,">16",69000
"1605",3804,">16",40000
"1606",3805,"16",95000
"1607",3807,"13-15",51000
"1608",3809,"16",100000
"1609",3812,"16",100000
"1610",3813,"13-15",44000
"1611",3814,"12",42000
"1612",3815,"16",263445
"1613",3819,"12",15000
"1614",3821,"12",1500
"1615",3822,"12",5000
"1616",3825,"12",22000
"1617",3829,"12",167803
"1618",3830,"12",45000
"1619",3833,"12",40000
"1620",3836,">16",110000
"1621",3837,"12",35000
"1622",3838,"12",85000
"1623",3844,"13-15",65000
"1624",3845,"12",24000
"1625",3846,"12",52000
"1626",3847,"12",67000
"1627",3850,"12",32000
"1628",3851,"12",16000
"1629",3852,"12",14000
"1630",3854,">16",169884
"1631",3855,">16",16500
"1632",3860,">16",55000
"1633",3861,"16",25000
"1634",3863,">16",157957
"1635",3865,">16",176431
"1636",3866,">16",35000
"1637",3867,"13-15",1200
"1638",3868,">16",43450
"1639",3872,"16",30000
"1640",3873,">16",50000
"1641",3874,"16",519340
"1642",3875,"16",92000
"1643",3883,"13-15",45000
"1644",3884,"16",74000
"1645",3886,">16",101000
"1646",3888,"13-15",58000
"1647",3889,"16",15000
"1648",3890,">16",150000
"1649",3892,"16",102000
"1650",3894,">16",62000
"1651",3895,">16",20000
"1652",3897,">16",90000
"1653",3898,"16",110000
"1654",3900,"12",32000
"1655",3901,"13-15",45000
"1656",3903,">16",5200
"1657",3904,">16",51000
"1658",3907,"13-15",54000
"1659",3908,"13-15",30000
"1660",3910,"16",40000
"1661",3911,">16",29000
"1662",3912,"13-15",80000
"1663",3916,">16",97000
"1664",3922,"16",22000
"1665",3929,"12",10000
"1666",3933,"12",50000
"1667",3938,"12",22000
"1668",3949,"13-15",39000
"1669",3952,"16",50000
"1670",3957,"12",68000
"1671",3958,"12",40000
"1672",3960,"13-15",38000
"1673",3964,">16",39500
"1674",3965,"13-15",108000
"1675",3966,">16",155485
"1676",3967,"16",125000
"1677",3972,">16",28500
"1678",3977,"12",600
"1679",3978,"13-15",3000
"1680",3980,"16",444624
"1681",3985,"13-15",50000
"1682",3989,"13-15",52000
"1683",3992,"13-15",39900
"1684",3994,"12",26000
"1685",3995,"13-15",36000
"1686",3996,"13-15",40000
"1687",4001,"13-15",7800
"1688",4004,"12",46000
"1689",4008,"13-15",79000
"1690",4009,"13-15",25000
"1691",4010,">16",50000
"1692",4013,"12",36000
"1693",4014,"12",62000
"1694",4015,"13-15",22000
"1695",4019,">16",99000
"1696",4021,"13-15",27300
"1697",4022,"12",90000
"1698",4023,"16",65000
"1699",4025,"12",24000
"1700",4028,"12",24500
"1701",4030,"16",15000
"1702",4032,"12",35000
"1703",4035,"13-15",25000
"1704",4036,"12",52000
"1705",4041,"13-15",32000
"1706",4042,"13-15",68000
"1707",4045,"16",50000
"1708",4046,"12",18000
"1709",4047,"<12",2400
"1710",4048,"12",25000
"1711",4049,"12",90000
"1712",4051,"13-15",1748
"1713",4053,">16",50000
"1714",4054,"13-15",45000
"1715",4055,">16",206869
"1716",4056,"16",50000
"1717",4057,"16",35000
"1718",4060,"13-15",6000
"1719",4062,"12",52000
"1720",4064,"12",20000
"1721",4065,"12",9000
"1722",4067,"12",30000
"1723",4068,"<12",22000
"1724",4071,"12",15000
"1725",4077,"12",15000
"1726",4085,"12",11000
"1727",4088,"13-15",222924
"1728",4089,"12",20000
"1729",4090,"12",58000
"1730",4092,">16",42000
"1731",4093,">16",65000
"1732",4097,"12",66000
"1733",4098,"<12",38800
"1734",4103,"12",36500
"1735",4105,"12",3408
"1736",4106,"16",62000
"1737",4107,">16",52000
"1738",4108,"16",23900
"1739",4112,"12",5700
"1740",4113,"12",9600
"1741",4114,"12",34000
"1742",4124,">16",61000
"1743",4128,"12",40000
"1744",4129,"13-15",45000
"1745",4130,"12",32500
"1746",4131,"13-15",50000
"1747",4141,"12",6000
"1748",4142,"12",20000
"1749",4145,"12",25000
"1750",4147,"16",32624
"1751",4148,"13-15",49000
"1752",4153,"13-15",75000
"1753",4156,"<12",68000
"1754",4159,"12",30000
"1755",4161,"12",45000
"1756",4163,"12",29000
"1757",4164,"16",20000
"1758",4171,"16",90000
"1759",4172,"16",34900
"1760",4173,"12",12500
"1761",4175,"12",26000
"1762",4181,"<12",15000
"1763",4184,"12",25000
"1764",4191,">16",85300
"1765",4196,"12",23000
"1766",4200,"13-15",32000
"1767",4201,"13-15",62000
"1768",4205,"12",32000
"1769",4216,"12",48000
"1770",4219,"13-15",42000
"1771",4220,"12",15000
"1772",4222,"12",23031
"1773",4225,"16",20000
"1774",4226,">16",85605
"1775",4227,">16",47000
"1776",4228,"13-15",75000
"1777",4230,"13-15",89000
"1778",4231,"13-15",10000
"1779",4235,"<12",2000
"1780",4236,"13-15",58000
"1781",4239,"12",48000
"1782",4240,"12",50000
"1783",4242,"12",48000
"1784",4245,"13-15",75210
"1785",4247,"13-15",90000
"1786",4249,"12",26000
"1787",4251,"12",62500
"1788",4252,"13-15",41000
"1789",4254,"13-15",8900
"1790",4257,"16",34000
"1791",4263,"12",16000
"1792",4265,"13-15",27000
"1793",4268,"12",84600
"1794",4274,"12",11550
"1795",4278,"12",80000
"1796",4279,"12",150000
"1797",4280,"16",49000
"1798",4285,"16",40000
"1799",4289,">16",162660
"1800",4290,">16",75419
"1801",4292,"13-15",38000
"1802",4295,"13-15",76000
"1803",4296,"16",40000
"1804",4297,"13-15",88000
"1805",4298,">16",91000
"1806",4299,"16",42000
"1807",4300,"12",56000
"1808",4302,">16",53000
"1809",4303,"12",32000
"1810",4306,">16",32000
"1811",4310,"13-15",40000
"1812",4312,"12",18000
"1813",4314,"12",30000
"1814",4316,"13-15",8500
"1815",4318,"13-15",32000
"1816",4323,"13-15",15500
"1817",4324,"12",58000
"1818",4326,"12",13200
"1819",4327,"12",38000
"1820",4330,"13-15",50000
"1821",4333,"12",20000
"1822",4335,"<12",67000
"1823",4337,"13-15",23000
"1824",4338,"12",22000
"1825",4339,"12",12000
"1826",4345,"12",14000
"1827",4348,"13-15",93000
"1828",4350,"16",26000
"1829",4352,"16",30000
"1830",4353,"16",120000
"1831",4354,"13-15",20000
"1832",4355,"16",22000
"1833",4358,"13-15",50000
"1834",4366,"13-15",70000
"1835",4372,">16",102500
"1836",4374,"12",30000
"1837",4379,"13-15",38000
"1838",4382,"16",18000
"1839",4386,"12",19900
"1840",4390,"12",34000
"1841",4391,"13-15",3500
"1842",4392,"16",37000
"1843",4407,"16",185662
"1844",4408,">16",92000
"1845",4409,"13-15",50000
"1846",4410,"16",63000
"1847",4413,"16",30000
"1848",4417,"<12",19000
"1849",4424,">16",93000
"1850",4425,">16",22000
"1851",4426,"16",211052
"1852",4427,"12",45000
"1853",4428,">16",42000
"1854",4429,">16",49938
"1855",4430,"13-15",48000
"1856",4438,"13-15",95000
"1857",4447,"13-15",45291
"1858",4448,"16",95000
"1859",4459,"12",9000
"1860",4461,"12",18000
"1861",4465,"13-15",15000
"1862",4466,"16",80000
"1863",4468,"13-15",79000
"1864",4469,"12",31200
"1865",4470,">16",75000
"1866",4471,">16",140000
"1867",4474,"<12",30700
"1868",4476,"<12",25000
"1869",4478,"13-15",53000
"1870",4480,"16",202617
"1871",4487,"12",33000
"1872",4488,"13-15",108000
"1873",4496,"12",47000
"1874",4498,"12",39000
"1875",4499,"13-15",54300
"1876",4503,"<12",18000
"1877",4505,"12",25000
"1878",4506,"13-15",30000
"1879",4508,"16",72000
"1880",4509,"13-15",72899
"1881",4511,"13-15",125000
"1882",4513,"13-15",48000
"1883",4514,"13-15",125000
"1884",4517,"16",146000
"1885",4518,"13-15",70000
"1886",4519,"12",50000
"1887",4520,"12",40000
"1888",4524,"12",50000
"1889",4528,"13-15",62987
"1890",4531,"16",113000
"1891",4532,"16",73000
"1892",4534,"13-15",35000
"1893",4536,"13-15",11000
"1894",4538,"12",40000
"1895",4540,"16",57000
"1896",4541,"12",35000
"1897",4542,"13-15",34000
"1898",4543,"12",1800
"1899",4544,"12",12000
"1900",4548,"16",100000
"1901",4557,"12",6580
"1902",4560,"13-15",21000
"1903",4561,"12",16000
"1904",4563,"12",60000
"1905",4565,"16",98000
"1906",4566,"12",90000
"1907",4569,"12",85000
"1908",4570,">16",72000
"1909",4571,"13-15",27359
"1910",4576,">16",16000
"1911",4579,"13-15",35000
"1912",4582,"13-15",50000
"1913",4583,"12",21000
"1914",4586,"12",38154
"1915",4589,"12",38200
"1916",4590,">16",58000
"1917",4592,">16",48000
"1918",4594,"12",25000
"1919",4595,"13-15",95000
"1920",4596,"12",65000
"1921",4601,"12",30000
"1922",4602,"13-15",10000
"1923",4604,"12",27412
"1924",4606,"16",15000
"1925",4607,">16",55000
"1926",4609,">16",194757
"1927",4619,"12",9500
"1928",4621,"12",24000
"1929",4623,"12",62000
"1930",4624,"13-15",27581
"1931",4625,"13-15",77000
"1932",4626,">16",130000
"1933",4630,"12",130000
"1934",4632,"16",45000
"1935",4633,"13-15",90000
"1936",4634,">16",355767
"1937",4635,">16",70000
"1938",4636,"13-15",99000
"1939",4637,"12",25000
"1940",4638,"12",17000
"1941",4641,"12",18000
"1942",4642,"13-15",90000
"1943",4643,"13-15",56000
"1944",4646,"12",24000
"1945",4651,"13-15",25000
"1946",4652,"16",60000
"1947",4662,"16",52000
"1948",4665,"13-15",15000
"1949",4668,"16",209400
"1950",4669,"13-15",40000
"1951",4675,"13-15",38000
"1952",4676,"12",45000
"1953",4678,"12",5000
"1954",4680,"12",14000
"1955",4681,"<12",3000
"1956",4683,">16",10000
"1957",4686,">16",84000
"1958",4687,"13-15",68651
"1959",4692,">16",29000
"1960",4694,"13-15",4000
"1961",4695,"16",91500
"1962",4698,"16",108000
"1963",4699,"13-15",137000
"1964",4701,"12",197062
"1965",4702,"13-15",100000
"1966",4704,"13-15",5000
"1967",4707,"12",72000
"1968",4710,"12",15000
"1969",4711,"12",40000
"1970",4714,"12",45000
"1971",4716,"12",58000
"1972",4717,"13-15",3000
"1973",4720,"12",67000
"1974",4722,"12",35000
"1975",4724,"12",8400
"1976",4729,"13-15",15000
"1977",4731,"<12",20017
"1978",4732,"12",21424
"1979",4733,"<12",12000
"1980",4734,"12",12000
"1981",4738,"13-15",75000
"1982",4742,"16",30000
"1983",4746,"12",36000
"1984",4747,"12",12000
"1985",4752,"12",42000
"1986",4753,"16",33000
"1987",4754,">16",67000
"1988",4755,"12",54000
"1989",4756,">16",163271
"1990",4758,">16",60000
"1991",4759,"12",62000
"1992",4760,">16",34000
"1993",4762,"12",8600
"1994",4764,"12",55000
"1995",4765,"12",70000
"1996",4767,">16",40000
"1997",4768,"13-15",30000
"1998",4770,"12",31000
"1999",4772,"12",24000
"2000",4774,"12",4800
"2001",4776,"12",41000
"2002",4777,"12",22000
"2003",4778,"12",26000
"2004",4779,"12",27000
"2005",4780,"12",25000
"2006",4788,"12",66000
"2007",4790,"12",13000
"2008",4793,"16",115000
"2009",4795,"16",70000
"2010",4798,">16",90000
"2011",4799,">16",40500
"2012",4803,"13-15",19000
"2013",4804,"12",12000
"2014",4805,"13-15",90000
"2015",4810,"13-15",50000
"2016",4812,"16",80000
"2017",4813,"13-15",74000
"2018",4815,"13-15",58000
"2019",4817,"12",35000
"2020",4818,"12",21000
"2021",4820,"16",25000
"2022",4822,"12",30775
"2023",4825,"13-15",42000
"2024",4826,">16",57000
"2025",4828,"16",66768
"2026",4829,"16",126000
"2027",4830,"16",344856
"2028",4831,">16",54500
"2029",4832,"13-15",57000
"2030",4834,"16",80000
"2031",4839,"13-15",14000
"2032",4840,"13-15",24226
"2033",4842,">16",37000
"2034",4843,"16",45000
"2035",4844,"13-15",6000
"2036",4849,"12",20000
"2037",4856,"13-15",60000
"2038",4858,"12",64000
"2039",4859,"13-15",36000
"2040",4862,"13-15",39000
"2041",4864,"12",8575
"2042",4865,"13-15",25000
"2043",4870,">16",6000
"2044",4871,"16",34000
"2045",4872,">16",56000
"2046",4873,"16",55000
"2047",4876,"12",35000
"2048",4879,"12",26500
"2049",4880,"13-15",27000
"2050",4881,"13-15",80000
"2051",4883,"13-15",47000
"2052",4884,"12",33000
"2053",4888,"12",38083
"2054",4889,"13-15",65000
"2055",4890,"13-15",22000
"2056",4892,"16",72000
"2057",4894,"16",81000
"2058",4896,"16",90000
"2059",4899,"13-15",20000
"2060",4900,"12",50000
"2061",4901,"<12",32000
"2062",4906,"12",7300
"2063",4907,">16",188255
"2064",4911,"12",6000
"2065",4914,"12",29000
"2066",4919,">16",52000
"2067",4921,">16",92500
"2068",4922,"13-15",17000
"2069",4923,"<12",22000
"2070",4924,"13-15",33500
"2071",4926,"12",48000
"2072",4927,"16",159193
"2073",4929,"13-15",17900
"2074",4930,"13-15",18839
"2075",4931,"13-15",33000
"2076",4933,"13-15",39000
"2077",4934,"12",25000
"2078",4937,"<12",22000
"2079",4939,"16",41000
"2080",4942,"12",54000
"2081",4943,"13-15",42000
"2082",4944,"16",75000
"2083",4945,"12",35000
"2084",4946,"<12",43000
"2085",4948,"12",18000
"2086",4952,"12",26000
"2087",4953,"13-15",22000
"2088",4954,">16",78000
"2089",4955,"12",40000
"2090",4960,"<12",60000
"2091",4962,"13-15",36000
"2092",4966,"12",32000
"2093",4967,"13-15",32500
"2094",4968,"13-15",66948
"2095",4972,"13-15",3000
"2096",4975,">16",60000
"2097",4976,"13-15",94000
"2098",4979,"12",58000
"2099",4981,"13-15",35100
"2100",4983,"12",8000
"2101",4986,"12",410008
"2102",4987,"13-15",15000
"2103",4992,"12",30000
"2104",4997,"13-15",62000
"2105",4998,">16",69600
"2106",5001,">16",30000
"2107",5003,">16",228453
"2108",5007,"12",63000
"2109",5012,">16",215765
"2110",5017,"13-15",115000
"2111",5020,">16",39000
"2112",5021,">16",44000
"2113",5022,"13-15",80000
"2114",5023,">16",39000
"2115",5025,"13-15",40000
"2116",5026,"13-15",42000
"2117",5028,">16",153447
"2118",5029,"16",120000
"2119",5037,"13-15",18230
"2120",5041,"12",14000
"2121",5042,"13-15",29000
"2122",5043,"13-15",29993
"2123",5053,"13-15",60000
"2124",5054,">16",34000
"2125",5055,"13-15",43000
"2126",5060,"12",24314
"2127",5062,"13-15",25000
"2128",5085,"12",9600
"2129",5091,">16",56400
"2130",5094,"13-15",10000
"2131",5095,">16",20000
"2132",5096,">16",30000
"2133",5097,"12",119000
"2134",5099,"16",40000
"2135",5101,"13-15",11000
"2136",5102,"13-15",33000
"2137",5106,"12",120000
"2138",5107,">16",152683
"2139",5108,"16",33000
"2140",5115,"12",27400
"2141",5125,"13-15",3000
"2142",5128,"<12",29000
"2143",5131,"12",21213
"2144",5132,"<12",26000
"2145",5134,"13-15",42000
"2146",5139,"12",15000
"2147",5140,"16",10800
"2148",5143,">16",62000
"2149",5145,"12",36000
"2150",5149,"13-15",6000
"2151",5151,"13-15",89000
"2152",5156,"13-15",100000
"2153",5158,"12",50000
"2154",5159,"12",1200
"2155",5161,"12",37000
"2156",5162,"12",100000
"2157",5166,"16",75000
"2158",5168,">16",23000
"2159",5170,">16",55000
"2160",5174,"13-15",65000
"2161",5176,"12",38000
"2162",5178,"13-15",25000
"2163",5179,"12",23000
"2164",5180,"12",3563
"2165",5184,"12",38000
"2166",5185,">16",57000
"2167",5186,"12",29000
