"","Make","VehicleAge","Passengers","Cause"
"814","Other",1,0,"NotTire"
"815","Other",1,0,"NotTire"
"816","Other",1,1,"NotTire"
"817","Other",1,2,"NotTire"
"818","Other",1,1,"NotTire"
"819","Other",1,1,"NotTire"
"820","Other",1,2,"NotTire"
"821","Other",1,0,"NotTire"
"822","Other",1,0,"NotTire"
"823","Other",1,0,"NotTire"
"824","Other",1,0,"NotTire"
"825","Other",1,3,"NotTire"
"826","Other",1,0,"NotTire"
"827","Other",1,1,"NotTire"
"828","Other",1,0,"NotTire"
"829","Other",1,0,"NotTire"
"830","Other",1,1,"NotTire"
"831","Other",1,2,"NotTire"
"832","Other",1,0,"NotTire"
"833","Other",1,0,"NotTire"
"834","Other",1,0,"NotTire"
"835","Other",1,0,"NotTire"
"836","Other",1,0,"NotTire"
"837","Other",1,2,"NotTire"
"838","Other",1,2,"NotTire"
"839","Other",1,2,"NotTire"
"840","Other",1,0,"NotTire"
"841","Other",1,1,"NotTire"
"842","Other",1,2,"NotTire"
"843","Other",1,1,"NotTire"
"844","Other",1,3,"NotTire"
"845","Other",1,1,"NotTire"
"846","Other",1,2,"NotTire"
"847","Other",1,6,"NotTire"
"848","Other",1,0,"NotTire"
"849","Other",1,2,"NotTire"
"850","Other",1,2,"NotTire"
"851","Other",1,0,"NotTire"
"852","Other",1,4,"NotTire"
"853","Other",1,3,"NotTire"
"854","Ford",1,0,"NotTire"
"855","Ford",1,5,"NotTire"
"856","Ford",1,0,"NotTire"
"857","Ford",1,2,"NotTire"
"858","Ford",1,0,"NotTire"
"859","Ford",1,0,"NotTire"
"860","Ford",1,2,"NotTire"
"861","Ford",1,2,"NotTire"
"862","Ford",1,3,"NotTire"
"863","Ford",1,2,"NotTire"
"864","Ford",1,0,"NotTire"
"865","Ford",1,0,"NotTire"
"866","Ford",1,0,"NotTire"
"867","Ford",1,2,"NotTire"
"868","Ford",1,5,"NotTire"
"869","Ford",1,0,"NotTire"
"870","Ford",1,2,"NotTire"
"871","Ford",1,0,"NotTire"
"872","Ford",1,3,"NotTire"
"873","Ford",1,1,"NotTire"
"874","Ford",1,4,"NotTire"
"875","Ford",1,2,"NotTire"
"876","Ford",1,0,"NotTire"
"877","Ford",1,3,"NotTire"
"878","Ford",1,0,"NotTire"
"879","Ford",1,0,"NotTire"
"880","Ford",1,0,"NotTire"
"881","Ford",1,0,"NotTire"
"882","Ford",1,3,"NotTire"
"883","Ford",1,1,"NotTire"
"884","Ford",1,0,"NotTire"
"885","Other",2,0,"NotTire"
"886","Other",2,2,"NotTire"
"887","Other",2,0,"NotTire"
"888","Other",2,0,"NotTire"
"889","Other",2,0,"NotTire"
"890","Other",2,0,"NotTire"
"891","Other",2,0,"NotTire"
"892","Other",2,1,"NotTire"
"893","Other",2,1,"NotTire"
"894","Other",2,0,"NotTire"
"895","Other",2,3,"NotTire"
"896","Other",2,1,"NotTire"
"897","Other",2,1,"NotTire"
"898","Other",2,1,"NotTire"
"899","Other",2,2,"NotTire"
"900","Other",2,1,"NotTire"
"901","Other",2,2,"NotTire"
"902","Other",2,0,"NotTire"
"903","Other",2,0,"NotTire"
"904","Other",2,1,"NotTire"
"905","Other",2,4,"NotTire"
"906","Other",2,1,"NotTire"
"907","Other",2,3,"NotTire"
"908","Other",2,0,"NotTire"
"909","Other",2,4,"NotTire"
"910","Other",2,1,"NotTire"
"911","Other",2,0,"NotTire"
"912","Other",2,0,"NotTire"
"913","Other",2,0,"NotTire"
"914","Other",2,3,"NotTire"
"915","Other",2,0,"NotTire"
"916","Other",2,1,"NotTire"
"917","Other",2,2,"NotTire"
"918","Other",2,0,"NotTire"
"919","Other",2,1,"NotTire"
"920","Other",2,0,"NotTire"
"921","Other",2,0,"NotTire"
"922","Other",2,0,"NotTire"
"923","Other",2,0,"NotTire"
"924","Other",2,2,"NotTire"
"925","Other",2,1,"NotTire"
"926","Other",2,0,"NotTire"
"927","Other",2,3,"NotTire"
"928","Other",2,1,"NotTire"
"929","Other",2,0,"NotTire"
"930","Other",2,0,"NotTire"
"931","Other",2,0,"NotTire"
"932","Other",2,0,"NotTire"
"933","Other",2,0,"NotTire"
"934","Other",2,0,"NotTire"
"935","Other",2,1,"NotTire"
"936","Other",2,0,"NotTire"
"937","Other",2,0,"NotTire"
"938","Other",2,1,"NotTire"
"939","Other",2,3,"NotTire"
"940","Other",2,0,"NotTire"
"941","Other",2,0,"NotTire"
"942","Other",2,0,"NotTire"
"943","Other",2,1,"NotTire"
"944","Other",2,1,"NotTire"
"945","Other",2,1,"NotTire"
"946","Other",2,0,"NotTire"
"947","Other",2,2,"NotTire"
"948","Other",2,0,"NotTire"
"949","Other",2,1,"NotTire"
"950","Other",2,3,"NotTire"
"951","Other",2,0,"NotTire"
"952","Other",2,0,"NotTire"
"953","Other",2,2,"NotTire"
"954","Other",2,0,"NotTire"
"955","Other",2,2,"NotTire"
"956","Other",2,0,"NotTire"
"957","Other",2,0,"NotTire"
"958","Other",2,1,"NotTire"
"959","Other",2,0,"NotTire"
"960","Other",2,1,"NotTire"
"961","Other",2,2,"NotTire"
"962","Other",2,0,"NotTire"
"963","Other",2,0,"NotTire"
"964","Other",2,0,"NotTire"
"965","Other",2,0,"NotTire"
"966","Other",2,0,"NotTire"
"967","Other",2,0,"NotTire"
"968","Other",2,2,"NotTire"
"969","Other",2,0,"NotTire"
"970","Other",2,1,"NotTire"
"971","Other",2,2,"NotTire"
"972","Other",2,0,"NotTire"
"973","Other",2,0,"NotTire"
"974","Other",2,1,"NotTire"
"975","Other",2,0,"NotTire"
"976","Other",2,0,"NotTire"
"977","Other",2,0,"NotTire"
"978","Other",2,1,"NotTire"
"979","Other",2,1,"NotTire"
"980","Other",2,0,"NotTire"
"981","Other",2,1,"NotTire"
"982","Other",2,0,"NotTire"
"983","Other",2,0,"NotTire"
"984","Other",2,2,"NotTire"
"985","Other",2,3,"NotTire"
"986","Other",2,0,"NotTire"
"987","Other",2,0,"NotTire"
"988","Other",2,0,"NotTire"
"989","Other",2,2,"NotTire"
"990","Other",2,1,"NotTire"
"991","Other",2,0,"NotTire"
"992","Other",2,0,"NotTire"
"993","Other",2,0,"NotTire"
"994","Other",2,3,"NotTire"
"995","Other",2,0,"NotTire"
"996","Other",2,0,"NotTire"
"997","Other",2,3,"NotTire"
"998","Other",2,1,"NotTire"
"999","Other",2,1,"NotTire"
"1000","Other",2,3,"NotTire"
"1001","Other",2,0,"NotTire"
"1002","Ford",2,2,"NotTire"
"1003","Ford",2,5,"NotTire"
"1004","Ford",2,0,"NotTire"
"1005","Ford",2,2,"NotTire"
"1006","Ford",2,0,"NotTire"
"1007","Ford",2,1,"NotTire"
"1008","Ford",2,2,"NotTire"
"1009","Ford",2,1,"NotTire"
"1010","Ford",2,1,"NotTire"
"1011","Ford",2,0,"NotTire"
"1012","Ford",2,0,"NotTire"
"1013","Ford",2,1,"NotTire"
"1014","Ford",2,0,"NotTire"
"1015","Ford",2,1,"NotTire"
"1016","Ford",2,0,"NotTire"
"1017","Ford",2,4,"NotTire"
"1018","Ford",2,2,"NotTire"
"1019","Ford",2,0,"NotTire"
"1020","Ford",2,1,"NotTire"
"1021","Ford",2,2,"NotTire"
"1022","Ford",2,1,"NotTire"
"1023","Ford",2,3,"NotTire"
"1024","Ford",2,1,"NotTire"
"1025","Ford",2,0,"NotTire"
"1026","Ford",2,1,"NotTire"
"1027","Ford",2,1,"NotTire"
"1028","Ford",2,3,"NotTire"
"1029","Ford",2,0,"NotTire"
"1030","Ford",2,3,"NotTire"
"1031","Ford",2,0,"NotTire"
"1032","Ford",2,2,"NotTire"
"1033","Ford",2,0,"NotTire"
"1034","Ford",2,3,"NotTire"
"1035","Ford",2,1,"NotTire"
"1036","Ford",2,1,"NotTire"
"1037","Ford",2,0,"NotTire"
"1038","Ford",2,1,"NotTire"
"1039","Ford",2,0,"NotTire"
"1040","Ford",2,3,"NotTire"
"1041","Ford",2,2,"NotTire"
"1042","Ford",2,0,"NotTire"
"1043","Ford",2,1,"NotTire"
"1044","Ford",2,4,"Tire"
"1045","Other",3,0,"NotTire"
"1046","Other",3,0,"NotTire"
"1047","Other",3,0,"NotTire"
"1048","Other",3,0,"NotTire"
"1049","Other",3,1,"NotTire"
"1050","Other",3,4,"NotTire"
"1051","Other",3,0,"NotTire"
"1052","Other",3,0,"NotTire"
"1053","Other",3,0,"NotTire"
"1054","Other",3,0,"NotTire"
"1055","Other",3,1,"NotTire"
"1056","Other",3,1,"NotTire"
"1057","Other",3,3,"NotTire"
"1058","Other",3,1,"NotTire"
"1059","Other",3,0,"NotTire"
"1060","Other",3,0,"NotTire"
"1061","Other",3,0,"NotTire"
"1062","Other",3,0,"NotTire"
"1063","Other",3,0,"NotTire"
"1064","Other",3,0,"NotTire"
"1065","Other",3,0,"NotTire"
"1066","Other",3,1,"NotTire"
"1067","Other",3,0,"NotTire"
"1068","Other",3,0,"NotTire"
"1069","Other",3,0,"NotTire"
"1070","Other",3,0,"NotTire"
"1071","Other",3,0,"NotTire"
"1072","Other",3,2,"NotTire"
"1073","Other",3,0,"NotTire"
"1074","Other",3,0,"NotTire"
"1075","Other",3,0,"NotTire"
"1076","Other",3,1,"NotTire"
"1077","Other",3,0,"NotTire"
"1078","Other",3,2,"NotTire"
"1079","Other",3,1,"NotTire"
"1080","Other",3,0,"NotTire"
"1081","Other",3,0,"NotTire"
"1082","Other",3,0,"NotTire"
"1083","Other",3,4,"NotTire"
"1084","Other",3,2,"NotTire"
"1085","Other",3,2,"NotTire"
"1086","Other",3,0,"NotTire"
"1087","Other",3,2,"NotTire"
"1088","Other",3,0,"NotTire"
"1089","Other",3,4,"NotTire"
"1090","Other",3,0,"NotTire"
"1091","Other",3,3,"NotTire"
"1092","Other",3,0,"NotTire"
"1093","Other",3,3,"NotTire"
"1094","Other",3,0,"NotTire"
"1095","Other",3,0,"NotTire"
"1096","Other",3,2,"NotTire"
"1097","Other",3,1,"NotTire"
"1098","Other",3,0,"NotTire"
"1099","Other",3,0,"NotTire"
"1100","Other",3,6,"NotTire"
"1101","Other",3,3,"NotTire"
"1102","Other",3,1,"NotTire"
"1103","Other",3,0,"NotTire"
"1104","Other",3,3,"NotTire"
"1105","Other",3,0,"NotTire"
"1106","Other",3,0,"NotTire"
"1107","Other",3,0,"NotTire"
"1108","Other",3,0,"NotTire"
"1109","Other",3,2,"NotTire"
"1110","Other",3,0,"NotTire"
"1111","Other",3,0,"NotTire"
"1112","Other",3,0,"NotTire"
"1113","Other",3,1,"NotTire"
"1114","Other",3,0,"NotTire"
"1115","Other",3,2,"NotTire"
"1116","Other",3,0,"NotTire"
"1117","Other",3,0,"NotTire"
"1118","Other",3,0,"NotTire"
"1119","Other",3,0,"NotTire"
"1120","Other",3,2,"NotTire"
"1121","Other",3,0,"NotTire"
"1122","Other",3,0,"NotTire"
"1123","Other",3,0,"NotTire"
"1124","Other",3,0,"NotTire"
"1125","Other",3,0,"NotTire"
"1126","Other",3,0,"NotTire"
"1127","Other",3,0,"NotTire"
"1128","Other",3,0,"NotTire"
"1129","Other",3,2,"NotTire"
"1130","Other",3,0,"NotTire"
"1131","Other",3,3,"NotTire"
"1132","Other",3,1,"NotTire"
"1133","Other",3,4,"NotTire"
"1134","Other",3,0,"NotTire"
"1135","Other",3,0,"NotTire"
"1136","Other",3,1,"NotTire"
"1137","Other",3,1,"NotTire"
"1138","Other",3,0,"NotTire"
"1139","Other",3,4,"NotTire"
"1140","Other",3,0,"NotTire"
"1141","Other",3,0,"NotTire"
"1142","Other",3,1,"NotTire"
"1143","Other",3,1,"NotTire"
"1144","Other",3,0,"NotTire"
"1145","Other",3,0,"NotTire"
"1146","Other",3,3,"NotTire"
"1147","Other",3,0,"NotTire"
"1148","Other",3,0,"NotTire"
"1149","Other",3,0,"NotTire"
"1150","Other",3,1,"NotTire"
"1151","Other",3,2,"NotTire"
"1152","Ford",3,1,"NotTire"
"1153","Ford",3,1,"NotTire"
"1154","Ford",3,2,"NotTire"
"1155","Ford",3,2,"NotTire"
"1156","Ford",3,0,"NotTire"
"1157","Ford",3,0,"NotTire"
"1158","Ford",3,1,"NotTire"
"1159","Ford",3,1,"NotTire"
"1160","Ford",3,0,"NotTire"
"1161","Ford",3,0,"NotTire"
"1162","Ford",3,1,"NotTire"
"1163","Ford",3,0,"NotTire"
"1164","Ford",3,0,"NotTire"
"1165","Ford",3,1,"NotTire"
"1166","Ford",3,0,"NotTire"
"1167","Ford",3,1,"NotTire"
"1168","Ford",3,0,"NotTire"
"1169","Ford",3,1,"NotTire"
"1170","Ford",3,0,"NotTire"
"1171","Ford",3,3,"NotTire"
"1172","Ford",3,0,"NotTire"
"1173","Ford",3,1,"NotTire"
"1174","Ford",3,1,"NotTire"
"1175","Ford",3,1,"NotTire"
"1176","Ford",3,1,"NotTire"
"1177","Ford",3,0,"NotTire"
"1178","Ford",3,0,"NotTire"
"1179","Ford",3,0,"NotTire"
"1180","Ford",3,1,"NotTire"
"1181","Ford",3,1,"NotTire"
"1182","Ford",3,2,"NotTire"
"1183","Ford",3,1,"NotTire"
"1184","Ford",3,0,"NotTire"
"1185","Ford",3,3,"Tire"
"1186","Ford",3,3,"Tire"
"1187","Ford",3,0,"NotTire"
"1188","Ford",3,0,"NotTire"
"1189","Other",4,1,"NotTire"
"1190","Other",4,0,"NotTire"
"1191","Other",4,1,"NotTire"
"1192","Other",4,0,"NotTire"
"1193","Other",4,2,"NotTire"
"1194","Other",4,0,"NotTire"
"1195","Other",4,0,"NotTire"
"1196","Other",4,0,"NotTire"
"1197","Other",4,0,"NotTire"
"1198","Other",4,0,"NotTire"
"1199","Other",4,2,"NotTire"
"1200","Other",4,1,"NotTire"
"1201","Other",4,1,"NotTire"
"1202","Other",4,0,"NotTire"
"1203","Other",4,0,"NotTire"
"1204","Other",4,0,"NotTire"
"1205","Other",4,1,"NotTire"
"1206","Other",4,1,"NotTire"
"1207","Other",4,0,"NotTire"
"1208","Other",4,0,"NotTire"
"1209","Other",4,0,"NotTire"
"1210","Other",4,1,"NotTire"
"1211","Other",4,0,"NotTire"
"1212","Other",4,0,"NotTire"
"1213","Other",4,0,"NotTire"
"1214","Other",4,0,"NotTire"
"1215","Other",4,1,"NotTire"
"1216","Other",4,1,"NotTire"
"1217","Other",4,0,"NotTire"
"1218","Other",4,1,"NotTire"
"1219","Other",4,1,"NotTire"
"1220","Other",4,0,"NotTire"
"1221","Other",4,0,"NotTire"
"1222","Other",4,4,"NotTire"
"1223","Other",4,2,"NotTire"
"1224","Other",4,2,"NotTire"
"1225","Other",4,0,"NotTire"
"1226","Other",4,0,"NotTire"
"1227","Other",4,3,"NotTire"
"1228","Other",4,0,"NotTire"
"1229","Other",4,0,"NotTire"
"1230","Other",4,1,"NotTire"
"1231","Other",4,0,"NotTire"
"1232","Other",4,1,"NotTire"
"1233","Other",4,1,"NotTire"
"1234","Other",4,1,"NotTire"
"1235","Other",4,0,"NotTire"
"1236","Other",4,0,"NotTire"
"1237","Other",4,0,"NotTire"
"1238","Other",4,1,"NotTire"
"1239","Other",4,1,"NotTire"
"1240","Other",4,0,"NotTire"
"1241","Other",4,1,"NotTire"
"1242","Other",4,0,"NotTire"
"1243","Other",4,1,"NotTire"
"1244","Other",4,0,"NotTire"
"1245","Other",4,0,"NotTire"
"1246","Other",4,0,"NotTire"
"1247","Other",4,1,"NotTire"
"1248","Other",4,0,"NotTire"
"1249","Other",4,0,"NotTire"
"1250","Other",4,0,"NotTire"
"1251","Other",4,0,"NotTire"
"1252","Other",4,0,"NotTire"
"1253","Other",4,0,"NotTire"
"1254","Other",4,0,"NotTire"
"1255","Other",4,0,"NotTire"
"1256","Other",4,0,"NotTire"
"1257","Other",4,1,"NotTire"
"1258","Other",4,0,"NotTire"
"1259","Other",4,2,"NotTire"
"1260","Other",4,3,"NotTire"
"1261","Other",4,0,"NotTire"
"1262","Other",4,0,"NotTire"
"1263","Other",4,4,"NotTire"
"1264","Other",4,4,"NotTire"
"1265","Other",4,1,"NotTire"
"1266","Other",4,1,"NotTire"
"1267","Other",4,0,"NotTire"
"1268","Other",4,0,"NotTire"
"1269","Other",4,3,"NotTire"
"1270","Other",4,0,"NotTire"
"1271","Other",4,1,"NotTire"
"1272","Other",4,0,"NotTire"
"1273","Other",4,5,"NotTire"
"1274","Other",4,3,"NotTire"
"1275","Other",4,1,"NotTire"
"1276","Other",4,1,"NotTire"
"1277","Other",4,2,"NotTire"
"1278","Other",4,0,"NotTire"
"1279","Other",4,2,"NotTire"
"1280","Other",4,4,"NotTire"
"1281","Other",4,0,"NotTire"
"1282","Other",4,2,"NotTire"
"1283","Other",4,0,"NotTire"
"1284","Other",4,0,"NotTire"
"1285","Other",4,1,"NotTire"
"1286","Other",4,1,"NotTire"
"1287","Other",4,0,"NotTire"
"1288","Other",4,0,"NotTire"
"1289","Other",4,0,"NotTire"
"1290","Other",4,2,"NotTire"
"1291","Other",4,6,"NotTire"
"1292","Other",4,0,"NotTire"
"1293","Other",4,3,"NotTire"
"1294","Other",4,0,"NotTire"
"1295","Ford",4,0,"NotTire"
"1296","Ford",4,0,"NotTire"
"1297","Ford",4,0,"NotTire"
"1298","Ford",4,1,"NotTire"
"1299","Ford",4,0,"NotTire"
"1300","Ford",4,3,"NotTire"
"1301","Ford",4,3,"NotTire"
"1302","Ford",4,1,"NotTire"
"1303","Ford",4,0,"NotTire"
"1304","Ford",4,1,"NotTire"
"1305","Ford",4,0,"NotTire"
"1306","Ford",4,0,"NotTire"
"1307","Ford",4,4,"NotTire"
"1308","Ford",4,1,"NotTire"
"1309","Ford",4,3,"NotTire"
"1310","Ford",4,3,"NotTire"
"1311","Ford",4,0,"NotTire"
"1312","Ford",4,0,"NotTire"
"1313","Ford",4,0,"NotTire"
"1314","Ford",4,0,"NotTire"
"1315","Ford",4,1,"NotTire"
"1316","Ford",4,1,"NotTire"
"1317","Ford",4,0,"NotTire"
"1318","Ford",4,2,"NotTire"
"1319","Ford",4,1,"NotTire"
"1320","Ford",4,0,"NotTire"
"1321","Ford",4,0,"NotTire"
"1322","Ford",4,4,"NotTire"
"1323","Ford",4,1,"NotTire"
"1324","Ford",4,3,"NotTire"
"1325","Ford",4,3,"NotTire"
"1326","Ford",4,2,"NotTire"
"1327","Ford",4,0,"NotTire"
"1328","Ford",4,0,"NotTire"
"1329","Ford",4,0,"NotTire"
"1330","Ford",4,1,"NotTire"
"1331","Ford",4,0,"NotTire"
"1332","Ford",4,0,"NotTire"
"1333","Ford",4,1,"NotTire"
"1334","Ford",4,1,"NotTire"
"1335","Ford",4,2,"NotTire"
"1336","Ford",4,1,"NotTire"
"1337","Ford",4,1,"NotTire"
"1338","Ford",4,3,"NotTire"
"1339","Ford",4,1,"NotTire"
"1340","Ford",4,0,"NotTire"
"1341","Ford",4,0,"NotTire"
"1342","Ford",4,0,"NotTire"
"1343","Ford",4,0,"NotTire"
"1344","Ford",4,1,"NotTire"
"1345","Ford",4,1,"NotTire"
"1346","Ford",4,2,"NotTire"
"1347","Ford",4,2,"NotTire"
"1348","Ford",4,3,"Tire"
"1349","Ford",4,3,"Tire"
"1350","Ford",4,3,"Tire"
"1351","Ford",4,3,"Tire"
"1352","Ford",4,1,"Tire"
"1353","Ford",4,1,"Tire"
"1354","Ford",4,6,"Tire"
"1355","Ford",4,4,"Tire"
"1356","Ford",4,1,"NotTire"
"1357","Ford",4,0,"NotTire"
"1358","Other",0,3,"NotTire"
"1359","Other",0,1,"NotTire"
"1360","Other",0,0,"NotTire"
"1361","Other",0,0,"NotTire"
"1362","Other",0,0,"NotTire"
"1363","Other",0,0,"NotTire"
"1364","Other",0,0,"NotTire"
"1365","Other",0,0,"NotTire"
"1366","Other",0,3,"NotTire"
"1367","Other",0,0,"NotTire"
"1368","Other",0,0,"NotTire"
"1369","Ford",0,0,"NotTire"
"1370","Ford",0,1,"NotTire"
"1371","Ford",0,0,"NotTire"
"1372","Other",1,2,"NotTire"
"1373","Other",1,1,"NotTire"
"1374","Other",1,0,"NotTire"
"1375","Other",1,0,"NotTire"
"1376","Other",1,0,"NotTire"
"1377","Other",1,1,"NotTire"
"1378","Other",1,0,"NotTire"
"1379","Other",1,0,"NotTire"
"1380","Other",1,2,"NotTire"
"1381","Other",1,0,"NotTire"
"1382","Other",1,0,"NotTire"
"1383","Other",1,0,"NotTire"
"1384","Other",1,1,"NotTire"
"1385","Other",1,1,"NotTire"
"1386","Other",1,0,"NotTire"
"1387","Other",1,0,"NotTire"
"1388","Other",1,0,"NotTire"
"1389","Other",1,0,"NotTire"
"1390","Other",1,0,"NotTire"
"1391","Other",1,0,"NotTire"
"1392","Other",1,1,"NotTire"
"1393","Other",1,0,"NotTire"
"1394","Other",1,0,"NotTire"
"1395","Other",1,1,"NotTire"
"1396","Other",1,1,"NotTire"
"1397","Other",1,3,"NotTire"
"1398","Other",1,0,"NotTire"
"1399","Other",1,0,"NotTire"
"1400","Other",1,3,"NotTire"
"1401","Other",1,2,"NotTire"
"1402","Other",1,0,"NotTire"
"1403","Other",1,0,"NotTire"
"1404","Other",1,3,"NotTire"
"1405","Other",1,1,"NotTire"
"1406","Other",1,1,"NotTire"
"1407","Other",1,2,"NotTire"
"1408","Other",1,3,"NotTire"
"1409","Other",1,0,"NotTire"
"1410","Other",1,1,"NotTire"
"1411","Other",1,0,"NotTire"
"1412","Other",1,3,"NotTire"
"1413","Other",1,0,"NotTire"
"1414","Other",1,2,"NotTire"
"1415","Other",1,0,"NotTire"
"1416","Other",1,0,"NotTire"
"1417","Other",1,0,"NotTire"
"1418","Other",1,0,"NotTire"
"1419","Other",1,4,"NotTire"
"1420","Other",1,0,"NotTire"
"1421","Other",1,0,"NotTire"
"1422","Other",1,0,"NotTire"
"1423","Other",1,1,"NotTire"
"1424","Other",1,1,"NotTire"
"1425","Other",1,3,"NotTire"
"1426","Other",1,0,"NotTire"
"1427","Other",1,2,"NotTire"
"1428","Other",1,1,"NotTire"
"1429","Other",1,1,"NotTire"
"1430","Other",1,0,"NotTire"
"1431","Other",1,4,"NotTire"
"1432","Other",1,1,"NotTire"
"1433","Other",1,0,"NotTire"
"1434","Other",1,0,"NotTire"
"1435","Other",1,2,"NotTire"
"1436","Other",1,1,"NotTire"
"1437","Other",1,0,"NotTire"
"1438","Other",1,3,"NotTire"
"1439","Other",1,0,"NotTire"
"1440","Other",1,1,"NotTire"
"1441","Other",1,0,"NotTire"
"1442","Other",1,4,"NotTire"
"1443","Other",1,0,"NotTire"
"1444","Other",1,0,"NotTire"
"1445","Other",1,4,"NotTire"
"1446","Other",1,4,"NotTire"
"1447","Other",1,0,"NotTire"
"1448","Other",1,0,"NotTire"
"1449","Other",1,0,"NotTire"
"1450","Other",1,4,"NotTire"
"1451","Other",1,0,"NotTire"
"1452","Other",1,3,"NotTire"
"1453","Other",1,3,"NotTire"
"1454","Other",1,0,"NotTire"
"1455","Other",1,1,"NotTire"
"1456","Other",1,0,"NotTire"
"1457","Other",1,4,"NotTire"
"1458","Other",1,3,"NotTire"
"1459","Other",1,0,"NotTire"
"1460","Other",1,0,"NotTire"
"1461","Other",1,3,"NotTire"
"1462","Other",1,6,"NotTire"
"1463","Other",1,4,"NotTire"
"1464","Other",1,0,"NotTire"
"1465","Other",1,0,"NotTire"
"1466","Other",1,3,"NotTire"
"1467","Other",1,1,"NotTire"
"1468","Other",1,0,"NotTire"
"1469","Other",1,0,"NotTire"
"1470","Other",1,0,"NotTire"
"1471","Other",1,3,"NotTire"
"1472","Other",1,3,"NotTire"
"1473","Other",1,1,"NotTire"
"1474","Other",1,0,"NotTire"
"1475","Other",1,1,"NotTire"
"1476","Ford",1,0,"NotTire"
"1477","Ford",1,1,"NotTire"
"1478","Ford",1,0,"NotTire"
"1479","Ford",1,2,"NotTire"
"1480","Ford",1,0,"NotTire"
"1481","Ford",1,1,"NotTire"
"1482","Ford",1,0,"NotTire"
"1483","Ford",1,0,"NotTire"
"1484","Ford",1,2,"NotTire"
"1485","Ford",1,0,"NotTire"
"1486","Ford",1,2,"NotTire"
"1487","Ford",1,1,"NotTire"
"1488","Ford",1,0,"NotTire"
"1489","Ford",1,2,"NotTire"
"1490","Ford",1,0,"NotTire"
"1491","Ford",1,2,"NotTire"
"1492","Ford",1,0,"NotTire"
"1493","Ford",1,1,"NotTire"
"1494","Ford",1,1,"NotTire"
"1495","Ford",1,1,"NotTire"
"1496","Ford",1,0,"NotTire"
"1497","Ford",1,0,"NotTire"
"1498","Ford",1,1,"NotTire"
"1499","Ford",1,0,"NotTire"
"1500","Ford",1,1,"NotTire"
"1501","Ford",1,2,"NotTire"
"1502","Ford",1,3,"NotTire"
"1503","Ford",1,0,"NotTire"
"1504","Other",2,0,"NotTire"
"1505","Other",2,1,"NotTire"
"1506","Other",2,0,"NotTire"
"1507","Other",2,1,"NotTire"
"1508","Other",2,0,"NotTire"
"1509","Other",2,0,"NotTire"
"1510","Other",2,0,"NotTire"
"1511","Other",2,1,"NotTire"
"1512","Other",2,0,"NotTire"
"1513","Other",2,0,"NotTire"
"1514","Other",2,1,"NotTire"
"1515","Other",2,0,"NotTire"
"1516","Other",2,0,"NotTire"
"1517","Other",2,0,"NotTire"
"1518","Other",2,1,"NotTire"
"1519","Other",2,1,"NotTire"
"1520","Other",2,0,"NotTire"
"1521","Other",2,3,"NotTire"
"1522","Other",2,0,"NotTire"
"1523","Other",2,0,"NotTire"
"1524","Other",2,0,"NotTire"
"1525","Other",2,2,"NotTire"
"1526","Other",2,0,"NotTire"
"1527","Other",2,0,"NotTire"
"1528","Other",2,1,"NotTire"
"1529","Other",2,0,"NotTire"
"1530","Other",2,1,"NotTire"
"1531","Other",2,0,"NotTire"
"1532","Other",2,1,"NotTire"
"1533","Other",2,3,"NotTire"
"1534","Other",2,0,"NotTire"
"1535","Other",2,0,"NotTire"
"1536","Other",2,1,"NotTire"
"1537","Other",2,2,"NotTire"
"1538","Other",2,1,"NotTire"
"1539","Other",2,0,"NotTire"
"1540","Other",2,1,"NotTire"
"1541","Other",2,2,"NotTire"
"1542","Other",2,0,"NotTire"
"1543","Other",2,0,"NotTire"
"1544","Other",2,0,"NotTire"
"1545","Other",2,0,"NotTire"
"1546","Other",2,0,"NotTire"
"1547","Other",2,0,"NotTire"
"1548","Other",2,0,"NotTire"
"1549","Other",2,1,"NotTire"
"1550","Other",2,0,"NotTire"
"1551","Other",2,0,"NotTire"
"1552","Other",2,0,"NotTire"
"1553","Other",2,0,"NotTire"
"1554","Other",2,1,"NotTire"
"1555","Other",2,0,"NotTire"
"1556","Other",2,0,"NotTire"
"1557","Other",2,0,"NotTire"
"1558","Other",2,2,"NotTire"
"1559","Other",2,2,"NotTire"
"1560","Other",2,0,"NotTire"
"1561","Other",2,0,"NotTire"
"1562","Other",2,3,"NotTire"
"1563","Other",2,0,"NotTire"
"1564","Other",2,0,"NotTire"
"1565","Other",2,5,"NotTire"
"1566","Other",2,0,"NotTire"
"1567","Other",2,3,"NotTire"
"1568","Other",2,0,"NotTire"
"1569","Other",2,0,"NotTire"
"1570","Other",2,0,"NotTire"
"1571","Other",2,0,"NotTire"
"1572","Other",2,0,"NotTire"
"1573","Other",2,0,"NotTire"
"1574","Other",2,0,"NotTire"
"1575","Other",2,0,"NotTire"
"1576","Other",2,2,"NotTire"
"1577","Other",2,0,"NotTire"
"1578","Other",2,0,"NotTire"
"1579","Other",2,2,"NotTire"
"1580","Other",2,5,"NotTire"
"1581","Other",2,0,"NotTire"
"1582","Other",2,1,"NotTire"
"1583","Other",2,1,"NotTire"
"1584","Other",2,0,"NotTire"
"1585","Other",2,0,"NotTire"
"1586","Other",2,3,"NotTire"
"1587","Other",2,2,"NotTire"
"1588","Other",2,1,"NotTire"
"1589","Other",2,0,"NotTire"
