"","Subject","Arith","Word","Parag","Math","AFQT","Income2005"
"685",1719,13,30,13,16,48.05,60000
"686",1720,12,26,7,7,25.265,45000
"687",1721,10,12,5,4,7.672,80000
"688",1725,7,16,8,5,7.182,25000
"689",1729,20,17,11,8,30.508,24000
"690",1730,24,35,12,15,66.596,52000
"691",1733,25,26,15,24,84.465,115000
"692",1735,21,32,13,11,63.611,3000
"693",1739,30,32,15,25,95.901,10000
"694",1740,12,31,14,12,49.857,19000
"695",1744,24,32,11,16,67.544,60000
"696",1746,29,33,14,25,96.851,116000
"697",1750,15,25,11,14,47.189,44000
"698",1751,7,15,5,5,4.888,35000
"699",1758,6,16,5,5,5.654,13000
"700",1763,19,30,13,21,69.733,22000
"701",1766,25,34,13,22,78.662,12000
"702",1768,14,27,11,11,36.71,8000
"703",1769,12,21,11,4,27.375,29515
"704",1775,14,21,9,11,35.079,34000
"705",1778,21,23,12,13,46.099,8000
"706",1779,13,21,6,13,28.861,74000
"707",1780,30,26,12,22,73.734,40000
"708",1781,23,29,12,9,39.081,100000
"709",1784,23,34,12,19,81.518,45000
"710",1785,12,11,5,7,9.875,29000
"711",1786,14,17,10,13,37.054,46800
"712",1787,15,22,11,15,47.805,52000
"713",1788,24,27,12,15,77.653,56856
"714",1790,20,34,14,11,71.533,34000
"715",1792,26,32,13,20,87.518,15000
"716",1795,17,30,12,11,40.415,108888
"717",1797,16,31,11,12,56.703,3040
"718",1798,21,31,14,22,85.903,27100
"719",1802,26,28,11,20,77.562,27915
"720",1803,20,32,12,21,70.548,36000
"721",1804,29,34,14,20,91.449,12000
"722",1808,28,33,14,22,89.408,125000
"723",1810,17,25,12,9,53.687,155867
"724",1819,26,29,14,18,79.036,29000
"725",1820,11,27,1,4,13.65,8000
"726",1824,8,10,5,7,6.023,19000
"727",1826,17,32,13,11,62.879,45000
"728",1831,7,23,10,7,24.374,64000
"729",1835,18,20,11,6,30.175,40000
"730",1836,18,24,9,16,51.237,50000
"731",1837,14,17,9,6,17.492,32000
"732",1838,6,15,11,7,13.046,17000
"733",1839,12,11,3,4,6.12,18000
"734",1841,29,34,15,20,92.678,85000
"735",1844,26,35,15,17,87.281,188404
"736",1846,26,32,14,23,73.252,192896
"737",1847,20,32,14,19,74.288,68000
"738",1848,14,26,9,6,29.189,46000
"739",1858,19,32,14,20,75.798,68000
"740",1860,17,22,9,11,40.414,29000
"741",1862,16,21,10,12,31.547,900
"742",1863,20,31,15,10,61.428,20000
"743",1865,7,31,13,5,27.567,28000
"744",1866,21,22,12,11,42.755,25000
"745",1867,26,33,14,21,89.968,52000
"746",1868,12,28,12,11,35.098,26500
"747",1869,15,25,6,4,26.004,14000
"748",1872,10,21,11,6,18.192,35000
"749",1873,10,20,5,5,16.817,22000
"750",1875,30,33,13,25,90.923,130000
"751",1878,15,27,12,9,29.321,8000
"752",1880,29,33,13,24,88.272,30000
"753",1881,16,26,7,16,42.474,40000
"754",1884,11,28,12,6,42.428,12500
"755",1885,17,32,13,17,65.232,35000
"756",1887,7,12,4,9,9.128,11000
"757",1889,16,28,11,10,42.279,35675
"758",1890,7,13,9,4,13.298,18000
"759",1891,23,25,12,10,46.449,26800
"760",1895,24,34,14,20,84.709,83000
"761",1896,25,34,13,22,85.085,28000
"762",1899,14,21,10,9,24.004,32000
"763",1902,18,26,11,7,48.953,40574
"764",1904,27,30,15,23,86.141,26000
"765",1905,18,23,11,19,58.233,45000
"766",1906,29,34,14,25,97.146,25000
"767",1910,23,31,9,16,55.765,55000
"768",1912,12,30,10,16,49.375,25000
"769",1913,15,24,8,9,41.544,14103
"770",1914,26,35,15,20,95.324,48000
"771",1916,21,32,9,18,66.692,74481
"772",1917,20,9,9,10,27.775,48000
"773",1918,24,28,13,19,74.519,68000
"774",1920,23,25,7,17,57.75,2000
"775",1924,14,23,10,14,39.286,65000
"776",1925,25,29,13,16,66.523,44000
"777",1926,12,25,14,6,31.904,16000
"778",1927,17,22,14,12,53.586,21455
"779",1929,30,35,14,23,95.734,81000
"780",1930,30,31,14,23,95.174,45000
"781",1944,28,27,15,18,82.351,86000
"782",1947,15,26,11,10,41.857,16000
"783",1950,15,34,11,19,63.15,22000
"784",1951,16,27,11,12,45.219,42000
"785",1952,16,25,9,10,46.049,85000
"786",1953,26,32,13,20,87.413,24000
"787",1954,24,35,14,19,87.743,4000
"788",1955,26,35,11,21,79.36,60000
"789",1957,13,14,4,6,10.797,47000
"790",1958,21,34,14,16,79.33,45000
"791",1959,10,24,11,9,29.263,36000
"792",1961,22,29,11,13,48.541,100000
"793",1962,8,16,9,7,10.28,25000
"794",1963,22,30,12,19,63.4,67000
"795",1964,14,27,12,9,29.838,30000
"796",1965,16,26,13,15,52.187,25000
"797",1966,24,33,14,22,85.623,42000
"798",1967,18,25,14,10,61.486,40000
"799",1971,16,28,7,17,51.182,65000
"800",1975,16,31,15,18,80.742,41000
"801",1976,14,28,15,13,64.089,36000
"802",1977,15,27,5,11,37.901,50000
"803",1978,10,19,8,10,29.377,48000
"804",1985,10,29,14,14,59.974,25000
"805",1986,20,28,13,15,69.903,23000
"806",1988,12,20,8,5,15.656,46000
"807",1990,26,32,12,22,63.26,26000
"808",1992,10,16,9,9,24.185,68000
"809",1994,24,31,15,21,75.484,28000
"810",1995,19,23,9,7,33.083,3000
"811",1996,19,33,12,16,53.612,32000
"812",1998,21,29,11,11,59.463,9724
"813",1999,19,32,11,20,67.772,46000
"814",2002,15,25,12,6,35.088,12000
"815",2003,6,14,6,9,13.023,8000
"816",2005,24,33,12,22,84.088,78000
"817",2007,25,30,14,22,92.051,143000
"818",2010,21,34,14,19,75.4,12000
"819",2011,19,30,14,14,70.191,25000
"820",2012,15,31,10,14,39.888,32000
"821",2013,28,33,14,19,86.555,9200
"822",2014,25,29,11,21,54.184,27000
"823",2018,22,27,14,16,72.231,27640
"824",2020,8,20,9,8,23.806,26000
"825",2024,29,33,14,23,89.508,65000
"826",2027,30,33,15,23,93.336,9000
"827",2029,26,35,15,23,93.935,135000
"828",2030,22,32,14,20,77.209,5500
"829",2031,7,4,4,5,2.044,36000
"830",2032,11,16,8,8,22.171,32000
"831",2033,25,26,13,11,66.318,157117
"832",2034,21,29,13,10,56.852,52000
"833",2035,16,32,14,16,78.055,25000
"834",2037,22,34,15,17,91.541,2700
"835",2038,28,31,15,25,97.36,162919
"836",2040,24,32,15,13,85.929,14969
"837",2041,19,31,13,13,72.82,20000
"838",2042,24,34,14,24,91.215,6000
"839",2045,13,21,10,15,56.026,30000
"840",2046,10,16,5,6,27.156,24000
"841",2047,19,34,14,14,73.594,55000
"842",2049,29,29,13,24,88.874,33000
"843",2051,9,16,4,3,6.945,20000
"844",2055,29,31,14,11,68.805,30000
"845",2056,19,33,10,14,57.501,135000
"846",2057,11,25,10,7,31.002,9000
"847",2061,29,30,14,19,88.199,50000
"848",2062,17,20,11,10,39.555,110000
"849",2066,10,19,11,7,27.605,29000
"850",2067,24,20,11,13,43.433,60000
"851",2068,18,26,12,18,55.547,35000
"852",2070,9,19,2,8,13.237,60000
"853",2071,24,30,14,19,88.381,1000
"854",2072,30,26,14,22,89.269,4000
"855",2073,26,33,14,21,85.923,22000
"856",2074,20,32,13,22,77.334,58000
"857",2075,28,31,12,19,59.435,66000
"858",2076,19,28,10,8,30.985,39144
"859",2079,11,30,13,7,38.187,28000
"860",2080,26,30,12,17,59.98,17000
"861",2081,24,29,10,14,51.661,46000
"862",2083,29,35,15,19,94.93,26000
"863",2086,18,24,12,14,39.837,27000
"864",2087,20,29,10,14,48.513,40000
"865",2088,23,27,11,21,56.782,30000
"866",2089,9,19,8,8,20.616,40000
"867",2090,12,15,5,9,22.22,37000
"868",2093,21,33,14,15,69.551,48000
"869",2094,5,15,5,8,7.262,29000
"870",2096,18,21,8,13,32.475,92000
"871",2097,23,17,8,11,34.695,71000
"872",2099,15,21,11,6,35.591,62000
"873",2100,30,35,13,24,89.871,52000
"874",2101,29,32,13,22,81.726,90000
"875",2102,10,29,14,9,41.532,24000
"876",2104,24,33,12,18,68.95,34500
"877",2106,24,25,10,15,37.24,52000
"878",2107,28,28,12,24,73.284,5100
"879",2113,30,33,15,23,96.423,100000
"880",2119,25,28,14,18,60.326,9000
"881",2120,12,29,12,10,51.624,4000
"882",2122,13,13,5,3,9.545,26000
"883",2123,17,28,13,16,60.172,33600
"884",2124,20,29,14,19,84.248,115000
"885",2126,24,29,13,16,72.964,42000
"886",2132,23,22,12,12,55.993,104000
"887",2133,24,24,11,14,48.488,39400
"888",2134,10,10,7,5,9.566,10000
"889",2135,13,19,2,9,18.212,70000
"890",2136,18,29,14,14,55.103,34500
"891",2138,16,33,12,18,71.84,36000
"892",2140,17,21,8,11,40.889,55000
"893",2144,27,35,15,21,94.079,57000
"894",2145,17,30,15,13,61.172,50000
"895",2146,17,33,13,9,55.691,14000
"896",2147,28,32,13,21,77.202,34000
"897",2148,12,35,13,11,63.751,16557
"898",2152,20,25,13,11,46.721,28000
"899",2153,17,24,10,13,37.209,12000
"900",2156,15,20,14,10,53.265,40500
"901",2157,10,31,13,8,37.901,24000
"902",2158,20,34,14,13,63.872,3600
"903",2159,17,34,14,13,66.343,70000
"904",2163,12,29,10,12,28.73,60000
"905",2164,13,30,14,12,64.628,69000
"906",2165,9,27,12,7,26.635,12000
"907",2167,14,21,11,13,31.225,48000
"908",2168,26,34,14,20,88.021,57600
"909",2169,19,30,14,16,68.018,57000
"910",2172,18,22,11,7,35.637,63000
"911",2173,19,33,11,14,61.735,52000
"912",2178,20,29,14,11,72.005,44000
"913",2180,18,23,13,11,45.257,40000
"914",2182,23,32,14,11,75.725,65000
"915",2187,15,28,8,13,36.06,90000
"916",2188,13,19,7,3,17.457,36000
"917",2190,10,24,12,5,22.95,18000
"918",2194,12,15,7,2,13.425,30000
"919",2196,15,32,13,6,42.225,5280
"920",2200,28,32,14,24,96.691,65000
"921",2201,13,28,13,10,36.411,32000
"922",2202,25,30,12,24,81.08,35000
"923",2203,17,24,6,9,26.932,22500
"924",2204,24,30,12,13,61.699,26074
"925",2205,22,24,9,19,53.188,52000
"926",2207,24,31,12,11,70.593,30000
"927",2208,15,20,10,4,23.7,25000
"928",2209,11,19,6,8,18.385,36000
"929",2214,11,23,12,8,34.895,11000
"930",2216,25,24,12,10,49.406,43000
"931",2218,22,28,11,9,63.184,70000
"932",2220,29,35,15,24,97.867,82000
"933",2222,30,34,14,24,92.442,46000
"934",2223,16,26,12,9,39.914,55000
"935",2224,11,16,7,6,17.081,5000
"936",2225,9,18,7,9,16.597,56000
"937",2227,16,19,9,15,36.775,28263
"938",2229,19,29,14,12,64.933,33000
"939",2230,23,31,13,22,88.797,40000
"940",2237,27,32,15,22,92.195,64000
"941",2243,24,32,12,19,68.307,30000
"942",2247,27,26,14,14,68.218,58000
"943",2250,7,11,3,9,9.393,20000
"944",2251,8,12,6,7,6.124,7225
"945",2254,5,16,3,6,5.171,30000
"946",2255,14,13,6,7,16.2,45000
"947",2261,12,7,5,3,7.878,32000
"948",2264,15,21,13,12,42.749,13000
"949",2265,10,22,7,8,20.49,15000
"950",2266,7,16,1,7,5.007,15000
"951",2270,11,15,9,9,21.855,15000
"952",2271,8,17,12,6,18.606,13000
"953",2278,30,30,12,25,77.514,49000
"954",2284,28,33,15,25,95.913,50000
"955",2285,25,33,14,17,72.013,55000
"956",2286,26,31,14,22,96.655,26000
"957",2291,30,31,14,25,95.949,60200
"958",2299,30,35,14,24,97.706,47000
"959",2301,25,32,14,24,86.817,71500
"960",2302,30,32,11,24,80.788,112000
"961",2304,17,29,13,6,38.541,50000
"962",2313,15,32,12,10,49.802,25000
"963",2314,25,30,11,21,61.328,50000
"964",2316,7,19,7,11,24.702,30000
"965",2318,22,34,12,11,61.993,43000
"966",2322,20,28,15,12,63.353,46000
"967",2323,17,17,10,12,39.111,100000
"968",2324,20,30,13,17,65.301,102000
"969",2326,7,28,8,9,28.79,44000
"970",2327,11,33,13,16,65.774,26000
"971",2328,20,35,14,20,86.148,31000
"972",2329,21,33,15,12,69.687,40000
"973",2332,25,35,12,15,71.851,26524
"974",2333,17,28,14,14,53.448,85000
"975",2334,16,25,8,7,29.171,37500
"976",2337,25,31,13,15,74.637,35650
"977",2339,30,35,15,22,98.849,235236
"978",2341,29,27,14,19,78.245,68000
"979",2344,5,22,7,5,9.97,44000
"980",2348,7,11,3,6,2.093,14560
"981",2360,13,23,13,13,43.07,18500
"982",2361,10,7,4,4,3.283,99000
"983",2372,24,34,15,20,93.923,65000
"984",2375,14,32,13,10,55.494,80000
"985",2376,24,27,12,17,71.019,60000
"986",2380,27,29,14,13,73.886,22000
"987",2382,15,22,15,6,44.078,40000
"988",2383,21,19,10,13,45.054,8500
"989",2385,26,29,10,22,65.8,62000
"990",2386,28,20,12,21,57.65,68000
"991",2394,25,34,15,7,75.648,60000
"992",2396,11,12,3,7,6.227,13986
"993",2398,9,21,11,9,24.581,32000
"994",2400,23,33,14,19,83.187,24024
"995",2401,18,27,8,8,26.892,48000
"996",2403,12,7,8,1,9.333,18000
"997",2404,18,27,11,13,34.726,28800
"998",2410,14,21,13,9,41.414,13000
"999",2412,14,14,10,12,35.114,15000
"1000",2413,5,28,9,8,14.248,40000
"1001",2415,28,32,13,22,87.508,55000
"1002",2417,19,21,9,6,23.088,42500
"1003",2418,16,25,13,6,34.796,35000
"1004",2419,14,11,7,9,24.569,55000
"1005",2420,15,23,4,12,32.849,7500
"1006",2425,6,11,5,8,7.627,35000
"1007",2426,14,16,12,10,32.946,8200
"1008",2427,21,21,8,12,47.464,75000
"1009",2434,23,33,13,10,62.347,20000
"1010",2435,28,33,13,20,89.248,35000
"1011",2436,18,18,13,11,44.875,78000
"1012",2437,24,27,15,21,79.569,125000
"1013",2438,26,34,13,23,88.511,90000
"1014",2439,27,28,12,15,68.273,32000
"1015",2442,19,31,12,13,45.63,79000
"1016",2443,21,25,13,8,56.491,36000
"1017",2444,13,28,13,13,55.573,50000
"1018",2447,16,33,11,14,48.144,37770
"1019",2450,18,24,12,9,39.399,14750
"1020",2451,27,27,12,17,57.518,23100
"1021",2452,11,30,12,9,41.091,30000
"1022",2459,16,22,6,8,26.828,4560
"1023",2460,19,29,9,11,38.338,10875
"1024",2461,13,25,15,16,62.172,61000
"1025",2462,10,24,12,11,32.803,18420
"1026",2464,29,35,13,18,84.734,185950
"1027",2466,13,14,7,8,19.489,22000
"1028",2470,21,27,13,16,67.455,46500
"1029",2471,5,14,9,14,38.305,20000
"1030",2473,24,33,15,22,97.301,42000
"1031",2474,30,33,13,21,84.254,10574
"1032",2475,21,28,13,18,74.784,56000
"1033",2477,13,31,14,18,75.661,33000
"1034",2478,18,26,12,12,37.129,20376
"1035",2479,18,29,13,18,69.48,25000
"1036",2483,8,28,7,10,21.622,29000
"1037",2485,15,24,4,6,25.739,18000
"1038",2489,25,27,11,23,57.85,30000
"1039",2494,30,28,14,22,79.94,72000
"1040",2523,27,35,14,21,90.558,48000
"1041",2526,22,22,12,15,58.333,80000
"1042",2527,9,16,5,3,9.203,60000
"1043",2528,8,10,8,9,13.091,6000
"1044",2529,14,16,9,9,28.439,5000
"1045",2530,7,17,11,4,18.716,27000
"1046",2535,15,22,10,8,24.83,41000
"1047",2537,19,25,6,15,35.987,13100
"1048",2539,13,22,10,11,29.224,38000
"1049",2540,12,23,9,10,30.17,25000
"1050",2541,27,35,15,25,98.399,70000
"1051",2542,18,31,13,10,62.877,12800
"1052",2544,16,26,11,12,38.63,98000
"1053",2545,26,28,14,19,75.455,103000
"1054",2547,13,25,10,8,42.818,52000
"1055",2549,28,35,13,25,92.726,38000
"1056",2550,26,27,12,22,65.344,36660
"1057",2551,30,34,15,25,99.523,39500
"1058",2552,26,33,13,18,86.171,33500
"1059",2553,24,30,13,18,72.096,39800
"1060",2556,24,29,13,18,70.61,19000
"1061",2557,27,31,15,22,93.207,96000
"1062",2558,18,33,12,23,74.219,61000
"1063",2559,18,33,13,11,71.891,49000
"1064",2564,18,28,9,12,30.568,16000
"1065",2565,30,33,15,24,97.161,44000
"1066",2566,20,34,15,10,74.666,32000
"1067",2568,29,32,13,24,76.751,25000
"1068",2569,28,32,14,22,88.401,24000
"1069",2570,27,32,11,18,75.897,15300
"1070",2572,24,26,12,20,66.774,70500
"1071",2574,15,28,11,9,37.594,32000
"1072",2578,8,21,7,3,7.222,22000
"1073",2579,26,35,15,23,98.327,26350
"1074",2582,16,8,5,12,20.223,34000
"1075",2584,9,8,6,8,10.007,44000
"1076",2585,16,30,12,13,51.366,56000
"1077",2587,9,10,4,6,6.212,25500
"1078",2588,27,35,15,25,97.318,70000
"1079",2589,28,31,14,25,94.663,125000
"1080",2590,23,34,14,22,87.121,60000
"1081",2591,20,28,11,22,66.724,34000
"1082",2592,12,29,11,10,43.541,22800
"1083",2594,17,28,9,10,34.866,62000
"1084",2602,22,28,12,13,73.986,37000
"1085",2603,23,28,15,21,86.396,41000
"1086",2606,25,31,13,23,78.782,51000
"1087",2607,29,33,15,19,90.608,35000
"1088",2610,30,32,13,18,81.963,25000
"1089",2613,29,31,14,16,75.03,40000
"1090",2614,17,16,9,7,23.741,50000
"1091",2615,17,33,12,19,76.118,17000
"1092",2616,26,32,12,15,56.648,95000
"1093",2620,22,30,14,18,67.777,59500
"1094",2622,22,34,14,20,93.856,33000
"1095",2626,21,32,12,17,63.94,38000
"1096",2628,26,34,12,20,77.623,8000
"1097",2629,20,29,13,11,58.878,39264
"1098",2630,23,29,13,17,74.682,70000
"1099",2633,30,33,15,25,99.581,92000
"1100",2636,22,23,12,20,58.714,40500
"1101",2637,30,34,14,21,91.219,48000
"1102",2642,30,31,14,21,94.6,68000
"1103",2646,18,34,15,15,74.779,90000
"1104",2647,18,28,10,19,47.616,220904
"1105",2649,28,34,15,25,98.587,37000
"1106",2650,20,29,13,14,57.532,15000
"1107",2651,9,29,11,10,44.873,3983
"1108",2652,13,22,10,10,53.648,31658
"1109",2653,7,10,5,6,4.107,20000
"1110",2654,7,23,5,9,17.893,20000
"1111",2655,7,14,6,5,7.355,5300
"1112",2658,10,10,4,5,4.014,8000
"1113",2659,10,6,6,9,13.369,2000
"1114",2661,8,22,1,4,7.37,18674
"1115",2665,10,23,9,7,21.392,24000
"1116",2666,6,10,4,5,1.722,13700
"1117",2669,10,16,8,2,8.169,5000
"1118",2670,10,21,12,10,30.126,23500
"1119",2672,9,21,10,7,13.722,11000
"1120",2675,12,9,8,7,16.569,17000
"1121",2676,7,11,4,5,2.64,27000
"1122",2677,11,28,10,7,30.421,22000
"1123",2679,14,32,12,8,50.68,3890
"1124",2682,10,14,0,2,5.464,12000
"1125",2683,6,13,4,5,1.949,30000
"1126",2684,27,34,12,20,78.514,40000
"1127",2685,30,34,12,24,87.232,58000
"1128",2688,21,33,13,21,74.478,32000
"1129",2689,15,21,12,10,38.206,30000
"1130",2690,13,20,11,10,34.223,28000
"1131",2694,20,31,13,13,57.714,25000
"1132",2695,23,22,12,21,63.262,80000
"1133",2696,16,20,10,14,47.892,46000
"1134",2698,7,9,3,6,2.09,6000
"1135",2699,8,11,6,7,7.961,8000
"1136",2701,13,22,9,12,25.652,88000
"1137",2702,25,30,14,23,73.187,91500
"1138",2703,18,27,11,20,56.056,125000
"1139",2705,7,8,5,3,1.93,14000
"1140",2706,8,15,6,15,22.776,36500
"1141",2707,6,12,6,9,12.32,24000
"1142",2708,12,17,5,7,13.404,25000
"1143",2709,15,20,9,11,34.134,16257
"1144",2710,7,14,5,6,6.748,26000
"1145",2711,20,25,8,8,31.136,30620
"1146",2714,29,32,14,24,90.519,45000
"1147",2716,9,12,6,7,10.747,35000
"1148",2723,5,28,11,12,34.081,62000
"1149",2724,29,31,11,19,79.723,167252
"1150",2725,27,35,13,22,92.116,26000
"1151",2727,15,28,13,18,67.905,30500
"1152",2728,20,28,14,11,59.815,50000
"1153",2729,22,30,14,8,52.886,7000
"1154",2730,14,23,6,7,19.73,10000
"1155",2732,19,22,13,12,55.89,33955
"1156",2736,24,21,12,18,62.998,27000
"1157",2744,14,28,12,11,37.729,4000
"1158",2745,28,28,11,13,52.01,28000
"1159",2746,16,21,10,11,31.161,30000
"1160",2747,10,17,8,8,13.768,9984
"1161",2748,8,14,3,9,8.081,25000
"1162",2760,17,24,11,10,51.839,26000
"1163",2765,13,28,10,12,46.116,72000
"1164",2767,5,13,9,5,8.889,33000
"1165",2770,20,23,13,22,62.129,57000
"1166",2771,14,25,9,8,30.365,10000
"1167",2772,9,17,6,7,16.598,21000
"1168",2773,13,24,8,15,31.63,34000
"1169",2774,26,34,12,22,68.644,60000
"1170",2775,23,32,13,16,76.999,19500
"1171",2780,7,9,3,7,10.37,32000
"1172",2781,20,30,13,11,56.208,18000
"1173",2797,7,12,3,7,4.598,50000
"1174",2800,29,35,14,24,98.512,35000
"1175",2803,11,24,8,4,18.985,58000
"1176",2804,8,18,11,14,32.049,52000
"1177",2809,27,31,13,24,86.026,15000
"1178",2810,15,25,13,13,49.671,8000
"1179",2811,10,23,6,8,24.308,25000
"1180",2813,29,30,15,23,86.52,75000
"1181",2815,19,19,13,13,53.908,35000
"1182",2816,8,22,5,8,13.683,82000
"1183",2823,22,33,12,14,62.369,50000
"1184",2829,8,12,4,5,4.517,32000
"1185",2830,22,30,14,9,72.247,19000
"1186",2832,14,28,10,10,47.307,48000
"1187",2838,30,34,13,23,95.237,69500
"1188",2839,28,32,10,25,73.761,71000
"1189",2840,24,32,14,24,95.131,88000
"1190",2841,29,35,14,23,96.898,50000
"1191",2842,24,35,14,16,87.04,94000
"1192",2845,30,35,14,25,100,70000
"1193",2847,29,34,15,24,99.445,48000
"1194",2848,28,34,15,24,97.137,19285
"1195",2851,30,35,13,23,96.763,357310
"1196",2852,14,29,9,12,33.73,33000
"1197",2856,23,33,11,11,56.854,16000
"1198",2858,25,31,13,22,84.767,56000
"1199",2861,30,35,14,25,97.983,124000
"1200",2863,6,25,10,18,41.306,40000
"1201",2864,16,25,12,8,32.795,22000
"1202",2866,20,31,11,9,57.774,120000
"1203",2867,14,20,9,10,27.951,10000
"1204",2868,26,22,13,18,56.211,74000
"1205",2870,30,27,13,20,74.671,126000
"1206",2871,23,20,11,17,56.887,80000
"1207",2877,27,35,14,17,84.187,45000
"1208",2894,25,34,15,23,94.588,166924
"1209",2895,14,27,13,14,81.941,194031
"1210",2896,29,33,13,24,85.579,162733
"1211",2899,14,27,13,16,62.044,30000
"1212",2900,30,33,15,24,98.481,500
"1213",2902,30,35,14,23,98.731,33000
"1214",2906,25,34,12,24,84.155,85000
"1215",2910,25,28,15,25,93.168,35000
"1216",2911,9,11,5,1,4.106,2000
"1217",2912,9,22,12,12,36.386,15000
"1218",2913,11,15,5,7,12.978,42000
"1219",2920,18,27,11,15,52.232,75000
"1220",2921,15,26,8,10,39.227,60000
"1221",2928,27,34,14,24,96.193,10088
"1222",2929,26,35,15,12,84.197,46000
"1223",2930,25,20,15,19,70.097,32000
"1224",2936,15,34,13,20,70.882,40000
"1225",2939,29,34,15,23,98.472,65000
"1226",2941,30,33,12,24,92.533,180621
"1227",2942,6,16,8,9,18.324,10372
"1228",2944,19,28,13,10,64.365,32000
"1229",2946,25,29,13,23,85.937,62000
"1230",2948,25,33,13,18,79.666,12500
"1231",2949,15,33,12,19,52.547,20000
"1232",2950,18,33,13,21,81.036,93000
"1233",2952,14,25,13,11,54.754,35000
"1234",2953,15,29,8,11,33.606,85000
"1235",2957,27,27,13,23,80.16,35000
"1236",2959,28,18,14,25,77.435,110000
"1237",2961,24,29,15,19,78.001,68000
"1238",2962,20,26,11,25,59.686,140000
"1239",2971,4,5,5,6,2.081,2100
"1240",2974,15,18,7,10,31.213,89000
"1241",2975,25,34,14,25,95.172,42000
"1242",2976,24,26,14,12,68.2,53000
"1243",2977,21,18,9,11,40.065,40000
"1244",2978,17,30,11,8,36.622,9000
"1245",2980,30,35,14,25,98.312,170
"1246",2981,18,23,10,19,53,18300
"1247",2984,30,33,15,24,96.417,359118
"1248",2985,30,28,14,21,90.461,100000
"1249",2988,24,34,13,18,78.044,100000
"1250",2990,20,27,14,20,74.992,5000
"1251",2991,18,28,11,17,60.487,45000
"1252",2994,21,34,12,11,64.927,97200
"1253",2995,10,28,13,9,28.057,24000
"1254",2996,24,35,11,18,68.855,60000
"1255",2997,25,31,11,18,56.956,74000
"1256",2998,18,33,12,22,65.906,42000
"1257",3016,27,31,14,22,79.756,85000
"1258",3019,16,30,14,12,63.843,85000
"1259",3020,11,28,11,12,47.078,10800
"1260",3023,15,26,10,10,35.837,30000
"1261",3024,12,18,5,17,27.309,85000
"1262",3025,29,34,15,22,94.201,1500
"1263",3030,7,15,4,9,9.639,28500
"1264",3033,24,34,13,20,75.947,150000
"1265",3035,20,29,12,22,71.321,30000
"1266",3036,30,34,14,13,84.533,52000
"1267",3037,24,32,13,17,72.993,72000
"1268",3039,27,31,12,14,71.201,65000
"1269",3041,28,35,15,18,92.464,12000
"1270",3046,11,11,10,7,13.119,30000
"1271",3047,16,24,11,10,35.153,7200
"1272",3050,5,19,5,4,3.838,60000
"1273",3051,17,22,12,9,42.04,17000
"1274",3054,11,31,10,6,29.399,15000
"1275",3055,11,20,4,8,18.999,30000
"1276",3057,7,26,13,4,19.496,18000
"1277",3058,16,29,10,13,49.827,77000
"1278",3062,28,34,13,25,82.256,282588
"1279",3065,7,17,7,7,10.181,25000
"1280",3077,16,18,11,2,16.973,70000
"1281",3079,24,32,11,16,55.687,30000
"1282",3081,16,31,11,16,63.437,37000
"1283",3082,15,25,10,11,58.906,25000
"1284",3084,29,31,14,23,89.903,183223
"1285",3085,24,33,13,23,87.496,25000
"1286",3089,30,34,13,25,93.403,13000
"1287",3090,24,30,12,20,73.371,31600
"1288",3091,16,22,8,9,39.958,41000
"1289",3094,8,23,11,6,14.147,2200
"1290",3095,14,27,14,8,42.733,18000
"1291",3100,11,30,11,7,27.065,50000
"1292",3107,17,25,11,17,65.348,22000
"1293",3109,28,35,15,24,98.588,58000
"1294",3111,29,28,15,15,80.097,43000
"1295",3112,18,26,10,12,44.232,105000
"1296",3113,18,23,11,13,40.008,40000
"1297",3117,17,33,13,13,64.261,87000
"1298",3118,10,22,11,9,35.994,28000
"1299",3120,9,25,13,5,34.968,1200
"1300",3127,12,15,9,7,16.094,22000
"1301",3134,8,29,8,10,21.288,6000
"1302",3137,28,31,14,22,85.855,120000
"1303",3138,14,26,13,12,37.729,50000
"1304",3140,15,31,13,13,52.478,73000
"1305",3141,29,35,14,18,94.082,80000
"1306",3142,29,35,15,24,100,106000
"1307",3143,20,23,11,20,50.223,53000
"1308",3145,25,32,13,22,80.71,5000
"1309",3146,15,34,14,17,74.184,62000
"1310",3150,29,35,12,24,85.289,138000
"1311",3151,10,25,11,13,39.186,47000
"1312",3153,22,28,15,21,79.758,151083
"1313",3154,29,35,13,22,87.711,10000
"1314",3157,12,27,10,19,56.562,60000
"1315",3159,24,32,12,13,69.35,40000
"1316",3161,9,23,13,15,49.448,30000
"1317",3163,12,28,13,8,35.413,34000
"1318",3168,29,34,14,25,90.399,115000
"1319",3170,30,35,15,23,98.699,268323
"1320",3171,30,35,14,24,96.789,152840
"1321",3173,29,35,14,24,96.915,125000
"1322",3177,9,14,8,9,15.835,55000
"1323",3192,8,33,12,6,31.785,28000
"1324",3194,11,25,9,10,25.518,40000
"1325",3195,28,26,12,21,59.617,48000
"1326",3196,22,29,11,23,66.428,72000
"1327",3197,10,29,13,10,43.955,31500
"1328",3198,18,32,13,19,69.661,53600
"1329",3199,14,17,6,7,16.749,29500
"1330",3201,27,33,13,23,88.518,32000
"1331",3205,16,34,13,23,83.732,90000
"1332",3208,28,32,15,23,92.189,135000
"1333",3215,20,34,14,9,68.957,40000
