"","Gene","GeneName","pValue"
"4802",4802,"AT1G66520",0.768338213
"4803",4803,"AT1G67340",0.756441928
"4804",4804,"AT1G68238",0.431844392
"4805",4805,"AT1G69210",0.397951378
"4806",4806,"AT1G71060",0.016882107
"4807",4807,"AT1G71430",0.007284237
"4808",4808,"AT1G78810",0.174449151
"4809",4809,"AT2G04260",0.046934458
"4810",4810,"AT2G07706",0.180869609
"4811",4811,"AT2G13580",0.055775655
"4812",4812,"AT2G17370",0.132702803
"4813",4813,"AT2G18196",0.085096181
"4814",4814,"AT2G18500",0.182241985
"4815",4815,"AT2G19350",0.237193448
"4816",4816,"AT2G28560",0.694712723
"4817",4817,"AT2G28590",0.303289701
"4818",4818,"AT2G30505",0.622556751
"4819",4819,"AT2G30910",0.303289701
"4820",4820,"AT2G33500",0.101519775
"4821",4821,"AT2G33735",0.016160491
"4822",4822,"AT2G37330",0.11370572
"4823",4823,"AT2G41550",0.53875746
"4824",4824,"AT2G44750",0.455097213
"4825",4825,"AT3G04360",0.380624554
"4826",4826,"AT3G04420",0.685117569
"4827",4827,"AT3G05890",0.879263242
"4828",4828,"AT3G08980",0.416442393
"4829",4829,"AT3G11600",0.999999865
"4830",4830,"AT3G12750",0.205248568
"4831",4831,"AT3G21400",0.034186746
"4832",4832,"AT3G21480",0.722586578
"4833",4833,"AT3G25573",0.698064687
"4834",4834,"AT3G25620",0.694740045
"4835",4835,"AT3G26110",0.04687607
"4836",4836,"AT3G27170",0.519673307
"4837",4837,"AT3G28740",0.617914993
"4838",4838,"AT3G44096",0.43188343
"4839",4839,"AT3G50780",0.694736387
"4840",4840,"AT3G51530",0.526793975
"4841",4841,"AT3G53010",0.624000309
"4842",4842,"AT3G56440",0.272913786
"4843",4843,"AT3G57140",0.034186746
"4844",4844,"AT3G57680",0.22996872
"4845",4845,"AT3G58900",0.694751714
"4846",4846,"AT3G63060",0.176283658
"4847",4847,"AT4G00190",0.444245276
"4848",4848,"AT4G00870",0.126843268
"4849",4849,"AT4G02660",0.195992803
"4850",4850,"AT4G04520",0.046945475
"4851",4851,"AT4G06593",0.613489211
"4852",4852,"AT4G08078",0.616948674
"4853",4853,"AT4G09520",0.040694024
"4854",4854,"AT4G10507",0.001140848
"4855",4855,"AT4G11080",0.23548291
"4856",4856,"AT4G15070",0.016475666
"4857",4857,"AT4G15230",0.271306825
"4858",4858,"AT4G18770",0.536212913
"4859",4859,"AT4G21500",0.285741766
"4860",4860,"AT4G23800",0.177032588
"4861",4861,"AT4G26890",0.259480043
"4862",4862,"AT4G27595",0.327321784
"4863",4863,"AT4G30560",0.173640795
"4864",4864,"AT4G32450",0.311233382
"4865",4865,"AT4G34790",0.237225764
"4866",4866,"AT4G35905",0.595450029
"4867",4867,"AT4G39570",0.89366862
"4868",4868,"AT5G01050",0.224161486
"4869",4869,"AT5G03100",0.071805773
"4870",4870,"AT5G04347",0.431796622
"4871",4871,"AT5G07730",0.127673378
"4872",4872,"AT5G09350",0.452411783
"4873",4873,"AT5G14380",0.830266844
"4874",4874,"AT5G15110",0.380598295
"4875",4875,"AT5G18245",0.147245182
"4876",4876,"AT5G19260",0.497892331
"4877",4877,"AT5G19800",0.252289085
"4878",4878,"AT5G20970",0.785559525
"4879",4879,"AT5G23530",0.343511501
"4880",4880,"AT5G26673",0.016441123
"4881",4881,"AT5G28490",0.617914993
"4882",4882,"AT5G31989",2.12354e-07
"4883",4883,"AT5G35520",0.442381677
"4884",4884,"AT5G37670",0.800408709
"4885",4885,"AT5G38590",0.449986842
"4886",4886,"AT5G41315",0.237472021
"4887",4887,"AT5G43822",0.047168629
"4888",4888,"AT5G45020",0.583545644
"4889",4889,"AT5G45275",0.301016173
"4890",4890,"AT5G45760",0.694753912
"4891",4891,"AT5G46510",0.431860532
"4892",4892,"AT5G49990",0.431857773
"4893",4893,"AT5G51350",0.024781628
"4894",4894,"AT5G51560",0.059262528
"4895",4895,"AT5G55170",0.19115611
"4896",4896,"AT5G56747",0.06666006
"4897",4897,"AT5G58550",0.694743117
"4898",4898,"AT5G59980",0.511666838
"4899",4899,"AT5G62820",0.165509593
"4900",4900,"AT5G64890",0.109231009
"4901",4901,"AT5G65400",0.46419945
"4902",4902,"AT5G65740",0.018845499
"4903",4903,"AT1G03360",0.012942009
"4904",4904,"AT1G05160",0.612323799
"4905",4905,"AT1G05690",0.250214737
"4906",4906,"AT1G11300",0.755859587
"4907",4907,"AT1G15310",0.26256999
"4908",4908,"AT1G18030",0.563301803
"4909",4909,"AT1G26210",0.148523168
"4910",4910,"AT1G27410",0.423558186
"4911",4911,"AT1G28620",0.002554908
"4912",4912,"AT1G31460",0.577689618
"4913",4913,"AT1G33415",0.909756662
"4914",4914,"AT1G33440",0.087192519
"4915",4915,"AT1G44120",0.708595022
"4916",4916,"AT1G49070",1.62363e-05
"4917",4917,"AT1G51120",0.693891399
"4918",4918,"AT1G53540",0.004026947
"4919",4919,"AT1G53600",0.738186587
"4920",4920,"AT1G53790",0.714990155
"4921",4921,"AT1G58470",0.160555776
"4922",4922,"AT1G61065",0.095991887
"4923",4923,"AT1G61820",0.292971374
"4924",4924,"AT1G63250",0.334532263
"4925",4925,"AT1G66700",0.082908822
"4926",4926,"AT1G75290",0.623162325
"4927",4927,"AT1G78260",0.037595451
"4928",4928,"AT1G79630",0.175460989
"4929",4929,"AT1G80900",0.451513365
"4930",4930,"AT2G03720",0.090474898
"4931",4931,"AT2G04420",0.413601131
"4932",4932,"AT2G11770",0.235912067
"4933",4933,"AT2G16018",0.470246012
"4934",4934,"AT2G16190",0.563347584
"4935",4935,"AT2G17650",0.891872898
"4936",4936,"AT2G17975",0.563304583
"4937",4937,"AT2G19280",0.45859072
"4938",4938,"AT2G20770",0.289695329
"4939",4939,"AT2G21010",0.853379501
"4940",4940,"AT2G21050",0.717685447
"4941",4941,"AT2G21195",0.175454415
"4942",4942,"AT2G21350",0.847383669
"4943",4943,"AT2G23180",0.135106708
"4944",4944,"AT2G23670",0.334315582
"4945",4945,"AT2G29050",0.708595022
"4946",4946,"AT2G30660",0.000121111
"4947",4947,"AT2G35140",0.33432616
"4948",4948,"AT2G42480",0.370291104
"4949",4949,"AT2G46290",0.308506753
"4950",4950,"AT3G03680",0.241983963
"4951",4951,"AT3G04450",0.015740317
"4952",4952,"AT3G06020",0.321331884
"4953",4953,"AT3G07190",0.205994299
"4954",4954,"AT3G08820",0.873910882
"4955",4955,"AT3G09790",0.675319196
"4956",4956,"AT3G10310",0.846405914
"4957",4957,"AT3G10440",0.615224811
"4958",4958,"AT3G13674",0.47969569
"4959",4959,"AT3G20010",0.033182039
"4960",4960,"AT3G20640",0.262859334
"4961",4961,"AT3G22121",0.381392816
"4962",4962,"AT3G25010",0.688940612
"4963",4963,"AT3G25030",0.022693763
"4964",4964,"AT3G27580",0.221403144
"4965",4965,"AT3G42640",0.344072059
"4966",4966,"AT3G44245",0.847357354
"4967",4967,"AT3G47460",0.046839983
"4968",4968,"AT3G48550",0.4668776
"4969",4969,"AT3G48640",0.067797909
"4970",4970,"AT3G52550",0.847357354
"4971",4971,"AT3G56640",0.762220696
"4972",4972,"AT3G59320",0.32468623
"4973",4973,"AT3G60150",0.528063742
"4974",4974,"AT3G62000",0.609976879
"4975",4975,"AT3G62080",0.423558186
"4976",4976,"AT3G63300",0.232950728
"4977",4977,"AT3G63450",0.33453177
"4978",4978,"AT4G03140",0.596908899
"4979",4979,"AT4G05631",3.97848e-08
"4980",4980,"AT4G07516",0.675319196
"4981",4981,"AT4G17800",0.766308828
"4982",4982,"AT4G17915",0.208660936
"4983",4983,"AT4G18501",0.951082152
"4984",4984,"AT4G26180",0.741561383
"4985",4985,"AT4G39360",0.845994003
"4986",4986,"AT5G07780",0.098667081
"4987",4987,"AT5G09990",0.002429597
"4988",4988,"AT5G15030",0.942034605
"4989",4989,"AT5G15802",0.847379856
"4990",4990,"AT5G18670",0.375985868
"4991",4991,"AT5G22820",0.572753111
"4992",4992,"AT5G25910",0.010821642
"4993",4993,"AT5G28232",0.846888953
"4994",4994,"AT5G30276",0.211139022
"4995",4995,"AT5G43140",0.921258893
"4996",4996,"AT5G44830",0.191972182
"4997",4997,"AT5G47340",0.031695553
"4998",4998,"AT5G50360",0.050902791
"4999",4999,"AT5G51050",0.17546071
"5000",5000,"AT5G51370",0.003988931
"5001",5001,"AT5G52250",0.00296934
"5002",5002,"AT5G59580",0.233379562
"5003",5003,"AT5G59680",0.010493458
"5004",5004,"AT5G62100",0.250579093
"5005",5005,"AT5G62730",0.504855106
"5006",5006,"AT5G66290",0.69492333
"5007",5007,"AT1G01660",0.024084423
"5008",5008,"AT1G05210",1
"5009",5009,"AT1G05370",0.734519058
"5010",5010,"AT1G06180",0.337891583
"5011",5011,"AT1G08840",0.062819358
"5012",5012,"AT1G11080",0.127820172
"5013",5013,"AT1G20380",0.347261952
"5014",5014,"AT1G21650",0.448911101
"5015",5015,"AT1G23100",0.854476116
"5016",5016,"AT1G27170",0.082617319
"5017",5017,"AT1G32370",0.705346982
"5018",5018,"AT1G36440",0.884862757
"5019",5019,"AT1G37030",0.060895682
"5020",5020,"AT1G52618",0.700975015
"5021",5021,"AT1G52855",0.661053527
"5022",5022,"AT1G54160",0.705349242
"5023",5023,"AT1G54650",0.047566524
"5024",5024,"AT1G61170",0.055974111
"5025",5025,"AT1G62800",0.328442253
"5026",5026,"AT1G64760",0.431806251
"5027",5027,"AT1G64940",0.143339588
"5028",5028,"AT1G65585",0.001825654
"5029",5029,"AT1G73590",0.823460601
"5030",5030,"AT1G73830",0.705367341
"5031",5031,"AT1G73850",0.83294762
"5032",5032,"AT1G74780",0.451247722
"5033",5033,"AT1G77960",0.169181507
"5034",5034,"AT1G78530",0.525591149
"5035",5035,"AT2G01760",0.203126035
"5036",5036,"AT2G01905",0.006803968
"5037",5037,"AT2G03410",0.705334142
"5038",5038,"AT2G06440",0.899779529
"5039",5039,"AT2G15250",0.449275875
"5040",5040,"AT2G18115",0.491704756
"5041",5041,"AT2G22690",0.799042772
"5042",5042,"AT2G26520",0.764812522
"5043",5043,"AT2G30080",0.705340367
"5044",5044,"AT2G31180",0.881208932
"5045",5045,"AT2G32030",0.144997344
"5046",5046,"AT2G32960",0.4156065
"5047",5047,"AT2G33670",8.86873e-06
"5048",5048,"AT2G34230",0.427070016
"5049",5049,"AT2G35730",0.65243975
"5050",5050,"AT2G37090",0.788478419
"5051",5051,"AT2G38304",0.254892717
"5052",5052,"AT2G38460",0.075317551
"5053",5053,"AT2G44995",0.156498278
"5054",5054,"AT2G46410",0.799927626
"5055",5055,"AT2G47270",0.006799943
"5056",5056,"AT3G01200",0.128382547
"5057",5057,"AT3G01410",0.131140766
"5058",5058,"AT3G04750",0.007488834
"5059",5059,"AT3G05690",0.318240332
"5060",5060,"AT3G12770",0.793134521
"5061",5061,"AT3G14890",0.405716448
"5062",5062,"AT3G17080",0.124337346
"5063",5063,"AT3G17626",0.145444453
"5064",5064,"AT3G23020",0.27981431
"5065",5065,"AT3G23730",0.70533854
"5066",5066,"AT3G26940",0.448864104
"5067",5067,"AT3G27940",0.07012334
"5068",5068,"AT3G46370",0.006240911
"5069",5069,"AT3G51750",0.11365604
"5070",5070,"AT3G52490",0.184475178
"5071",5071,"AT3G53600",0.196794027
"5072",5072,"AT3G56320",0.817824001
"5073",5073,"AT3G59010",0.009008883
"5074",5074,"AT4G13920",0.060574791
"5075",5075,"AT4G14660",0.55300868
"5076",5076,"AT4G17440",0.065399247
"5077",5077,"AT4G27460",0.448662347
"5078",5078,"AT4G28020",0.705349388
"5079",5079,"AT4G28703",0.146438448
"5080",5080,"AT4G29340",0.905589613
"5081",5081,"AT4G30230",0.157461147
"5082",5082,"AT4G34840",0.138030237
"5083",5083,"AT4G35640",0.19683456
"5084",5084,"AT4G36910",0.719280602
"5085",5085,"AT4G37110",0.790519232
"5086",5086,"AT4G37390",0.145560011
"5087",5087,"AT5G02910",0.527474018
"5088",5088,"AT5G03110",0.004294324
"5089",5089,"AT5G03780",0.344552803
"5090",5090,"AT5G05830",0.133113857
"5091",5091,"AT5G08640",0.999940356
"5092",5092,"AT5G13470",1
"5093",5093,"AT5G14770",0.255002938
"5094",5094,"AT5G15240",0.850648874
"5095",5095,"AT5G15710",0.999999918
"5096",5096,"AT5G15920",0.764272646
"5097",5097,"AT5G16190",0.171518952
"5098",5098,"AT5G16870",0.70534841
"5099",5099,"AT5G17330",0.003255191
"5100",5100,"AT5G18700",0.773833727
"5101",5101,"AT5G19740",3.77516e-10
"5102",5102,"AT5G25410",0.448601472
"5103",5103,"AT5G31807",0.999982782
"5104",5104,"AT5G35450",0.314117108
"5105",5105,"AT5G39840",0.745625976
"5106",5106,"AT5G43730",0.035987886
"5107",5107,"AT5G49960",0.152625611
"5108",5108,"AT5G56590",0.999978913
"5109",5109,"AT5G58003",0.385827085
"5110",5110,"AT5G58990",0.451665461
"5111",5111,"AT5G61540",0.109576152
"5112",5112,"AT5G67160",0.261806602
"5113",5113,"AT1G02570",0.749637838
"5114",5114,"AT1G05785",0.248766788
"5115",5115,"AT1G09290",0.694352244
"5116",5116,"AT1G09420",0.036379707
"5117",5117,"AT1G10040",0.922018722
"5118",5118,"AT1G13650",0.039233629
"5119",5119,"AT1G16750",0.140616691
"5120",5120,"AT1G17600",0.243590834
"5121",5121,"AT1G20540",0.894370043
"5122",5122,"AT1G20550",0.540518826
"5123",5123,"AT1G31010",0.303550747
"5124",5124,"AT1G31335",0.852677468
"5125",5125,"AT1G43770",0.887781536
"5126",5126,"AT1G45120",0.172873033
"5127",5127,"AT1G52520",0.185035232
"5128",5128,"AT1G53345",0.028652697
"5129",5129,"AT1G53633",0.66124948
"5130",5130,"AT1G58225",0.399093303
"5131",5131,"AT1G65920",0.446468156
"5132",5132,"AT1G66810",0.852629958
"5133",5133,"AT1G67105",0.35189837
"5134",5134,"AT1G68640",0.191134388
"5135",5135,"AT1G69680",0.271254515
"5136",5136,"AT1G70650",0.091954793
"5137",5137,"AT1G72840",0.64149882
"5138",5138,"AT1G73280",0.038562259
"5139",5139,"AT1G73790",0.495289351
"5140",5140,"AT1G76340",0.361145696
"5141",5141,"AT1G77660",0.357903254
"5142",5142,"AT1G78540",0.522859188
"5143",5143,"AT2G01300",0.356367954
"5144",5144,"AT2G01750",0.001903933
"5145",5145,"AT2G03910",0.478352735
"5146",5146,"AT2G14900",0.551386723
"5147",5147,"AT2G18570",0.382267206
"5148",5148,"AT2G21180",0.217469174
"5149",5149,"AT2G21560",0.680363979
"5150",5150,"AT2G27120",0.038562259
"5151",5151,"AT2G32650",0.12204424
"5152",5152,"AT2G36305",0.577133477
"5153",5153,"AT2G37610",0.60547438
"5154",5154,"AT2G44383",0.82164746
"5155",5155,"AT2G45760",0.351958867
"5156",5156,"AT2G45970",0.091962712
"5157",5157,"AT2G46192",0.191447139
"5158",5158,"AT2G46790",0.152047762
"5159",5159,"AT3G02990",0.221514358
"5160",5160,"AT3G03310",0.040055348
"5161",5161,"AT3G08990",0.09390114
"5162",5162,"AT3G10820",0.577119338
"5163",5163,"AT3G14750",0.117200678
"5164",5164,"AT3G16010",0.577145126
"5165",5165,"AT3G17890",0.351968908
"5166",5166,"AT3G21720",0.955540853
"5167",5167,"AT3G24240",0.577080576
"5168",5168,"AT3G27190",0.035271092
"5169",5169,"AT3G42445",0.943552228
"5170",5170,"AT3G47580",0.200401713
"5171",5171,"AT3G52170",0.043720883
"5172",5172,"AT3G52900",0.338151652
"5173",5173,"AT3G53380",0.198234259
"5174",5174,"AT3G56270",0.555726609
"5175",5175,"AT3G56810",0.24912393
"5176",5176,"AT3G58520",0.290942295
"5177",5177,"AT3G61370",0.87539344
"5178",5178,"AT3G62050",0.677470891
"5179",5179,"AT4G00120",0.038562259
"5180",5180,"AT4G01990",0.796608522
"5181",5181,"AT4G03250",0.449471309
"5182",5182,"AT4G03790",0.19876306
"5183",5183,"AT4G05612",3.87543e-05
"5184",5184,"AT4G07820",0.092076676
"5185",5185,"AT4G08160",0.270606457
"5186",5186,"AT4G08410",0.613588668
"5187",5187,"AT4G11470",0.014027786
"5188",5188,"AT4G12050",0.515654124
"5189",5189,"AT4G21745",0.253612634
"5190",5190,"AT4G27652",0.192885792
"5191",5191,"AT4G30610",0.028722961
"5192",5192,"AT4G32710",0.048005911
"5193",5193,"AT4G34320",0.185229628
"5194",5194,"AT4G37380",0.14175269
"5195",5195,"AT4G39470",0.277053982
"5196",5196,"AT5G02780",0.0932986
"5197",5197,"AT5G06810",0.099547079
"5198",5198,"AT5G07800",0.569943205
"5199",5199,"AT5G09270",0.492787173
"5200",5200,"AT5G10310",0.806057452
"5201",5201,"AT5G14690",0.838466976
"5202",5202,"AT5G18290",0.954046266
"5203",5203,"AT5G21080",0.781122257
"5204",5204,"AT5G22545",0.00433153
"5205",5205,"AT5G22560",0.284791792
"5206",5206,"AT5G22680",0.577140766
"5207",5207,"AT5G24380",0.714433634
"5208",5208,"AT5G37290",0.207810308
"5209",5209,"AT5G38890",0.596163528
"5210",5210,"AT5G39890",0.312391647
"5211",5211,"AT5G40270",0.109302136
"5212",5212,"AT5G41060",0.84145339
"5213",5213,"AT5G41270",0.701455807
"5214",5214,"AT5G41610",0.123201299
"5215",5215,"AT5G43020",0.914328645
"5216",5216,"AT5G47445",0.004499033
"5217",5217,"AT5G48175",0.013985309
"5218",5218,"AT5G48720",0.358372937
"5219",5219,"AT5G50760",0.048005911
"5220",5220,"AT5G51080",0.214549784
"5221",5221,"AT5G56520",0.590703812
"5222",5222,"AT5G59490",0.047170358
"5223",5223,"AT1G02290",0.765162191
"5224",5224,"AT1G07170",0.650242481
"5225",5225,"AT1G08340",0.296885382
"5226",5226,"AT1G08590",0.859790105
"5227",5227,"AT1G12380",0.310681668
"5228",5228,"AT1G17270",0.266517197
"5229",5229,"AT1G18340",0.747495672
"5230",5230,"AT1G24200",0.271641178
"5231",5231,"AT1G29090",0.511345838
"5232",5232,"AT1G29280",0.333621629
"5233",5233,"AT1G29550",0.318136383
"5234",5234,"AT1G35320",0.809754389
"5235",5235,"AT1G43790",0.714896261
"5236",5236,"AT1G49620",0.000294273
"5237",5237,"AT1G53887",0.582826414
"5238",5238,"AT1G55390",0.74768411
"5239",5239,"AT1G66510",0.013133706
"5240",5240,"AT1G67220",0.141636293
"5241",5241,"AT1G67770",0.141704437
"5242",5242,"AT1G68940",0.2776142
"5243",5243,"AT1G69950",0.036522306
"5244",5244,"AT1G75335",0.740376565
"5245",5245,"AT1G77650",2.17837e-05
"5246",5246,"AT1G78550",0.19805618
"5247",5247,"AT2G01918",0.515736413
"5248",5248,"AT2G02310",0.346210004
"5249",5249,"AT2G02910",0.712285561
"5250",5250,"AT2G05530",0.715838623
"5251",5251,"AT2G06165",0.009150282
"5252",5252,"AT2G06200",0.533250519
"5253",5253,"AT2G07775",0.04537408
"5254",5254,"AT2G11140",0.715176388
"5255",5255,"AT2G14620",0.339546828
"5256",5256,"AT2G17620",0.141707689
"5257",5257,"AT2G20650",0.132818044
"5258",5258,"AT2G22370",0.065281062
"5259",5259,"AT2G25580",0.999999822
"5260",5260,"AT2G26490",0.917692006
"5261",5261,"AT2G27740",0.772131933
"5262",5262,"AT2G28090",0.464495693
"5263",5263,"AT2G28160",0.18437384
"5264",5264,"AT2G28260",0.144379868
"5265",5265,"AT2G30090",0.714873134
"5266",5266,"AT2G32220",0.141714754
"5267",5267,"AT2G35030",0.072365661
"5268",5268,"AT2G35760",0.821897542
"5269",5269,"AT2G37640",0.464561367
"5270",5270,"AT2G39681",0.339546828
"5271",5271,"AT2G40130",0.003545864
"5272",5272,"AT2G40435",0.816047544
"5273",5273,"AT2G40935",0.034369583
"5274",5274,"AT2G41820",0.409788039
"5275",5275,"AT2G42240",0.999999835
"5276",5276,"AT2G43260",0.041270581
"5277",5277,"AT2G46000",0.795031744
"5278",5278,"AT3G02160",0.53297542
"5279",5279,"AT3G06570",0.597085432
"5280",5280,"AT3G06880",0.194981609
"5281",5281,"AT3G13782",0.714897802
"5282",5282,"AT3G15351",0.144133347
"5283",5283,"AT3G17690",0.378365364
"5284",5284,"AT3G21520",0.005825273
"5285",5285,"AT3G29156",0.495982183
"5286",5286,"AT3G30733",0.21511564
"5287",5287,"AT3G31367",0.899565513
"5288",5288,"AT3G45590",0.142990406
"5289",5289,"AT3G48830",0.234115735
"5290",5290,"AT3G52905",0.999999933
"5291",5291,"AT3G52940",0.793604362
"5292",5292,"AT3G53350",0.114641841
"5293",5293,"AT3G55160",0.119048996
"5294",5294,"AT3G57040",0.009396372
"5295",5295,"AT3G57720",0.652065997
"5296",5296,"AT3G58800",0.587954104
"5297",5297,"AT3G60310",0.051920612
"5298",5298,"AT3G61185",0.102991152
"5299",5299,"AT3G62470",0.03080284
"5300",5300,"AT4G02910",0.271580282
"5301",5301,"AT4G11310",0.239580131
"5302",5302,"AT4G13070",0.999999905
"5303",5303,"AT4G19550",0.714900696
"5304",5304,"AT4G20740",0.214151137
"5305",5305,"AT4G22710",0.734015521
"5306",5306,"AT4G25710",0.271703943
"5307",5307,"AT4G27435",0.535038801
"5308",5308,"AT4G32890",0.186840583
"5309",5309,"AT4G33420",0.121544831
"5310",5310,"AT4G37480",0.316207172
"5311",5311,"AT5G02190",0.77693904
"5312",5312,"AT5G05020",0.002714042
"5313",5313,"AT5G05990",0.10993651
"5314",5314,"AT5G07130",0.590138413
"5315",5315,"AT5G11140",0.093514958
"5316",5316,"AT5G12030",0.013813489
"5317",5317,"AT5G15790",0.074479817
"5318",5318,"AT5G17300",0.76752243
"5319",5319,"AT5G19210",0.403188757
"5320",5320,"AT5G19840",0.46454146
"5321",5321,"AT5G41590",0.413431457
"5322",5322,"AT5G42110",0.058160413
"5323",5323,"AT5G44582",0.714068326
"5324",5324,"AT5G44930",0.197590828
"5325",5325,"AT5G48990",0.032475076
"5326",5326,"AT5G54530",0.24555669
"5327",5327,"AT5G55020",0.235710295
"5328",5328,"AT5G55760",0.197049531
"5329",5329,"AT5G55810",0.271710641
"5330",5330,"AT5G57010",0.009059303
"5331",5331,"AT5G59010",0.709568867
"5332",5332,"AT5G59900",0.139508833
"5333",5333,"AT5G60190",0.058255236
"5334",5334,"AT5G63480",0.090392628
"5335",5335,"AT5G64010",0.296374778
"5336",5336,"AT5G65640",0.007698251
"5337",5337,"AT5G66180",0.999970178
"5338",5338,"AT5G66840",0.530676384
"5339",5339,"AT5G67170",0.714899689
"5340",5340,"AT1G03770",0.506498585
"5341",5341,"AT1G04930",0.275584858
"5342",5342,"AT1G09710",0.66826599
"5343",5343,"AT1G10030",0.370000306
"5344",5344,"AT1G11175",0.379918841
"5345",5345,"AT1G11320",0.001418862
"5346",5346,"AT1G14480",0.004029299
"5347",5347,"AT1G16650",0.857450655
"5348",5348,"AT1G17610",0.632891625
"5349",5349,"AT1G19980",0.589727069
"5350",5350,"AT1G28660",0.589713307
"5351",5351,"AT1G32730",0.650873717
"5352",5352,"AT1G47480",0.187808266
"5353",5353,"AT1G55280",0.43016877
"5354",5354,"AT1G58280",0.368121457
"5355",5355,"AT1G61980",0.167149428
"5356",5356,"AT1G62730",0.78427952
"5357",5357,"AT1G63820",0.561546384
"5358",5358,"AT1G68450",0.206641745
"5359",5359,"AT1G70170",0.206666487
"5360",5360,"AT1G70518",0.772615263
"5361",5361,"AT1G73310",0.435341202
"5362",5362,"AT1G73607",0.593470858
"5363",5363,"AT1G75160",0.634029415
"5364",5364,"AT1G77620",0.368115063
"5365",5365,"AT1G79260",0.589729286
"5366",5366,"AT2G01640",0.336308489
"5367",5367,"AT2G02170",0.74608846
"5368",5368,"AT2G02955",0.574054177
"5369",5369,"AT2G12250",0.103504124
"5370",5370,"AT2G17920",0.211799571
"5371",5371,"AT2G18400",0.611559308
"5372",5372,"AT2G22790",0.032831726
"5373",5373,"AT2G22920",0.962684028
"5374",5374,"AT2G23860",0.194551865
"5375",5375,"AT2G29110",0.00392821
"5376",5376,"AT2G29950",0.616529507
"5377",5377,"AT2G32020",0.857437098
"5378",5378,"AT2G32487",0.017712715
"5379",5379,"AT2G33790",0.017712715
"5380",5380,"AT2G34200",0.368119131
"5381",5381,"AT2G36840",0.518922429
"5382",5382,"AT2G39220",0.028240075
"5383",5383,"AT2G40250",0.5897307
"5384",5384,"AT2G41905",0.372726681
"5385",5385,"AT2G42840",0.429389388
"5386",5386,"AT2G42920",0.066071155
"5387",5387,"AT2G43280",0.68274883
"5388",5388,"AT2G45750",0.260194238
"5389",5389,"AT2G46610",0.56935854
"5390",5390,"AT2G47630",0.200338111
"5391",5391,"AT3G04020",0.113243584
"5392",5392,"AT3G04980",0.639661527
"5393",5393,"AT3G06210",0.294316295
"5394",5394,"AT3G06360",0.592737531
"5395",5395,"AT3G08040",0.857556354
"5396",5396,"AT3G10660",0.247628533
"5397",5397,"AT3G13440",0.475567
"5398",5398,"AT3G15950",0.180260801
"5399",5399,"AT3G20898",0.318556026
"5400",5400,"AT3G23890",0.404015327
"5401",5401,"AT3G25655",1.21973e-05
"5402",5402,"AT3G30720",0.206708327
"5403",5403,"AT3G44042",0.877602924
"5404",5404,"AT3G48210",0.455391184
"5405",5405,"AT3G50410",0.251429111
"5406",5406,"AT3G51710",0.747645488
"5407",5407,"AT3G58070",2.96472e-12
"5408",5408,"AT3G59100",0.589720097
"5409",5409,"AT3G61350",0.144592328
"5410",5410,"AT4G02210",0.022175629
"5411",5411,"AT4G12330",0.356339457
"5412",5412,"AT4G20140",0.511283071
"5413",5413,"AT4G22745",0.461992216
"5414",5414,"AT4G23660",0.380629469
"5415",5415,"AT4G24050",0.138456236
"5416",5416,"AT4G28250",0.119705514
"5417",5417,"AT4G30000",0.378263758
"5418",5418,"AT4G31520",0.222438798
"5419",5419,"AT4G32810",0.634029415
"5420",5420,"AT4G33100",0.693936646
"5421",5421,"AT4G33450",1.21973e-05
"5422",5422,"AT4G33930",0.453844468
"5423",5423,"AT4G35070",0.270453716
"5424",5424,"AT4G36770",0.013722159
"5425",5425,"AT4G37730",0.451345175
"5426",5426,"AT4G38980",0.730376346
"5427",5427,"AT5G03800",0.107722009
"5428",5428,"AT5G10320",0.874875884
"5429",5429,"AT5G10800",0.040005708
"5430",5430,"AT5G14230",0.04753492
"5431",5431,"AT5G20110",0.040005708
"5432",5432,"AT5G22890",0.368070674
"5433",5433,"AT5G23955",0.663814427
"5434",5434,"AT5G24750",0.34619957
"5435",5435,"AT5G24990",0.494112294
"5436",5436,"AT5G25500",0.581874917
"5437",5437,"AT5G26670",0.933763444
"5438",5438,"AT5G35777",0.926209626
"5439",5439,"AT5G35995",0.862596008
"5440",5440,"AT5G37680",0.371558392
"5441",5441,"AT5G37950",0.169904777
"5442",5442,"AT5G41680",0.705555819
"5443",5443,"AT5G43650",1.21973e-05
"5444",5444,"AT5G47360",0.124789527
"5445",5445,"AT5G48280",0.424649599
"5446",5446,"AT5G48450",0.399560227
"5447",5447,"AT5G49690",0.935530391
"5448",5448,"AT5G50240",0.52495108
"5449",5449,"AT5G50565",0.911336188
"5450",5450,"AT5G51540",0.792456021
"5451",5451,"AT5G52545",0.674067068
"5452",5452,"AT5G52990",0.102941411
"5453",5453,"AT5G53090",0.033434738
"5454",5454,"AT5G53710",0.688125807
"5455",5455,"AT5G59570",0.195396403
"5456",5456,"AT5G63650",0.855620954
"5457",5457,"AT5G63830",0.004491405
"5458",5458,"AT1G08400",0.007665817
"5459",5459,"AT1G10586",0.103187045
"5460",5460,"AT1G15840",0.001048266
"5461",5461,"AT1G16300",0.019780284
"5462",5462,"AT1G20390",0.551143783
"5463",5463,"AT1G22880",0.021226246
"5464",5464,"AT1G23010",0.120344685
"5465",5465,"AT1G23460",0.486525405
"5466",5466,"AT1G23620",0.075772979
