"","Subject","Educ","Income2005"
"1268",5505,12,22050
"1269",5508,12,20000
"1270",5510,12,20000
"1271",5513,16,25000
"1272",5514,12,10000
"1273",5516,12,22500
"1274",5521,12,18560
"1275",5522,12,3000
"1276",5524,12,1300
"1277",5528,12,38000
"1278",5531,12,110000
"1279",5537,12,19000
"1280",5538,12,15000
"1281",5539,12,25000
"1282",5544,12,10056
"1283",5545,12,16000
"1284",5546,12,32000
"1285",5550,12,11000
"1286",5551,12,29000
"1287",5555,12,14000
"1288",5558,12,45000
"1289",5565,16,36000
"1290",5566,12,25000
"1291",5572,12,31000
"1292",5573,12,24000
"1293",5575,12,15785
"1294",5576,12,34000
"1295",5580,12,47000
"1296",5581,12,22000
"1297",5585,12,54000
"1298",5590,16,42000
"1299",5591,16,65000
"1300",5599,16,82000
"1301",5607,12,30000
"1302",5613,12,30000
"1303",5614,12,26000
"1304",5616,12,35000
"1305",5617,12,20000
"1306",5618,16,43000
"1307",5625,12,40000
"1308",5626,12,52000
"1309",5637,12,52000
"1310",5640,12,30000
"1311",5646,12,33000
"1312",5653,12,52000
"1313",5666,16,80000
"1314",5668,12,60000
"1315",5669,12,38000
"1316",5671,12,20000
"1317",5675,16,67500
"1318",5677,12,72000
"1319",5684,12,12000
"1320",5694,12,42000
"1321",5696,12,72000
"1322",5700,12,70000
"1323",5705,12,10900
"1324",5711,12,42000
"1325",5712,12,26280
"1326",5718,12,9000
"1327",11759,12,50000
"1328",11760,12,4000
"1329",11785,12,78000
"1330",11786,12,65000
"1331",11791,16,123000
"1332",11792,12,19000
"1333",11793,12,56000
"1334",11794,12,40000
"1335",11796,16,24000
"1336",11800,12,60000
"1337",11801,12,350
"1338",11807,12,80000
"1339",11809,16,39000
"1340",11811,12,8000
"1341",11813,12,30456
"1342",11820,16,50000
"1343",11822,12,57500
"1344",11830,12,2000
"1345",11835,16,14000
"1346",11839,12,45000
"1347",11846,12,54000
"1348",11848,16,24500
"1349",11849,12,50000
"1350",11854,16,87000
"1351",11858,12,24000
"1352",11860,12,40000
"1353",11864,12,24000
"1354",11865,12,42500
"1355",11867,16,28000
"1356",11868,16,102831
"1357",11870,16,11000
"1358",11875,12,57000
"1359",11878,12,22000
"1360",11879,12,13691
"1361",11880,12,15000
"1362",11881,16,15000
"1363",11883,12,44000
"1364",11884,12,2200
"1365",11887,12,24200
"1366",11891,12,10000
"1367",11894,16,30330
"1368",11898,16,58500
"1369",11905,16,60000
"1370",11909,12,16000
"1371",11917,12,35000
"1372",11920,16,338101
"1373",11925,12,58000
"1374",11926,12,45000
"1375",11934,12,90000
"1376",11935,12,24000
"1377",11936,16,125000
"1378",11939,12,15000
"1379",11940,12,14000
"1380",11942,12,39000
"1381",11947,12,90000
"1382",11949,12,26000
"1383",11950,12,2000
"1384",11955,16,42000
"1385",11958,12,75000
"1386",11973,12,60000
"1387",11981,12,31000
"1388",11993,12,40000
"1389",12000,12,33000
"1390",12006,16,17000
"1391",12008,12,60000
"1392",12014,16,85000
"1393",12016,16,150000
"1394",12018,12,52900
"1395",12019,12,58000
"1396",12022,12,63000
"1397",12031,12,40000
"1398",12032,12,24000
"1399",12034,16,161182
"1400",12039,12,22000
"1401",12041,12,46000
"1402",12042,12,3000
"1403",12043,12,628
"1404",12055,12,51000
"1405",12057,12,3000
"1406",12068,16,49000
"1407",12076,12,6000
"1408",12082,12,4000
"1409",12083,12,22000
"1410",12084,12,33793
"1411",12088,16,37000
"1412",12090,12,30000
"1413",12092,16,30000
"1414",12093,12,82000
"1415",12097,12,54000
"1416",12102,16,100000
"1417",12110,16,91000
"1418",12116,16,90000
"1419",12125,12,42000
"1420",12126,12,21000
"1421",12128,12,30000
"1422",12129,16,39500
"1423",12130,12,24000
"1424",12131,12,23000
"1425",12133,12,11560
"1426",12139,12,12600
