"","Subject","Gender","AFQT","Educ","Income2005"
"800",1975,"male",80.742,12,41000
"801",1976,"female",64.089,16,36000
"802",1977,"male",37.901,12,50000
"803",1978,"male",29.377,14,48000
"804",1985,"female",59.974,12,25000
"805",1986,"female",69.903,14,23000
"806",1988,"male",15.656,12,46000
"807",1990,"female",63.26,12,26000
"808",1992,"male",24.185,13,68000
"809",1994,"female",75.484,13,28000
"810",1995,"female",33.083,15,3000
"811",1996,"male",53.612,12,32000
"812",1998,"male",59.463,12,9724
"813",1999,"female",67.772,19,46000
"814",2002,"female",35.088,12,12000
"815",2003,"female",13.023,12,8000
"816",2005,"male",84.088,16,78000
"817",2007,"male",92.051,14,143000
"818",2010,"male",75.4,19,12000
"819",2011,"female",70.191,15,25000
"820",2012,"female",39.888,12,32000
"821",2013,"female",86.555,12,9200
"822",2014,"male",54.184,12,27000
"823",2018,"male",72.231,12,27640
"824",2020,"male",23.806,12,26000
"825",2024,"male",89.508,15,65000
"826",2027,"female",93.336,19,9000
"827",2029,"male",93.935,20,135000
"828",2030,"female",77.209,18,5500
"829",2031,"male",2.044,11,36000
"830",2032,"male",22.171,12,32000
"831",2033,"male",66.318,12,157117
"832",2034,"male",56.852,16,52000
"833",2035,"female",78.055,12,25000
"834",2037,"female",91.541,19,2700
"835",2038,"male",97.36,18,162919
"836",2040,"male",85.929,14,14969
"837",2041,"male",72.82,14,20000
"838",2042,"female",91.215,18,6000
"839",2045,"male",56.026,12,30000
"840",2046,"female",27.156,12,24000
"841",2047,"male",73.594,13,55000
"842",2049,"female",88.874,16,33000
"843",2051,"male",6.945,11,20000
"844",2055,"male",68.805,12,30000
"845",2056,"male",57.501,16,135000
"846",2057,"female",31.002,15,9000
"847",2061,"female",88.199,16,50000
"848",2062,"female",39.555,18,110000
"849",2066,"female",27.605,12,29000
"850",2067,"male",43.433,12,60000
"851",2068,"female",55.547,16,35000
"852",2070,"female",13.237,12,60000
"853",2071,"female",88.381,14,1000
"854",2072,"female",89.269,12,4000
"855",2073,"female",85.923,12,22000
"856",2074,"female",77.334,12,58000
"857",2075,"male",59.435,12,66000
"858",2076,"female",30.985,12,39144
"859",2079,"female",38.187,12,28000
"860",2080,"male",59.98,12,17000
"861",2081,"male",51.661,12,46000
"862",2083,"female",94.93,16,26000
"863",2086,"male",39.837,12,27000
"864",2087,"male",48.513,12,40000
"865",2088,"female",56.782,14,30000
"866",2089,"male",20.616,12,40000
"867",2090,"male",22.22,12,37000
"868",2093,"male",69.551,12,48000
"869",2094,"female",7.262,12,29000
"870",2096,"male",32.475,16,92000
"871",2097,"male",34.695,12,71000
"872",2099,"female",35.591,13,62000
"873",2100,"male",89.871,12,52000
"874",2101,"male",81.726,12,90000
"875",2102,"female",41.532,12,24000
"876",2104,"female",68.95,12,34500
"877",2106,"male",37.24,12,52000
"878",2107,"male",73.284,14,5100
"879",2113,"male",96.423,19,100000
"880",2119,"female",60.326,14,9000
"881",2120,"female",51.624,14,4000
"882",2122,"male",9.545,12,26000
"883",2123,"female",60.172,18,33600
"884",2124,"female",84.248,16,115000
"885",2126,"female",72.964,17,42000
"886",2132,"female",55.993,14,104000
"887",2133,"female",48.488,15,39400
"888",2134,"female",9.566,9,10000
"889",2135,"male",18.212,12,70000
"890",2136,"female",55.103,17,34500
"891",2138,"male",71.84,12,36000
"892",2140,"female",40.889,12,55000
"893",2144,"male",94.079,16,57000
"894",2145,"male",61.172,13,50000
"895",2146,"female",55.691,12,14000
"896",2147,"male",77.202,14,34000
"897",2148,"female",63.751,15,16557
"898",2152,"female",46.721,12,28000
"899",2153,"female",37.209,12,12000
"900",2156,"female",53.265,12,40500
"901",2157,"male",37.901,12,24000
"902",2158,"female",63.872,12,3600
"903",2159,"male",66.343,16,70000
"904",2163,"male",28.73,14,60000
"905",2164,"female",64.628,18,69000
"906",2165,"female",26.635,12,12000
"907",2167,"female",31.225,16,48000
"908",2168,"male",88.021,16,57600
"909",2169,"male",68.018,13,57000
"910",2172,"male",35.637,14,63000
"911",2173,"male",61.735,12,52000
"912",2178,"male",72.005,16,44000
"913",2180,"male",45.257,12,40000
"914",2182,"male",75.725,12,65000
"915",2187,"male",36.06,13,90000
"916",2188,"male",17.457,14,36000
"917",2190,"female",22.95,13,18000
"918",2194,"male",13.425,9,30000
"919",2196,"female",42.225,12,5280
"920",2200,"female",96.691,17,65000
"921",2201,"female",36.411,12,32000
"922",2202,"male",81.08,16,35000
"923",2203,"female",26.932,12,22500
"924",2204,"female",61.699,15,26074
"925",2205,"female",53.188,14,52000
"926",2207,"male",70.593,14,30000
"927",2208,"male",23.7,12,25000
"928",2209,"male",18.385,13,36000
"929",2214,"female",34.895,15,11000
"930",2216,"male",49.406,12,43000
"931",2218,"male",63.184,16,70000
"932",2220,"male",97.867,16,82000
"933",2222,"male",92.442,16,46000
"934",2223,"male",39.914,12,55000
"935",2224,"female",17.081,10,5000
"936",2225,"female",16.597,12,56000
"937",2227,"male",36.775,12,28263
"938",2229,"female",64.933,12,33000
"939",2230,"female",88.797,16,40000
"940",2237,"female",92.195,18,64000
"941",2243,"female",68.307,16,30000
"942",2247,"female",68.218,12,58000
"943",2250,"female",9.393,12,20000
"944",2251,"female",6.124,12,7225
"945",2254,"female",5.171,10,30000
"946",2255,"male",16.2,8,45000
"947",2261,"male",7.878,12,32000
"948",2264,"male",42.749,12,13000
"949",2265,"female",20.49,14,15000
"950",2266,"male",5.007,12,15000
"951",2270,"female",21.855,12,15000
"952",2271,"female",18.606,12,13000
"953",2278,"female",77.514,15,49000
"954",2284,"female",95.913,13,50000
"955",2285,"female",72.013,20,55000
"956",2286,"female",96.655,16,26000
"957",2291,"male",95.949,16,60200
"958",2299,"female",97.706,16,47000
"959",2301,"female",86.817,16,71500
"960",2302,"male",80.788,17,112000
"961",2304,"male",38.541,12,50000
"962",2313,"female",49.802,12,25000
"963",2314,"male",61.328,12,50000
"964",2316,"male",24.702,12,30000
"965",2318,"male",61.993,9,43000
"966",2322,"female",63.353,12,46000
"967",2323,"male",39.111,16,100000
"968",2324,"female",65.301,16,102000
"969",2326,"male",28.79,12,44000
"970",2327,"male",65.774,12,26000
"971",2328,"female",86.148,16,31000
"972",2329,"male",69.687,16,40000
"973",2332,"male",71.851,15,26524
"974",2333,"female",53.448,13,85000
"975",2334,"male",29.171,12,37500
"976",2337,"female",74.637,14,35650
"977",2339,"female",98.849,19,235236
"978",2341,"male",78.245,14,68000
"979",2344,"male",9.97,14,44000
"980",2348,"female",2.093,10,14560
"981",2360,"female",43.07,17,18500
"982",2361,"male",3.283,12,99000
"983",2372,"male",93.923,16,65000
"984",2375,"female",55.494,13,80000
"985",2376,"male",71.019,13,60000
"986",2380,"male",73.886,12,22000
"987",2382,"male",44.078,15,40000
"988",2383,"female",45.054,12,8500
"989",2385,"male",65.8,14,62000
"990",2386,"male",57.65,15,68000
"991",2394,"female",75.648,12,60000
"992",2396,"female",6.227,12,13986
"993",2398,"female",24.581,10,32000
"994",2400,"female",83.187,12,24024
"995",2401,"male",26.892,12,48000
"996",2403,"male",9.333,11,18000
"997",2404,"female",34.726,12,28800
"998",2410,"female",41.414,14,13000
"999",2412,"female",35.114,12,15000
"1000",2413,"male",14.248,12,40000
"1001",2415,"male",87.508,14,55000
"1002",2417,"male",23.088,13,42500
"1003",2418,"female",34.796,12,35000
"1004",2419,"male",24.569,10,55000
"1005",2420,"female",32.849,12,7500
"1006",2425,"male",7.627,12,35000
"1007",2426,"female",32.946,13,8200
"1008",2427,"male",47.464,12,75000
"1009",2434,"female",62.347,12,20000
"1010",2435,"female",89.248,12,35000
"1011",2436,"female",44.875,12,78000
"1012",2437,"female",79.569,14,125000
"1013",2438,"male",88.511,17,90000
"1014",2439,"male",68.273,12,32000
"1015",2442,"female",45.63,18,79000
"1016",2443,"male",56.491,14,36000
"1017",2444,"female",55.573,16,50000
"1018",2447,"female",48.144,13,37770
"1019",2450,"female",39.399,12,14750
"1020",2451,"male",57.518,12,23100
"1021",2452,"female",41.091,12,30000
"1022",2459,"female",26.828,12,4560
"1023",2460,"male",38.338,12,10875
"1024",2461,"female",62.172,17,61000
"1025",2462,"female",32.803,11,18420
"1026",2464,"male",84.734,13,185950
"1027",2466,"male",19.489,10,22000
"1028",2470,"male",67.455,12,46500
"1029",2471,"female",38.305,12,20000
"1030",2473,"female",97.301,12,42000
"1031",2474,"female",84.254,14,10574
"1032",2475,"male",74.784,12,56000
"1033",2477,"male",75.661,15,33000
"1034",2478,"female",37.129,12,20376
"1035",2479,"male",69.48,12,25000
"1036",2483,"female",21.622,12,29000
"1037",2485,"female",25.739,11,18000
"1038",2489,"male",57.85,13,30000
"1039",2494,"male",79.94,16,72000
"1040",2523,"female",90.558,14,48000
"1041",2526,"male",58.333,17,80000
"1042",2527,"male",9.203,12,60000
"1043",2528,"female",13.091,12,6000
"1044",2529,"female",28.439,12,5000
"1045",2530,"female",18.716,12,27000
"1046",2535,"male",24.83,12,41000
"1047",2537,"male",35.987,12,13100
"1048",2539,"male",29.224,12,38000
"1049",2540,"male",30.17,12,25000
"1050",2541,"male",98.399,12,70000
"1051",2542,"female",62.877,13,12800
"1052",2544,"female",38.63,16,98000
"1053",2545,"male",75.455,16,103000
"1054",2547,"male",42.818,12,52000
"1055",2549,"female",92.726,18,38000
"1056",2550,"male",65.344,16,36660
"1057",2551,"female",99.523,16,39500
"1058",2552,"female",86.171,16,33500
"1059",2553,"male",72.096,12,39800
"1060",2556,"female",70.61,12,19000
"1061",2557,"male",93.207,16,96000
"1062",2558,"female",74.219,19,61000
"1063",2559,"female",71.891,14,49000
"1064",2564,"female",30.568,12,16000
"1065",2565,"female",97.161,16,44000
"1066",2566,"female",74.666,14,32000
"1067",2568,"male",76.751,14,25000
"1068",2569,"female",88.401,18,24000
"1069",2570,"female",75.897,16,15300
"1070",2572,"male",66.774,16,70500
"1071",2574,"male",37.594,12,32000
"1072",2578,"male",7.222,12,22000
"1073",2579,"male",98.327,12,26350
"1074",2582,"male",20.223,12,34000
"1075",2584,"male",10.007,12,44000
"1076",2585,"female",51.366,13,56000
"1077",2587,"male",6.212,7,25500
"1078",2588,"female",97.318,18,70000
"1079",2589,"male",94.663,20,125000
"1080",2590,"female",87.121,16,60000
"1081",2591,"female",66.724,12,34000
"1082",2592,"female",43.541,12,22800
"1083",2594,"male",34.866,12,62000
"1084",2602,"male",73.986,13,37000
"1085",2603,"female",86.396,19,41000
"1086",2606,"female",78.782,16,51000
"1087",2607,"female",90.608,16,35000
"1088",2610,"male",81.963,12,25000
"1089",2613,"male",75.03,13,40000
"1090",2614,"male",23.741,12,50000
"1091",2615,"female",76.118,12,17000
"1092",2616,"male",56.648,14,95000
"1093",2620,"male",67.777,14,59500
"1094",2622,"female",93.856,20,33000
"1095",2626,"female",63.94,20,38000
"1096",2628,"female",77.623,18,8000
"1097",2629,"female",58.878,12,39264
"1098",2630,"male",74.682,17,70000
"1099",2633,"male",99.581,16,92000
"1100",2636,"female",58.714,18,40500
"1101",2637,"male",91.219,16,48000
"1102",2642,"male",94.6,18,68000
"1103",2646,"female",74.779,18,90000
"1104",2647,"male",47.616,14,220904
"1105",2649,"male",98.587,18,37000
"1106",2650,"male",57.532,12,15000
"1107",2651,"female",44.873,12,3983
"1108",2652,"female",53.648,12,31658
"1109",2653,"male",4.107,6,20000
"1110",2654,"female",17.893,12,20000
"1111",2655,"female",7.355,10,5300
"1112",2658,"male",4.014,12,8000
"1113",2659,"female",13.369,12,2000
"1114",2661,"male",7.37,9,18674
"1115",2665,"male",21.392,12,24000
"1116",2666,"male",1.722,9,13700
"1117",2669,"female",8.169,12,5000
"1118",2670,"female",30.126,12,23500
"1119",2672,"female",13.722,12,11000
"1120",2675,"female",16.569,7,17000
"1121",2676,"male",2.64,10,27000
"1122",2677,"female",30.421,13,22000
"1123",2679,"female",50.68,12,3890
"1124",2682,"male",5.464,12,12000
"1125",2683,"female",1.949,11,30000
"1126",2684,"male",78.514,20,40000
"1127",2685,"male",87.232,17,58000
"1128",2688,"male",74.478,14,32000
"1129",2689,"female",38.206,12,30000
"1130",2690,"female",34.223,12,28000
"1131",2694,"male",57.714,15,25000
"1132",2695,"female",63.262,20,80000
"1133",2696,"male",47.892,14,46000
"1134",2698,"female",2.09,6,6000
"1135",2699,"female",7.961,12,8000
"1136",2701,"female",25.652,16,88000
"1137",2702,"male",73.187,16,91500
"1138",2703,"male",56.056,16,125000
"1139",2705,"female",1.93,9,14000
"1140",2706,"female",22.776,12,36500
"1141",2707,"male",12.32,12,24000
"1142",2708,"male",13.404,12,25000
"1143",2709,"female",34.134,12,16257
"1144",2710,"female",6.748,12,26000
"1145",2711,"male",31.136,12,30620
"1146",2714,"male",90.519,16,45000
"1147",2716,"male",10.747,9,35000
"1148",2723,"female",34.081,16,62000
"1149",2724,"male",79.723,18,167252
"1150",2725,"male",92.116,14,26000
"1151",2727,"female",67.905,14,30500
"1152",2728,"male",59.815,10,50000
"1153",2729,"female",52.886,12,7000
"1154",2730,"female",19.73,16,10000
"1155",2732,"male",55.89,12,33955
"1156",2736,"female",62.998,14,27000
"1157",2744,"female",37.729,14,4000
"1158",2745,"male",52.01,12,28000
"1159",2746,"female",31.161,13,30000
"1160",2747,"male",13.768,9,9984
"1161",2748,"female",8.081,12,25000
"1162",2760,"male",51.839,12,26000
"1163",2765,"male",46.116,14,72000
"1164",2767,"male",8.889,14,33000
"1165",2770,"female",62.129,16,57000
"1166",2771,"female",30.365,16,10000
"1167",2772,"male",16.598,12,21000
"1168",2773,"male",31.63,14,34000
"1169",2774,"male",68.644,14,60000
"1170",2775,"female",76.999,12,19500
"1171",2780,"male",10.37,12,32000
"1172",2781,"female",56.208,12,18000
"1173",2797,"male",4.598,12,50000
"1174",2800,"male",98.512,18,35000
"1175",2803,"male",18.985,13,58000
"1176",2804,"female",32.049,16,52000
"1177",2809,"female",86.026,17,15000
"1178",2810,"female",49.671,12,8000
"1179",2811,"male",24.308,12,25000
"1180",2813,"male",86.52,16,75000
"1181",2815,"male",53.908,13,35000
"1182",2816,"male",13.683,12,82000
"1183",2823,"female",62.369,17,50000
"1184",2829,"female",4.517,12,32000
"1185",2830,"male",72.247,12,19000
"1186",2832,"male",47.307,12,48000
"1187",2838,"male",95.237,16,69500
"1188",2839,"male",73.761,13,71000
"1189",2840,"female",95.131,18,88000
"1190",2841,"female",96.898,14,50000
"1191",2842,"male",87.04,14,94000
"1192",2845,"male",100,20,70000
"1193",2847,"female",99.445,19,48000
"1194",2848,"female",97.137,16,19285
"1195",2851,"male",96.763,18,357310
"1196",2852,"male",33.73,12,33000
"1197",2856,"female",56.854,14,16000
"1198",2858,"male",84.767,12,56000
"1199",2861,"male",97.983,17,124000
"1200",2863,"female",41.306,12,40000
"1201",2864,"female",32.795,12,22000
"1202",2866,"male",57.774,13,120000
"1203",2867,"female",27.951,11,10000
"1204",2868,"male",56.211,16,74000
"1205",2870,"male",74.671,18,126000
"1206",2871,"male",56.887,18,80000
"1207",2877,"female",84.187,14,45000
"1208",2894,"female",94.588,16,166924
"1209",2895,"male",81.941,16,194031
"1210",2896,"male",85.579,18,162733
"1211",2899,"female",62.044,16,30000
"1212",2900,"female",98.481,18,500
"1213",2902,"female",98.731,20,33000
"1214",2906,"male",84.155,19,85000
"1215",2910,"female",93.168,18,35000
"1216",2911,"female",4.106,12,2000
"1217",2912,"male",36.386,12,15000
"1218",2913,"male",12.978,13,42000
"1219",2920,"male",52.232,12,75000
"1220",2921,"male",39.227,12,60000
"1221",2928,"female",96.193,16,10088
"1222",2929,"female",84.197,18,46000
"1223",2930,"female",70.097,16,32000
"1224",2936,"female",70.882,18,40000
"1225",2939,"male",98.472,15,65000
"1226",2941,"male",92.533,20,180621
"1227",2942,"female",18.324,13,10372
"1228",2944,"male",64.365,12,32000
"1229",2946,"female",85.937,16,62000
"1230",2948,"female",79.666,16,12500
"1231",2949,"female",52.547,16,20000
"1232",2950,"male",81.036,16,93000
"1233",2952,"female",54.754,14,35000
"1234",2953,"male",33.606,10,85000
"1235",2957,"male",80.16,20,35000
"1236",2959,"female",77.435,20,110000
"1237",2961,"female",78.001,19,68000
"1238",2962,"male",59.686,16,140000
"1239",2971,"male",2.081,9,2100
"1240",2974,"male",31.213,12,89000
"1241",2975,"male",95.172,14,42000
"1242",2976,"male",68.2,12,53000
"1243",2977,"male",40.065,12,40000
"1244",2978,"female",36.622,12,9000
"1245",2980,"male",98.312,20,170
"1246",2981,"male",53,13,18300
"1247",2984,"male",96.417,16,359118
"1248",2985,"male",90.461,16,100000
"1249",2988,"male",78.044,16,100000
"1250",2990,"female",74.992,12,5000
"1251",2991,"female",60.487,16,45000
"1252",2994,"male",64.927,12,97200
"1253",2995,"female",28.057,12,24000
"1254",2996,"male",68.855,14,60000
"1255",2997,"male",56.956,12,74000
"1256",2998,"male",65.906,12,42000
"1257",3016,"male",79.756,16,85000
"1258",3019,"male",63.843,18,85000
"1259",3020,"female",47.078,12,10800
"1260",3023,"female",35.837,12,30000
"1261",3024,"male",27.309,13,85000
"1262",3025,"female",94.201,14,1500
"1263",3030,"male",9.639,11,28500
"1264",3033,"male",75.947,18,150000
"1265",3035,"female",71.321,12,30000
"1266",3036,"female",84.533,12,52000
"1267",3037,"male",72.993,12,72000
"1268",3039,"male",71.201,12,65000
"1269",3041,"female",92.464,13,12000
"1270",3046,"female",13.119,12,30000
"1271",3047,"female",35.153,13,7200
"1272",3050,"male",3.838,8,60000
"1273",3051,"female",42.04,12,17000
"1274",3054,"female",29.399,12,15000
"1275",3055,"male",18.999,12,30000
"1276",3057,"female",19.496,12,18000
"1277",3058,"female",49.827,14,77000
"1278",3062,"male",82.256,16,282588
"1279",3065,"female",10.181,12,25000
"1280",3077,"male",16.973,12,70000
"1281",3079,"female",55.687,12,30000
"1282",3081,"female",63.437,12,37000
"1283",3082,"male",58.906,12,25000
"1284",3084,"male",89.903,16,183223
"1285",3085,"female",87.496,16,25000
"1286",3089,"male",93.403,15,13000
"1287",3090,"female",73.371,12,31600
"1288",3091,"female",39.958,14,41000
"1289",3094,"female",14.147,12,2200
"1290",3095,"female",42.733,12,18000
"1291",3100,"male",27.065,12,50000
"1292",3107,"female",65.348,15,22000
"1293",3109,"female",98.588,18,58000
"1294",3111,"female",80.097,18,43000
"1295",3112,"female",44.232,18,105000
"1296",3113,"female",40.008,12,40000
"1297",3117,"female",64.261,14,87000
"1298",3118,"female",35.994,12,28000
"1299",3120,"female",34.968,13,1200
"1300",3127,"male",16.094,12,22000
"1301",3134,"female",21.288,12,6000
"1302",3137,"male",85.855,18,120000
"1303",3138,"male",37.729,12,50000
"1304",3140,"male",52.478,13,73000
"1305",3141,"male",94.082,16,80000
"1306",3142,"male",100,18,106000
"1307",3143,"female",50.223,16,53000
"1308",3145,"female",80.71,16,5000
"1309",3146,"female",74.184,17,62000
"1310",3150,"female",85.289,16,138000
"1311",3151,"female",39.186,12,47000
"1312",3153,"female",79.758,16,151083
"1313",3154,"female",87.711,16,10000
"1314",3157,"female",56.562,16,60000
"1315",3159,"male",69.35,16,40000
"1316",3161,"male",49.448,15,30000
"1317",3163,"female",35.413,12,34000
"1318",3168,"male",90.399,19,115000
"1319",3170,"male",98.699,19,268323
"1320",3171,"male",96.789,18,152840
"1321",3173,"male",96.915,20,125000
"1322",3177,"male",15.835,12,55000
"1323",3192,"male",31.785,12,28000
"1324",3194,"male",25.518,12,40000
"1325",3195,"male",59.617,12,48000
"1326",3196,"male",66.428,12,72000
"1327",3197,"female",43.955,12,31500
"1328",3198,"female",69.661,19,53600
"1329",3199,"female",16.749,12,29500
"1330",3201,"female",88.518,14,32000
"1331",3205,"female",83.732,16,90000
"1332",3208,"male",92.189,16,135000
"1333",3215,"male",68.957,12,40000
"1334",3218,"female",50.82,13,6000
"1335",3219,"male",60.974,14,72000
"1336",3221,"female",87.803,12,67000
"1337",3224,"male",77.251,18,130000
"1338",3225,"female",81.344,14,6700
"1339",3230,"male",8.961,10,80000
"1340",3231,"female",61.426,14,41600
"1341",3232,"male",45.018,14,27000
"1342",3234,"female",64.311,15,30000
"1343",3235,"male",74.936,12,26000
"1344",3236,"female",69.055,12,3000
"1345",3237,"female",45.032,13,42000
"1346",3238,"female",85.024,19,28000
"1347",3239,"male",63.447,17,30000
"1348",3240,"male",96.819,19,46000
"1349",3242,"female",55.896,12,9000
"1350",3243,"female",58.532,16,50000
"1351",3244,"female",82.18,18,24000
"1352",3246,"male",38.573,12,49400
"1353",3249,"female",56.14,14,25000
"1354",3250,"female",99.453,14,12000
"1355",3252,"female",28.527,12,29000
"1356",3254,"female",67.565,12,26800
"1357",3256,"male",97.873,20,80000
"1358",3257,"male",98.634,18,75000
"1359",3263,"male",96.452,16,89000
"1360",3266,"female",44.505,16,250
"1361",3267,"male",78.896,12,23000
"1362",3269,"female",47.051,14,17000
"1363",3273,"female",10.456,12,24000
"1364",3277,"male",84.126,12,60000
"1365",3278,"female",60.446,19,147
"1366",3281,"male",55.405,13,37000
"1367",3282,"male",33.772,13,52000
"1368",3284,"male",50.333,15,113000
"1369",3285,"female",14.453,12,30000
"1370",3287,"female",39.989,13,1800
"1371",3289,"male",94.381,16,140000
"1372",3290,"male",93.795,20,150000
"1373",3303,"female",94.269,16,18000
"1374",3307,"male",21.33,15,20000
"1375",3308,"female",20.264,14,20000
"1376",3309,"female",92.951,17,54000
"1377",3310,"male",27.814,12,32000
"1378",3311,"male",18.024,11,25000
"1379",3312,"female",6.887,15,24000
"1380",3319,"male",15.354,10,6000
"1381",3321,"female",12.579,10,21000
"1382",3324,"male",30.357,12,96000
"1383",3325,"female",4.022,12,300
"1384",3329,"male",70.007,12,45000
"1385",3330,"male",21.713,13,145000
"1386",3331,"male",18.388,13,32000
"1387",3337,"female",89.081,18,89000
"1388",3338,"female",89.463,16,2000
"1389",3341,"female",38.607,18,39000
"1390",3343,"female",24.527,10,19968
"1391",3346,"male",19.847,12,58000
"1392",3347,"female",35.431,12,40000
"1393",3350,"female",59.694,14,10000
"1394",3352,"female",76.359,16,1200
"1395",3353,"male",16.881,12,44000
"1396",3354,"male",32.157,14,10000
"1397",3355,"female",62.443,14,50000
"1398",3356,"male",43.776,14,2000
"1399",3357,"male",63.141,18,150490
"1400",3359,"male",72.763,15,45000
"1401",3360,"female",67.272,16,32000
"1402",3361,"male",75.092,20,703637
"1403",3374,"male",51.063,12,68000
"1404",3375,"male",48.318,14,50000
"1405",3376,"male",74.979,18,73000
"1406",3378,"female",58.958,16,8220
"1407",3379,"male",81.031,18,99000
"1408",3380,"male",90.763,14,900
"1409",3381,"male",79.141,12,125000
"1410",3387,"female",65.907,16,45000
"1411",3389,"male",72.59,12,60000
"1412",3390,"male",80.348,20,80000
"1413",3391,"male",100,17,30824
"1414",3392,"male",33.465,13,45000
"1415",3393,"female",27.639,17,25000
"1416",3394,"male",65.826,19,85000
"1417",3397,"female",48.483,12,13000
"1418",3401,"male",35.316,13,32000
"1419",3403,"male",52.847,12,120000
"1420",3405,"male",95.206,13,43500
"1421",3406,"female",87.896,17,38500
"1422",3410,"male",73.196,16,65000
"1423",3413,"female",73.678,12,36000
"1424",3417,"male",41.461,12,8000
"1425",3418,"female",46.63,12,46000
"1426",3420,"male",76.206,14,72000
"1427",3421,"female",77.549,13,105000
"1428",3422,"female",75.246,18,2000
"1429",3423,"female",89.754,16,27000
"1430",3424,"female",86.745,14,33000
"1431",3425,"male",79.069,13,77000
"1432",3429,"female",84.702,16,200
"1433",3431,"male",100,17,171428
"1434",3432,"female",92.486,13,24626
"1435",3433,"female",68.906,16,4000
"1436",3436,"female",0,8,8000
"1437",3438,"female",0,7,14000
"1438",3440,"male",12.346,11,61000
"1439",3444,"female",25.156,12,19200
"1440",3452,"female",44.827,12,20000
"1441",3455,"male",63.061,12,61200
"1442",3456,"female",39.194,12,10000
"1443",3457,"female",14.135,14,26000
"1444",3458,"female",25.83,14,28000
"1445",3463,"male",63.241,16,57000
"1446",3464,"male",96.279,16,96000
"1447",3465,"female",82.154,12,35000
"1448",3466,"male",88.224,16,60000
"1449",3467,"female",43.428,12,17000
"1450",3468,"male",94.705,15,72000
"1451",3471,"male",18.838,12,40000
"1452",3475,"female",18.263,12,26000
"1453",3477,"female",63.21,14,18520
"1454",3479,"male",39.476,12,80000
"1455",3481,"female",65.371,14,47000
"1456",3482,"male",14.447,13,65000
"1457",3487,"female",34.632,12,39000
"1458",3491,"female",21.083,12,13000
"1459",3492,"male",66.416,12,47000
"1460",3493,"male",56.788,12,40000
"1461",3494,"male",51.167,13,87000
"1462",3495,"male",36.121,12,80000
"1463",3496,"female",63.829,14,24600
"1464",3497,"male",91.675,15,77000
"1465",3502,"female",43.096,12,41000
"1466",3503,"male",56.814,12,88000
"1467",3505,"female",56.313,14,67000
"1468",3506,"female",79.063,16,18000
"1469",3508,"female",21.706,12,18000
"1470",3511,"female",81.893,12,16000
"1471",3513,"male",18.312,12,27000
"1472",3514,"female",74.184,12,24000
"1473",3515,"male",99.396,18,97000
"1474",3521,"male",40.802,14,44000
"1475",3522,"female",13.607,12,500
"1476",3524,"female",27.02,13,52000
"1477",3527,"female",58.406,12,3800
"1478",3530,"male",95.493,16,62000
"1479",3531,"female",65.807,13,11000
"1480",3533,"male",85.393,14,135000
"1481",3535,"female",92.404,19,82376
"1482",3537,"female",38.672,12,26000
"1483",3538,"male",67.319,12,33900
"1484",3540,"male",36.551,11,37000
"1485",3543,"female",29.695,12,18000
"1486",3544,"female",5.665,12,3200
"1487",3545,"female",40.382,14,31000
"1488",3546,"female",55.054,15,65000
"1489",3547,"female",40.401,14,35000
"1490",3548,"female",23.819,14,40000
"1491",3549,"female",29.121,12,1500
"1492",3550,"male",62.616,12,25000
"1493",3551,"female",95.741,16,65000
"1494",3552,"female",83.704,14,38000
"1495",3553,"male",78.494,12,55000
"1496",3554,"female",65.232,10,38000
"1497",3558,"female",72.743,17,96000
"1498",3559,"male",83.662,12,60000
"1499",3561,"male",4.231,12,42000
"1500",3562,"male",16.231,12,5000
"1501",3563,"male",25.734,12,34000
"1502",3565,"female",84.823,12,36000
"1503",3567,"male",62.489,14,2760
"1504",3569,"male",19.175,12,42000
"1505",3570,"male",4.347,9,56000
"1506",3572,"female",18.677,10,14000
"1507",3574,"female",98.092,12,47000
"1508",3575,"male",28.797,12,56000
"1509",3579,"male",42.908,12,45000
"1510",3580,"male",75.229,12,36000
"1511",3581,"male",55.513,16,129000
"1512",3582,"male",77.911,18,150000
"1513",3583,"male",99.022,19,100000
"1514",3584,"female",18.188,12,16000
"1515",3585,"male",94.65,16,159168
"1516",3587,"male",76.091,14,43000
"1517",3588,"male",71.155,18,60000
"1518",3589,"male",51.56,12,50987
"1519",3591,"male",77.562,12,4471
"1520",3592,"male",61.802,12,56000
"1521",3597,"female",54.584,14,7000
"1522",3600,"male",57.648,12,60000
"1523",3601,"female",79.229,16,40000
"1524",3606,"female",57.872,13,35000
"1525",3607,"male",32.823,11,16000
"1526",3608,"male",90.06,16,69000
"1527",3609,"female",50.181,14,39000
"1528",3610,"female",18.919,15,7900
"1529",3611,"female",45.548,12,15000
"1530",3614,"female",91.863,19,10180
"1531",3616,"male",91.974,12,35000
"1532",3617,"male",78.008,16,89000
"1533",3619,"male",88.649,18,32500
"1534",3620,"male",38.967,12,32000
"1535",3623,"male",92.432,16,35000
"1536",3625,"female",92.207,16,26000
"1537",3628,"male",50.492,17,189210
"1538",3640,"male",1.107,12,21000
"1539",3641,"female",44.391,18,51000
"1540",3643,"female",33.724,17,38000
"1541",3649,"female",12.016,12,29400
"1542",3650,"female",33.934,12,32000
"1543",3651,"female",50.502,16,65000
"1544",3657,"male",8.601,11,38000
"1545",3660,"male",6.285,12,23400
"1546",3661,"female",38.955,14,4500
