"","Gender","Arith","Word","Parag","Math","AFQT"
"830","female",20,25,13,17,67.6
"831","female",14,25,13,6,29
"832","female",9,9,5,5,4.2
"833","male",25,29,11,21,54.2
"834","male",18,24,12,14,39.8
"835","female",7,17,11,4,18.7
"836","male",7,11,4,5,2.6
"837","female",24,21,12,18,63
"838","male",27,30,10,10,45
"839","female",27,34,13,23,89.8
"840","male",10,26,8,7,18.3
"841","female",23,32,11,12,57.5
"842","male",12,10,2,10,16.4
"843","female",19,31,9,17,53.1
"844","female",15,32,12,6,48.6
"845","female",21,31,14,22,85.9
"846","female",27,34,15,21,92.9
"847","female",9,22,11,12,52.8
"848","male",9,11,5,4,4.7
"849","female",24,30,12,12,48.1
"850","female",15,27,15,9,46.6
"851","female",15,29,11,7,42.3
"852","female",11,27,10,10,38.5
"853","male",22,27,14,16,72.2
"854","female",12,27,13,12,43.1
"855","male",26,28,11,20,77.6
"856","female",28,35,13,22,88.3
"857","female",20,26,12,10,60.8
"858","male",14,25,7,9,26.5
"859","male",7,9,4,5,2.1
"860","female",13,21,7,9,30.9
"861","female",7,31,13,5,27.6
"862","female",25,34,13,22,85.1
"863","female",24,31,15,21,75.5
"864","female",11,30,13,7,38.2
"865","female",20,25,13,11,46.7
"866","female",13,20,11,10,34.2
"867","male",28,28,11,13,52
"868","female",10,22,11,9,36
"869","male",8,33,12,6,31.8
"870","female",18,35,15,23,85
"871","female",11,20,11,6,25.8
"872","male",9,25,10,8,22.4
"873","female",17,32,13,17,60.8
"874","female",6,21,9,5,18
"875","female",18,22,11,12,47.3
"876","male",16,19,9,15,36.8
"877","male",20,31,12,24,69.2
"878","female",21,28,13,10,56.5
"879","male",7,15,4,9,9.6
"880","female",22,32,15,16,80
"881","male",17,32,11,11,33.2
"882","female",18,27,11,13,34.7
"883","female",15,18,10,3,27.5
"884","female",24,35,13,21,81.7
"885","female",16,28,10,11,30.5
"886","male",26,30,14,17,79.2
"887","female",9,30,15,7,39.3
"888","female",15,31,11,9,49.2
"889","female",29,33,15,25,100
"890","male",15,28,13,7,36.6
"891","female",12,11,5,7,9.9
"892","male",26,29,14,18,79
"893","female",17,22,9,11,40.4
"894","female",10,19,11,7,27.6
"895","female",5,15,5,8,7.3
"896","female",8,28,7,10,21.6
"897","female",13,17,11,9,28.5
"898","female",14,25,8,13,29.3
"899","female",10,23,11,11,35.3
"900","female",21,33,14,17,77.5
"901","female",18,31,15,16,82.6
"902","female",26,33,14,23,97.6
"903","male",14,21,7,10,25.6
"904","female",13,12,7,5,11.4
"905","female",17,32,13,8,56.9
"906","male",15,32,11,14,42.8
"907","female",14,32,13,12,54.1
"908","female",12,21,13,9,38.4
"909","female",12,12,8,8,21.6
"910","female",9,27,12,12,36.9
"911","female",7,14,5,7,12
"912","female",19,35,15,17,86.3
"913","female",14,17,6,7,16.7
"914","female",20,24,11,13,56.7
"915","female",12,21,11,4,27.4
"916","female",14,31,10,14,36.3
"917","male",14,31,12,10,50.2
"918","female",21,33,14,11,69.1
"919","female",10,22,11,11,36.2
"920","female",12,25,10,10,36.4
"921","female",18,30,14,17,71.7
"922","male",12,18,7,6,13.3
"923","female",15,28,11,19,60
"924","male",6,19,7,4,20.1
"925","male",22,33,14,18,89.8
"926","male",20,24,7,12,49.5
"927","female",13,20,10,11,28.5
"928","male",23,34,11,19,61.3
"929","male",11,23,9,6,17.4
"930","female",4,15,7,4,4.2
"931","female",21,28,12,14,75.5
"932","female",6,23,13,7,26.8
"933","female",24,33,14,22,91.6
"934","female",12,23,10,11,31.9
"935","female",6,27,11,4,17.6
"936","female",16,19,12,15,45.7
"937","male",21,34,14,21,82.2
"938","female",15,34,15,17,77.5
"939","female",29,33,13,24,88.3
"940","male",14,27,12,9,29.8
"941","male",13,21,10,15,56
"942","male",29,31,14,11,68.8
"943","female",23,27,11,21,56.8
"944","male",12,15,7,2,13.4
"945","male",24,31,12,11,70.6
"946","female",24,32,12,19,68.3
"947","female",5,16,3,6,5.2
"948","male",7,19,7,11,24.7
"949","female",11,30,12,9,41.1
"950","male",25,27,11,23,57.9
"951","female",6,13,4,5,1.9
"952","female",15,21,12,10,38.2
"953","female",16,21,10,11,31.2
"954","female",14,27,13,16,62
"955","female",15,26,10,10,35.8
"956","female",20,29,12,22,71.3
"957","female",11,11,10,7,13.1
"958","male",11,20,4,8,19
"959","female",24,32,11,16,55.7
"960","male",9,23,13,15,49.4
"961","female",22,33,13,13,64.3
"962","male",13,32,13,18,63.4
"963","female",13,18,5,5,14.5
"964","male",14,23,10,8,33.1
"965","female",14,29,14,12,57.7
"966","female",19,31,14,20,84
"967","female",11,34,12,15,66.3
"968","female",26,35,15,24,96.6
"969","female",14,29,12,12,50.2
"970","male",20,23,11,14,40.6
"971","male",8,29,8,5,20.1
"972","male",9,13,7,7,32.9
"973","female",24,34,13,22,82.1
"974","male",16,14,8,7,23
"975","female",8,18,7,4,11.2
"976","female",8,22,10,4,17.6
"977","male",12,27,7,6,17.4
"978","female",30,35,15,25,100
"979","female",26,32,15,21,88.4
"980","female",14,25,9,9,32.2
"981","female",19,30,13,15,67.5
"982","female",22,30,12,18,73.4
"983","male",10,24,5,10,24.1
"984","male",12,19,2,8,19.6
"985","female",25,24,14,11,64.8
"986","male",13,21,10,7,28.2
"987","male",4,10,2,5,0
"988","female",4,12,1,4,0.6
"989","male",21,24,9,15,54
"990","female",18,26,15,8,53.8
"991","male",14,20,8,10,20.5
"992","female",19,26,14,18,64.3
"993","female",24,28,12,14,55.7
"994","female",9,7,5,4,3.2
"995","female",15,28,13,18,67.9
"996","male",20,25,8,8,31.1
"997","female",8,20,8,3,8.1
"998","female",22,30,11,9,44.3
"999","male",30,35,15,25,100
"1000","male",29,35,12,19,83.2
"1001","female",19,31,13,9,44.4
"1002","male",3,16,5,5,2.5
"1003","female",12,20,6,13,27
"1004","female",11,23,12,9,36.5
"1005","male",11,18,9,6,24.9
"1006","female",20,35,14,20,86.1
"1007","female",10,26,11,10,40.4
"1008","male",23,21,10,18,57
"1009","female",9,28,10,13,46.7
"1010","female",21,32,12,9,61.3
"1011","female",7,9,2,4,0.3
"1012","male",19,34,12,14,68.6
"1013","female",6,26,7,7,14.8
"1014","female",13,27,12,17,61.4
"1015","male",25,35,12,21,78.7
"1016","female",10,29,13,10,44
"1017","female",24,30,12,20,73.4
"1018","female",13,22,10,10,53.6
"1019","male",10,6,2,4,2
"1020","male",17,12,5,9,25.8
"1021","female",11,25,11,8,25.3
"1022","female",10,31,13,8,45.8
"1023","female",7,22,5,1,6.8
"1024","male",14,17,9,6,17.5
"1025","male",14,21,10,9,24
"1026","male",19,33,12,16,53.6
"1027","female",15,31,10,14,39.9
"1028","male",11,16,8,8,22.2
"1029","female",13,28,13,10,36.4
"1030","male",12,7,5,3,7.9
"1031","female",9,21,11,9,24.6
"1032","male",27,28,12,15,68.3
"1033","female",20,34,15,10,74.7
"1034","male",15,28,11,9,37.6
"1035","male",21,33,13,21,74.5
"1036","male",7,9,3,7,10.4
"1037","female",8,12,4,5,4.5
"1038","female",25,20,15,19,70.1
"1039","male",19,28,13,10,64.4
"1040","female",27,33,13,23,88.5
"1041","male",11,15,11,9,27.8
"1042","male",12,24,8,8,18.4
"1043","female",16,27,11,18,67.3
"1044","male",12,27,13,6,35.3
"1045","male",21,27,10,10,39
"1046","female",16,26,10,10,33.9
"1047","female",16,32,14,9,64.2
"1048","female",7,19,9,10,26.6
"1049","female",22,31,14,17,74.2
"1050","female",11,13,6,8,18
"1051","male",5,5,3,8,4.2
"1052","male",23,25,8,15,53.6
"1053","female",23,34,15,17,86.3
"1054","male",20,29,14,18,70.7
"1055","male",9,24,9,8,23.7
"1056","female",18,33,11,12,47.6
"1057","male",24,28,13,11,70.5
"1058","female",25,31,13,11,48.5
"1059","female",17,20,12,11,49
"1060","male",9,24,9,6,26.5
"1061","female",9,20,9,12,24.5
"1062","female",23,32,13,20,68.2
"1063","male",27,35,14,24,96
"1064","male",26,23,13,20,69.6
"1065","female",23,27,14,22,87.8
"1066","male",27,29,14,24,88.6
"1067","male",4,6,1,2,0.1
"1068","female",18,33,15,10,64.1
"1069","male",11,26,12,5,31.9
"1070","female",14,29,14,11,59.7
"1071","female",19,35,13,17,71.4
"1072","male",29,33,13,24,85.9
"1073","female",21,26,14,10,51.9
"1074","female",29,29,13,24,88.9
"1075","female",19,29,14,12,64.9
"1076","male",13,31,14,18,75.7
"1077","female",22,34,14,20,93.9
"1078","male",5,13,9,5,8.9
"1079","male",14,29,9,12,33.7
"1080","female",30,35,14,23,98.7
"1081","female",26,34,14,22,86.7
"1082","female",26,32,13,21,81.9
"1083","male",20,24,12,10,54.3
"1084","female",18,31,13,15,73.9
"1085","female",29,35,14,18,89.2
"1086","male",28,33,11,15,67.2
"1087","female",17,33,14,17,81.7
"1088","male",19,23,12,13,49
"1089","female",29,35,14,22,98.6
"1090","male",28,34,15,24,98.2
"1091","female",14,19,9,12,37.5
"1092","female",21,32,15,22,81.9
"1093","female",26,28,12,22,56.2
"1094","female",26,33,13,18,86.2
"1095","female",15,30,12,14,43.3
"1096","female",17,28,13,16,60.2
"1097","male",20,32,13,10,56.3
"1098","female",14,27,9,9,35
"1099","male",23,33,12,19,67.3
"1100","male",19,22,13,12,55.9
"1101","female",26,28,14,14,71.2
"1102","male",15,28,13,12,77.2
"1103","female",27,30,14,25,80.3
"1104","female",12,24,12,8,23.9
"1105","female",30,35,14,24,99.2
"1106","female",29,34,13,24,91.4
"1107","female",16,22,10,10,44.6
"1108","female",14,21,9,11,35.1
"1109","male",20,34,14,11,71.5
"1110","male",28,32,13,21,77.2
"1111","male",16,8,5,12,20.2
"1112","female",20,28,11,22,66.7
"1113","male",13,24,8,15,31.6
"1114","female",12,28,13,8,35.4
"1115","male",23,9,5,9,25.7
"1116","female",25,35,15,20,94.2
"1117","male",20,22,12,17,59.9
"1118","female",16,32,12,12,46.4
"1119","male",12,21,7,6,25.8
"1120","male",7,7,4,10,7.8
"1121","male",28,34,13,24,95.5
"1122","female",30,34,14,25,95.4
"1123","male",18,28,12,16,44.1
"1124","male",9,21,7,10,26.2
"1125","female",15,20,11,10,46.1
"1126","female",14,29,11,16,50.9
"1127","female",24,33,12,18,69
"1128","female",18,29,14,14,55.1
"1129","male",20,31,11,16,60.6
"1130","male",28,32,13,23,88.5
"1131","female",12,17,13,10,27.6
"1132","female",7,13,9,10,15.4
"1133","female",9,24,5,9,24
"1134","male",15,31,13,13,72.8
"1135","male",13,28,13,15,60.4
"1136","female",18,20,12,9,36.2
"1137","male",19,29,13,9,51
"1138","female",15,21,9,10,31.1
"1139","male",11,33,14,10,53.5
"1140","male",11,16,7,6,13.5
"1141","male",24,29,7,9,41.4
"1142","male",4,12,5,4,1.7
"1143","female",16,32,12,10,50.6
"1144","female",20,35,13,19,87.2
"1145","female",22,29,13,16,74.4
"1146","male",9,15,5,8,10.9
"1147","female",16,32,13,13,64.5
"1148","male",30,34,13,22,96.3
"1149","female",21,27,10,21,71
"1150","female",7,15,5,5,4.9
"1151","male",10,21,11,6,18.2
"1152","female",17,32,13,17,65.2
"1153","female",18,26,12,18,55.5
"1154","male",25,30,12,24,81.1
"1155","female",16,25,13,6,34.8
"1156","male",6,11,5,8,7.6
"1157","female",28,33,13,20,89.2
"1158","female",29,33,15,19,90.6
"1159","male",9,12,6,7,10.7
"1160","male",29,35,14,24,98.5
"1161","male",19,19,13,13,53.9
"1162","female",25,28,15,25,93.2
"1163","female",14,25,13,11,54.8
"1164","male",27,27,13,23,80.2
"1165","female",26,30,13,19,82.2
"1166","female",15,24,11,15,40.4
"1167","female",13,32,13,11,57.9
"1168","male",25,35,14,21,92
"1169","male",30,33,13,25,92.4
"1170","female",16,29,10,20,57.8
"1171","male",29,31,13,18,74.6
"1172","male",23,34,14,15,84.9
"1173","female",22,23,12,18,70
"1174","female",27,33,13,12,72.2
"1175","female",12,17,4,4,7.2
"1176","male",26,33,14,13,84.1
"1177","male",14,26,14,6,44.6
"1178","female",17,32,14,9,60.7
"1179","female",22,25,15,16,67.7
"1180","male",20,24,11,8,25.5
"1181","male",8,23,7,5,8.8
"1182","male",22,30,14,13,67.7
"1183","female",29,34,13,23,88.6
"1184","female",25,30,12,13,60.9
"1185","male",30,31,15,20,89.8
"1186","female",27,34,14,23,91
"1187","male",22,21,13,16,63.3
"1188","male",27,33,15,16,87.4
"1189","male",8,12,4,4,3
"1190","male",22,35,12,12,62.4
"1191","female",10,30,10,13,39.6
"1192","female",22,35,14,22,85.2
"1193","female",13,14,9,9,27.4
"1194","female",24,27,13,19,65.3
"1195","female",25,31,13,15,74.6
"1196","male",16,28,11,10,42.3
"1197","male",9,19,6,4,10.9
"1198","female",30,32,12,24,87.9
"1199","female",13,35,12,4,44
"1200","female",28,29,12,22,80
"1201","female",12,27,10,14,39.2
"1202","female",23,31,13,23,83.3
"1203","male",27,32,13,21,73.3
"1204","female",11,22,9,7,27.3
"1205","male",26,25,9,15,42.9
"1206","male",16,34,13,10,65.3
"1207","female",13,26,13,13,39
"1208","female",13,21,11,17,35.2
"1209","female",20,32,12,21,70.5
"1210","male",10,24,11,9,29.3
"1211","female",14,28,15,13,64.1
"1212","male",7,4,4,5,2
"1213","male",16,33,12,18,71.8
"1214","male",13,19,7,3,17.5
"1215","male",11,19,6,8,18.4
"1216","male",21,25,13,8,56.5
"1217","female",29,32,13,22,73.7
"1218","female",25,31,14,23,84.8
"1219","male",22,31,15,16,75.2
"1220","male",27,33,13,22,89.2
"1221","male",29,35,14,23,99.5
"1222","female",12,18,10,8,22.4
"1223","male",7,14,6,10,13.4
"1224","female",11,21,14,10,44.3
"1225","male",27,33,15,24,92
"1226","female",18,25,14,14,74.5
"1227","male",26,30,14,20,81.9
"1228","male",21,27,12,11,56.3
"1229","male",25,29,11,17,60.4
"1230","female",18,25,9,11,37.5
"1231","male",11,16,8,5,10.8
"1232","female",24,29,12,23,70.7
"1233","female",25,34,15,19,84
"1234","female",16,21,13,14,52.7
"1235","female",8,15,6,15,22.8
"1236","female",16,30,12,13,40.4
"1237","male",8,18,6,7,12.6
"1238","male",26,27,12,22,65.3
"1239","male",17,30,13,16,69.1
"1240","female",21,31,13,12,56.3
"1241","male",12,26,8,8,30.8
"1242","female",20,26,14,8,54.9
"1243","male",27,35,11,21,81.3
"1244","male",22,31,14,19,82.5
"1245","male",29,35,15,25,99.1
"1246","male",21,12,8,6,22.7
"1247","male",12,15,5,9,22.2
"1248","male",22,28,12,13,74
"1249","male",28,34,15,25,98.6
"1250","female",16,31,11,16,63.4
"1251","male",17,30,11,16,55.4
"1252","male",11,29,10,11,36.6
"1253","female",17,35,14,22,76.8
"1254","female",21,27,8,13,55.4
"1255","male",17,23,14,12,55.6
"1256","male",30,31,12,21,75.2
"1257","male",29,33,15,24,97.6
"1258","female",13,23,7,5,12.8
"1259","male",17,28,14,13,51.5
"1260","male",23,29,13,18,69.3
"1261","male",16,25,8,7,29.2
"1262","female",12,23,10,7,22.1
"1263","female",16,33,11,14,48.1
"1264","male",6,27,7,10,19.2
"1265","female",18,29,9,12,50.5
"1266","female",15,30,12,11,57.3
"1267","male",7,11,3,8,7.5
"1268","male",9,10,5,6,5.4
"1269","male",25,27,13,18,77.2
"1270","male",13,22,10,11,29.2
"1271","female",28,35,13,25,92.7
"1272","female",21,32,12,17,63.9
"1273","female",21,31,12,21,83.7
"1274","female",24,14,13,20,65.2
"1275","female",15,20,7,9,33.7
"1276","male",7,16,5,7,8.6
"1277","female",8,13,6,8,16.3
"1278","female",21,26,15,19,69.9
"1279","male",27,28,10,22,78.1
"1280","female",27,33,14,19,84.7
"1281","female",14,30,12,12,48.4
"1282","female",18,23,12,11,31.4
"1283","male",13,16,11,10,37.2
"1284","female",18,26,11,20,49.1
"1285","male",28,32,13,22,91.9
"1286","female",14,24,11,8,28
"1287","female",14,27,15,12,64.1
"1288","female",23,32,11,13,54.7
"1289","female",9,26,11,11,45.8
"1290","male",19,34,10,12,57.4
"1291","male",29,29,11,24,86
"1292","female",13,29,12,8,35.2
"1293","male",19,30,14,21,76.2
"1294","female",21,29,12,19,76.6
"1295","female",28,30,14,23,83.8
"1296","male",11,23,9,7,21.7
"1297","female",19,33,14,18,87.9
"1298","female",15,29,12,12,54.5
"1299","male",9,16,4,8,12.6
"1300","male",13,18,6,11,31.5
"1301","male",9,26,8,7,19
"1302","male",25,30,10,17,60.1
"1303","female",25,33,14,23,86.4
"1304","male",22,18,9,11,37.5
"1305","male",30,34,14,25,96.9
"1306","female",9,18,8,8,14.1
"1307","female",12,31,12,6,38.6
"1308","female",16,23,9,12,34.6
"1309","female",13,34,12,13,50.2
"1310","male",10,18,12,8,25.7
"1311","male",18,24,13,13,61.5
"1312","male",27,32,13,21,92.9
"1313","female",16,34,11,18,62.8
"1314","male",30,35,13,24,91.1
"1315","female",21,32,15,19,78.9
"1316","male",24,29,9,23,68.5
"1317","male",13,28,9,18,52.1
"1318","male",8,17,11,10,24.3
"1319","female",19,33,13,16,65.2
"1320","female",19,28,10,8,31
"1321","female",20,29,13,11,58.9
"1322","female",24,24,11,14,48.5
"1323","female",30,34,15,25,99.5
"1324","female",24,33,14,20,79.5
"1325","male",23,30,13,23,72.2
"1326","male",24,30,13,18,72.1
"1327","female",17,29,13,6,36.8
"1328","female",28,32,14,20,81.8
"1329","male",11,20,13,7,27.3
"1330","male",20,32,14,21,93.6
"1331","female",16,29,13,13,62.8
"1332","female",8,27,13,8,34.5
"1333","male",22,16,7,18,38.6
"1334","male",10,26,8,9,30.4
"1335","male",24,28,11,12,46
"1336","female",12,30,11,4,25.7
"1337","female",24,27,12,24,79.6
"1338","male",18,31,10,14,45.5
"1339","female",8,21,7,11,43.5
"1340","female",20,25,15,13,61.3
"1341","female",23,28,14,20,85.3
"1342","female",8,9,4,5,2.5
"1343","female",28,31,14,19,79.6
"1344","female",14,30,13,8,40.8
"1345","male",15,22,13,15,53.4
"1346","male",30,26,12,22,73.7
"1347","male",18,20,11,6,30.2
"1348","male",16,26,7,16,42.5
"1349","female",18,25,14,10,61.5
"1350","male",20,29,10,14,48.5
"1351","male",9,19,8,8,20.6
"1352","male",18,23,13,11,45.3
"1353","female",23,31,13,22,88.8
"1354","male",21,33,15,12,69.7
"1355","male",15,22,15,6,44.1
"1356","male",5,28,9,8,14.2
"1357","male",29,31,14,16,75
"1358","male",27,34,12,20,78.5
"1359","female",6,25,10,18,41.3
"1360","female",15,34,13,20,70.9
"1361","male",21,18,9,11,40.1
"1362","female",18,23,11,13,40
"1363","male",24,32,12,13,69.4
"1364","male",11,25,9,10,25.5
"1365","male",20,34,14,9,69
"1366","female",17,33,11,11,35.4
"1367","male",8,22,8,10,18.8
"1368","male",24,31,12,12,56.8
"1369","female",10,17,7,10,23.8
"1370","female",26,30,12,22,79.2
"1371","female",27,35,12,20,80.9
"1372","male",19,25,10,13,50.5
"1373","male",15,34,13,12,69.4
"1374","male",5,13,10,6,14
"1375","female",6,11,4,7,5.4
"1376","male",23,31,12,6,38.5
"1377","male",13,25,12,11,50.6
"1378","female",19,30,13,22,54.8
"1379","female",16,30,11,12,53.5
"1380","male",26,29,11,11,49.9
"1381","female",17,30,12,18,42
"1382","male",11,15,10,10,30.4
"1383","female",14,15,5,11,23.1
"1384","male",29,35,15,25,100
"1385","female",19,27,12,12,64.7
"1386","female",25,24,12,22,64.4
"1387","female",27,34,15,22,97.6
"1388","male",16,33,12,9,45.6
"1389","male",20,24,4,9,21.7
"1390","female",16,30,12,14,43.9
"1391","female",15,25,10,12,44.8
"1392","male",13,30,9,15,51.6
"1393","female",9,10,6,6,7
"1394","male",7,6,4,2,1
"1395","male",18,29,12,16,66.3
"1396","female",13,19,8,7,19.7
"1397","female",16,26,10,17,47.6
"1398","male",23,33,13,12,61.2
"1399","male",21,30,11,11,68.3
"1400","male",7,14,7,3,15.9
"1401","female",16,22,10,9,36.9
"1402","male",28,25,13,13,66.3
"1403","male",16,25,15,12,63.6
"1404","female",27,35,14,22,88.3
"1405","male",27,29,13,16,72.2
"1406","female",15,20,14,10,53.3
"1407","female",22,23,12,20,58.7
"1408","male",30,34,14,20,93.9
"1409","female",18,26,11,7,49
"1410","female",21,34,14,23,92.6
"1411","female",30,30,14,19,80.6
"1412","female",16,22,11,12,31.5
"1413","male",17,23,10,13,61.6
"1414","male",14,18,7,8,21.5
"1415","male",16,31,15,18,80.7
"1416","male",15,22,10,8,24.8
"1417","female",23,28,15,21,86.4
"1418","female",16,22,8,9,40
"1419","female",19,28,12,10,43.1
"1420","female",13,31,13,15,67.4
"1421","male",13,18,7,3,11.5
"1422","male",22,30,13,18,60.5
"1423","male",10,25,10,8,26.6
"1424","female",7,24,11,7,22.3
"1425","female",12,28,10,10,39.7
"1426","female",22,31,9,12,61.4
"1427","female",14,28,15,21,78.1
"1428","female",19,35,13,19,76.6
"1429","female",19,29,14,20,77.7
"1430","male",18,28,12,17,64.5
"1431","male",21,28,14,13,75.3
"1432","male",23,26,11,19,65.1
"1433","female",12,29,12,9,36.9
"1434","female",26,30,13,22,85.3
"1435","male",19,30,14,12,66.4
"1436","male",8,20,10,7,18.8
"1437","male",27,34,15,15,88.9
"1438","female",16,27,11,12,45.2
"1439","male",24,33,14,22,85.6
"1440","female",24,29,13,16,73
"1441","female",24,33,15,22,97.3
"1442","male",11,15,5,7,13
"1443","male",25,34,14,25,95.2
"1444","male",18,33,12,22,65.9
"1445","female",18,27,11,15,45
"1446","male",9,11,0,7,4.2
"1447","male",7,22,10,3,19.2
"1448","male",20,31,11,14,37.1
"1449","female",19,31,12,17,62.1
"1450","female",24,26,12,20,60.8
"1451","female",9,24,10,13,31.5
"1452","male",27,25,13,19,73.3
"1453","female",29,35,15,24,99
"1454","male",21,31,9,15,60.2
"1455","male",26,32,15,22,81.9
"1456","female",10,27,9,11,31.4
"1457","female",11,33,14,12,58.2
"1458","female",16,29,9,10,48
"1459","male",23,25,14,16,71.8
"1460","male",24,30,15,21,77.4
"1461","male",23,21,12,12,58.3
"1462","male",12,28,12,9,50.8
"1463","female",25,32,12,14,72.8
"1464","female",24,35,14,18,88.1
"1465","male",4,22,10,8,15.9
"1466","male",19,21,9,6,23.1
"1467","male",19,33,14,18,74.4
"1468","female",17,32,13,15,75.5
"1469","male",29,33,13,21,89.7
"1470","male",19,31,11,16,65.3
"1471","female",12,33,13,12,63.2
"1472","female",14,28,12,10,43.7
"1473","female",17,29,12,12,47.9
"1474","female",20,24,13,15,56
"1475","male",5,11,5,8,6.6
"1476","male",25,24,12,10,49.4
"1477","male",22,34,12,11,62
"1478","female",29,28,15,15,80.1
"1479","male",22,34,14,19,76.1
"1480","male",7,16,3,4,2.9
"1481","female",14,24,13,15,52
"1482","male",18,19,14,13,54.8
"1483","male",19,23,11,18,52
"1484","male",12,17,6,5,12.9
"1485","male",24,31,14,24,85
"1486","male",28,31,13,22,95.2
"1487","female",10,18,7,9,18.8
"1488","female",21,29,13,22,71.2
"1489","female",20,26,13,12,44.4
"1490","male",15,25,11,14,47.2
"1491","male",25,29,13,16,66.5
"1492","male",20,29,14,11,72
"1493","male",7,28,8,9,28.8
"1494","male",5,22,7,5,10
"1495","female",30,33,15,24,97.2
"1496","male",9,8,6,8,10
"1497","male",13,17,7,6,16.9
"1498","male",15,25,10,12,40.8
"1499","female",25,29,15,20,88.8
"1500","male",30,35,13,23,94.3
"1501","male",21,18,13,12,51.9
"1502","male",16,33,15,17,75.4
"1503","female",19,27,14,10,64.4
"1504","female",21,34,14,21,85.9
"1505","male",12,17,7,8,22.3
"1506","male",15,32,12,15,55.8
"1507","male",29,32,14,19,88.3
"1508","female",14,23,8,9,36.1
"1509","male",23,19,5,11,34.3
"1510","male",15,29,10,11,26.8
"1511","female",20,30,14,15,74.6
"1512","female",16,23,12,9,42.9
"1513","male",27,29,15,19,82.5
"1514","female",13,18,12,9,30.6
"1515","female",15,35,14,14,77.5
"1516","female",12,26,7,7,25.3
"1517","male",23,34,12,19,81.5
"1518","female",17,32,13,11,62.9
"1519","female",18,23,11,19,58.2
"1520","male",30,31,14,23,95.2
"1521","male",21,34,14,16,79.3
"1522","male",14,13,6,7,16.2
"1523","male",29,32,14,24,90.5
"1524","female",27,35,14,17,84.2
"1525","female",18,28,11,17,60.5
"1526","male",27,29,11,17,70
"1527","male",28,32,12,18,72.8
"1528","female",21,33,11,19,65.9
"1529","male",11,30,11,10,33.5
"1530","male",23,28,12,12,42.9
"1531","female",22,30,15,11,71.2
"1532","male",11,27,14,13,60.7
"1533","male",17,27,7,9,44.8
"1534","male",26,34,12,24,83
"1535","male",29,33,14,21,84.7
"1536","female",11,22,10,13,33.4
"1537","male",23,27,11,16,64.1
"1538","male",15,27,13,11,58.3
"1539","male",17,20,13,12,53
"1540","female",18,27,13,12,60.6
"1541","male",28,30,14,21,86.9
"1542","female",19,27,12,14,64.8
"1543","male",17,25,12,9,54.7
"1544","female",24,30,14,19,78.1
"1545","female",22,25,15,16,70
"1546","male",4,8,2,5,0.2
"1547","male",30,35,14,23,97.5
"1548","female",8,24,12,14,48.3
"1549","male",28,30,13,22,86.5
"1550","male",11,27,13,7,41.8
"1551","male",24,31,12,12,54.3
"1552","female",9,27,13,10,31.2
"1553","female",20,30,15,15,81.7
"1554","female",27,31,14,22,89.2
"1555","female",18,34,13,12,67.3
"1556","male",11,8,7,6,11.4
"1557","male",6,29,10,6,23.3
"1558","male",18,31,14,13,78.7
"1559","female",21,32,15,18,92
"1560","female",14,26,9,6,29.2
"1561","male",12,20,8,5,15.7
"1562","female",19,32,11,20,67.8
"1563","male",24,29,10,14,51.7
"1564","male",30,34,14,24,92.4
"1565","female",20,28,15,12,63.4
"1566","male",16,20,10,14,47.9
"1567","female",26,35,15,12,84.2
"1568","male",29,33,15,22,96.8
"1569","female",13,20,12,11,46.6
"1570","male",20,30,13,18,60.9
"1571","female",19,32,13,13,53.1
"1572","female",28,34,14,20,97.1
"1573","male",21,30,11,21,56.8
"1574","male",8,18,7,8,16.7
"1575","female",15,32,13,15,48.9
"1576","male",21,27,13,16,67.5
"1577","female",14,17,10,13,37.1
"1578","male",30,32,14,12,83.2
"1579","male",30,34,14,23,97.4
"1580","male",11,25,10,7,34
"1581","male",25,33,14,24,90.3
"1582","male",13,14,4,6,10.8
"1583","female",30,35,14,24,97.7
"1584","female",10,25,11,13,39.2
"1585","female",22,34,11,17,65.4
"1586","male",18,28,13,14,66.4
"1587","female",29,35,14,25,98.1
"1588","female",25,31,13,20,73.5
"1589","female",23,32,15,19,88
"1590","female",18,33,14,15,60.9
"1591","male",25,25,12,14,50.4
"1592","female",7,24,7,8,23.1
"1593","male",12,24,10,10,35.8
"1594","male",13,16,4,7,15.3
"1595","female",17,29,12,17,47.3
"1596","male",16,23,6,9,19.6
"1597","male",11,30,8,7,31.5
"1598","male",8,15,5,7,6.8
"1599","male",21,28,12,17,55.8
"1600","female",14,19,8,7,28.3
"1601","male",19,14,1,9,15.4
"1602","female",27,33,15,21,91.5
"1603","female",18,30,12,18,51.9
"1604","male",26,35,15,20,95.3
"1605","male",20,9,9,10,27.8
"1606","male",10,19,8,10,29.4
"1607","male",21,33,14,15,69.6
"1608","female",14,21,11,13,31.2
"1609","male",18,27,8,8,26.9
"1610","female",27,35,14,21,90.6
"1611","male",30,34,14,21,91.2
"1612","male",14,28,10,10,47.3
"1613","female",29,34,15,24,99.4
"1614","male",28,26,12,21,59.6
"1615","male",16,28,11,14,71
"1616","male",19,21,11,11,37.7
"1617","male",12,27,13,8,43.8
"1618","male",26,32,13,12,76.7
"1619","male",25,32,13,20,72.1
"1620","female",12,25,11,14,35.6
"1621","male",26,26,13,13,51.6
"1622","female",15,27,12,13,39.3
"1623","female",17,33,14,15,59.4
"1624","female",30,30,12,25,77.5
