"","Subject","AFQT","Educ","Income2005"
"960",2302,80.788,17,112000
"961",2304,38.541,12,50000
"962",2313,49.802,12,25000
"963",2314,61.328,12,50000
"964",2316,24.702,12,30000
"965",2318,61.993,9,43000
"966",2322,63.353,12,46000
"967",2323,39.111,16,100000
"968",2324,65.301,16,102000
"969",2326,28.79,12,44000
"970",2327,65.774,12,26000
"971",2328,86.148,16,31000
"972",2329,69.687,16,40000
"973",2332,71.851,15,26524
"974",2333,53.448,13,85000
"975",2334,29.171,12,37500
"976",2337,74.637,14,35650
"977",2339,98.849,19,235236
"978",2341,78.245,14,68000
"979",2344,9.97,14,44000
"980",2348,2.093,10,14560
"981",2360,43.07,17,18500
"982",2361,3.283,12,99000
"983",2372,93.923,16,65000
"984",2375,55.494,13,80000
"985",2376,71.019,13,60000
"986",2380,73.886,12,22000
"987",2382,44.078,15,40000
"988",2383,45.054,12,8500
"989",2385,65.8,14,62000
"990",2386,57.65,15,68000
"991",2394,75.648,12,60000
"992",2396,6.227,12,13986
"993",2398,24.581,10,32000
"994",2400,83.187,12,24024
"995",2401,26.892,12,48000
"996",2403,9.333,11,18000
"997",2404,34.726,12,28800
"998",2410,41.414,14,13000
"999",2412,35.114,12,15000
"1000",2413,14.248,12,40000
"1001",2415,87.508,14,55000
"1002",2417,23.088,13,42500
"1003",2418,34.796,12,35000
"1004",2419,24.569,10,55000
"1005",2420,32.849,12,7500
"1006",2425,7.627,12,35000
"1007",2426,32.946,13,8200
"1008",2427,47.464,12,75000
"1009",2434,62.347,12,20000
"1010",2435,89.248,12,35000
"1011",2436,44.875,12,78000
"1012",2437,79.569,14,125000
"1013",2438,88.511,17,90000
"1014",2439,68.273,12,32000
"1015",2442,45.63,18,79000
"1016",2443,56.491,14,36000
"1017",2444,55.573,16,50000
"1018",2447,48.144,13,37770
"1019",2450,39.399,12,14750
"1020",2451,57.518,12,23100
"1021",2452,41.091,12,30000
"1022",2459,26.828,12,4560
"1023",2460,38.338,12,10875
"1024",2461,62.172,17,61000
"1025",2462,32.803,11,18420
"1026",2464,84.734,13,185950
"1027",2466,19.489,10,22000
"1028",2470,67.455,12,46500
"1029",2471,38.305,12,20000
"1030",2473,97.301,12,42000
"1031",2474,84.254,14,10574
"1032",2475,74.784,12,56000
"1033",2477,75.661,15,33000
"1034",2478,37.129,12,20376
"1035",2479,69.48,12,25000
"1036",2483,21.622,12,29000
"1037",2485,25.739,11,18000
"1038",2489,57.85,13,30000
"1039",2494,79.94,16,72000
"1040",2523,90.558,14,48000
"1041",2526,58.333,17,80000
"1042",2527,9.203,12,60000
"1043",2528,13.091,12,6000
"1044",2529,28.439,12,5000
"1045",2530,18.716,12,27000
"1046",2535,24.83,12,41000
"1047",2537,35.987,12,13100
"1048",2539,29.224,12,38000
"1049",2540,30.17,12,25000
"1050",2541,98.399,12,70000
"1051",2542,62.877,13,12800
"1052",2544,38.63,16,98000
"1053",2545,75.455,16,103000
"1054",2547,42.818,12,52000
"1055",2549,92.726,18,38000
"1056",2550,65.344,16,36660
"1057",2551,99.523,16,39500
"1058",2552,86.171,16,33500
"1059",2553,72.096,12,39800
"1060",2556,70.61,12,19000
"1061",2557,93.207,16,96000
"1062",2558,74.219,19,61000
"1063",2559,71.891,14,49000
"1064",2564,30.568,12,16000
"1065",2565,97.161,16,44000
"1066",2566,74.666,14,32000
"1067",2568,76.751,14,25000
"1068",2569,88.401,18,24000
"1069",2570,75.897,16,15300
"1070",2572,66.774,16,70500
"1071",2574,37.594,12,32000
"1072",2578,7.222,12,22000
"1073",2579,98.327,12,26350
"1074",2582,20.223,12,34000
"1075",2584,10.007,12,44000
"1076",2585,51.366,13,56000
"1077",2587,6.212,7,25500
"1078",2588,97.318,18,70000
"1079",2589,94.663,20,125000
"1080",2590,87.121,16,60000
"1081",2591,66.724,12,34000
"1082",2592,43.541,12,22800
"1083",2594,34.866,12,62000
"1084",2602,73.986,13,37000
"1085",2603,86.396,19,41000
"1086",2606,78.782,16,51000
"1087",2607,90.608,16,35000
"1088",2610,81.963,12,25000
"1089",2613,75.03,13,40000
"1090",2614,23.741,12,50000
"1091",2615,76.118,12,17000
"1092",2616,56.648,14,95000
"1093",2620,67.777,14,59500
"1094",2622,93.856,20,33000
"1095",2626,63.94,20,38000
"1096",2628,77.623,18,8000
"1097",2629,58.878,12,39264
"1098",2630,74.682,17,70000
"1099",2633,99.581,16,92000
"1100",2636,58.714,18,40500
"1101",2637,91.219,16,48000
"1102",2642,94.6,18,68000
"1103",2646,74.779,18,90000
"1104",2647,47.616,14,220904
"1105",2649,98.587,18,37000
"1106",2650,57.532,12,15000
"1107",2651,44.873,12,3983
"1108",2652,53.648,12,31658
"1109",2653,4.107,6,20000
"1110",2654,17.893,12,20000
"1111",2655,7.355,10,5300
"1112",2658,4.014,12,8000
"1113",2659,13.369,12,2000
"1114",2661,7.37,9,18674
"1115",2665,21.392,12,24000
"1116",2666,1.722,9,13700
"1117",2669,8.169,12,5000
"1118",2670,30.126,12,23500
"1119",2672,13.722,12,11000
"1120",2675,16.569,7,17000
"1121",2676,2.64,10,27000
"1122",2677,30.421,13,22000
"1123",2679,50.68,12,3890
"1124",2682,5.464,12,12000
"1125",2683,1.949,11,30000
"1126",2684,78.514,20,40000
"1127",2685,87.232,17,58000
"1128",2688,74.478,14,32000
"1129",2689,38.206,12,30000
"1130",2690,34.223,12,28000
"1131",2694,57.714,15,25000
"1132",2695,63.262,20,80000
"1133",2696,47.892,14,46000
"1134",2698,2.09,6,6000
"1135",2699,7.961,12,8000
"1136",2701,25.652,16,88000
"1137",2702,73.187,16,91500
"1138",2703,56.056,16,125000
"1139",2705,1.93,9,14000
"1140",2706,22.776,12,36500
"1141",2707,12.32,12,24000
"1142",2708,13.404,12,25000
"1143",2709,34.134,12,16257
"1144",2710,6.748,12,26000
"1145",2711,31.136,12,30620
"1146",2714,90.519,16,45000
"1147",2716,10.747,9,35000
"1148",2723,34.081,16,62000
"1149",2724,79.723,18,167252
"1150",2725,92.116,14,26000
"1151",2727,67.905,14,30500
"1152",2728,59.815,10,50000
"1153",2729,52.886,12,7000
"1154",2730,19.73,16,10000
"1155",2732,55.89,12,33955
"1156",2736,62.998,14,27000
"1157",2744,37.729,14,4000
"1158",2745,52.01,12,28000
"1159",2746,31.161,13,30000
"1160",2747,13.768,9,9984
"1161",2748,8.081,12,25000
"1162",2760,51.839,12,26000
"1163",2765,46.116,14,72000
"1164",2767,8.889,14,33000
"1165",2770,62.129,16,57000
"1166",2771,30.365,16,10000
"1167",2772,16.598,12,21000
"1168",2773,31.63,14,34000
"1169",2774,68.644,14,60000
"1170",2775,76.999,12,19500
"1171",2780,10.37,12,32000
"1172",2781,56.208,12,18000
"1173",2797,4.598,12,50000
"1174",2800,98.512,18,35000
"1175",2803,18.985,13,58000
"1176",2804,32.049,16,52000
"1177",2809,86.026,17,15000
"1178",2810,49.671,12,8000
"1179",2811,24.308,12,25000
"1180",2813,86.52,16,75000
"1181",2815,53.908,13,35000
"1182",2816,13.683,12,82000
"1183",2823,62.369,17,50000
"1184",2829,4.517,12,32000
"1185",2830,72.247,12,19000
"1186",2832,47.307,12,48000
"1187",2838,95.237,16,69500
"1188",2839,73.761,13,71000
"1189",2840,95.131,18,88000
"1190",2841,96.898,14,50000
"1191",2842,87.04,14,94000
"1192",2845,100,20,70000
"1193",2847,99.445,19,48000
"1194",2848,97.137,16,19285
"1195",2851,96.763,18,357310
"1196",2852,33.73,12,33000
"1197",2856,56.854,14,16000
"1198",2858,84.767,12,56000
"1199",2861,97.983,17,124000
"1200",2863,41.306,12,40000
"1201",2864,32.795,12,22000
"1202",2866,57.774,13,120000
"1203",2867,27.951,11,10000
"1204",2868,56.211,16,74000
"1205",2870,74.671,18,126000
"1206",2871,56.887,18,80000
"1207",2877,84.187,14,45000
"1208",2894,94.588,16,166924
"1209",2895,81.941,16,194031
"1210",2896,85.579,18,162733
"1211",2899,62.044,16,30000
"1212",2900,98.481,18,500
"1213",2902,98.731,20,33000
"1214",2906,84.155,19,85000
"1215",2910,93.168,18,35000
"1216",2911,4.106,12,2000
"1217",2912,36.386,12,15000
"1218",2913,12.978,13,42000
"1219",2920,52.232,12,75000
"1220",2921,39.227,12,60000
"1221",2928,96.193,16,10088
"1222",2929,84.197,18,46000
"1223",2930,70.097,16,32000
"1224",2936,70.882,18,40000
"1225",2939,98.472,15,65000
"1226",2941,92.533,20,180621
"1227",2942,18.324,13,10372
"1228",2944,64.365,12,32000
"1229",2946,85.937,16,62000
"1230",2948,79.666,16,12500
"1231",2949,52.547,16,20000
"1232",2950,81.036,16,93000
"1233",2952,54.754,14,35000
"1234",2953,33.606,10,85000
"1235",2957,80.16,20,35000
"1236",2959,77.435,20,110000
"1237",2961,78.001,19,68000
"1238",2962,59.686,16,140000
"1239",2971,2.081,9,2100
"1240",2974,31.213,12,89000
"1241",2975,95.172,14,42000
"1242",2976,68.2,12,53000
"1243",2977,40.065,12,40000
"1244",2978,36.622,12,9000
"1245",2980,98.312,20,170
"1246",2981,53,13,18300
"1247",2984,96.417,16,359118
"1248",2985,90.461,16,100000
"1249",2988,78.044,16,100000
"1250",2990,74.992,12,5000
"1251",2991,60.487,16,45000
"1252",2994,64.927,12,97200
"1253",2995,28.057,12,24000
"1254",2996,68.855,14,60000
"1255",2997,56.956,12,74000
"1256",2998,65.906,12,42000
"1257",3016,79.756,16,85000
"1258",3019,63.843,18,85000
"1259",3020,47.078,12,10800
"1260",3023,35.837,12,30000
"1261",3024,27.309,13,85000
"1262",3025,94.201,14,1500
"1263",3030,9.639,11,28500
"1264",3033,75.947,18,150000
"1265",3035,71.321,12,30000
"1266",3036,84.533,12,52000
"1267",3037,72.993,12,72000
"1268",3039,71.201,12,65000
"1269",3041,92.464,13,12000
"1270",3046,13.119,12,30000
"1271",3047,35.153,13,7200
"1272",3050,3.838,8,60000
"1273",3051,42.04,12,17000
"1274",3054,29.399,12,15000
"1275",3055,18.999,12,30000
"1276",3057,19.496,12,18000
"1277",3058,49.827,14,77000
"1278",3062,82.256,16,282588
"1279",3065,10.181,12,25000
"1280",3077,16.973,12,70000
"1281",3079,55.687,12,30000
"1282",3081,63.437,12,37000
"1283",3082,58.906,12,25000
"1284",3084,89.903,16,183223
"1285",3085,87.496,16,25000
"1286",3089,93.403,15,13000
"1287",3090,73.371,12,31600
"1288",3091,39.958,14,41000
"1289",3094,14.147,12,2200
"1290",3095,42.733,12,18000
"1291",3100,27.065,12,50000
"1292",3107,65.348,15,22000
"1293",3109,98.588,18,58000
"1294",3111,80.097,18,43000
"1295",3112,44.232,18,105000
"1296",3113,40.008,12,40000
"1297",3117,64.261,14,87000
"1298",3118,35.994,12,28000
"1299",3120,34.968,13,1200
"1300",3127,16.094,12,22000
"1301",3134,21.288,12,6000
"1302",3137,85.855,18,120000
"1303",3138,37.729,12,50000
"1304",3140,52.478,13,73000
"1305",3141,94.082,16,80000
"1306",3142,100,18,106000
"1307",3143,50.223,16,53000
"1308",3145,80.71,16,5000
"1309",3146,74.184,17,62000
"1310",3150,85.289,16,138000
"1311",3151,39.186,12,47000
"1312",3153,79.758,16,151083
"1313",3154,87.711,16,10000
"1314",3157,56.562,16,60000
"1315",3159,69.35,16,40000
"1316",3161,49.448,15,30000
"1317",3163,35.413,12,34000
"1318",3168,90.399,19,115000
"1319",3170,98.699,19,268323
"1320",3171,96.789,18,152840
"1321",3173,96.915,20,125000
"1322",3177,15.835,12,55000
"1323",3192,31.785,12,28000
"1324",3194,25.518,12,40000
"1325",3195,59.617,12,48000
"1326",3196,66.428,12,72000
"1327",3197,43.955,12,31500
"1328",3198,69.661,19,53600
"1329",3199,16.749,12,29500
"1330",3201,88.518,14,32000
"1331",3205,83.732,16,90000
"1332",3208,92.189,16,135000
"1333",3215,68.957,12,40000
"1334",3218,50.82,13,6000
"1335",3219,60.974,14,72000
"1336",3221,87.803,12,67000
"1337",3224,77.251,18,130000
"1338",3225,81.344,14,6700
"1339",3230,8.961,10,80000
"1340",3231,61.426,14,41600
"1341",3232,45.018,14,27000
"1342",3234,64.311,15,30000
"1343",3235,74.936,12,26000
"1344",3236,69.055,12,3000
"1345",3237,45.032,13,42000
"1346",3238,85.024,19,28000
"1347",3239,63.447,17,30000
"1348",3240,96.819,19,46000
"1349",3242,55.896,12,9000
"1350",3243,58.532,16,50000
"1351",3244,82.18,18,24000
"1352",3246,38.573,12,49400
"1353",3249,56.14,14,25000
"1354",3250,99.453,14,12000
"1355",3252,28.527,12,29000
"1356",3254,67.565,12,26800
"1357",3256,97.873,20,80000
"1358",3257,98.634,18,75000
"1359",3263,96.452,16,89000
"1360",3266,44.505,16,250
"1361",3267,78.896,12,23000
"1362",3269,47.051,14,17000
"1363",3273,10.456,12,24000
"1364",3277,84.126,12,60000
"1365",3278,60.446,19,147
"1366",3281,55.405,13,37000
"1367",3282,33.772,13,52000
"1368",3284,50.333,15,113000
"1369",3285,14.453,12,30000
"1370",3287,39.989,13,1800
"1371",3289,94.381,16,140000
"1372",3290,93.795,20,150000
"1373",3303,94.269,16,18000
"1374",3307,21.33,15,20000
"1375",3308,20.264,14,20000
"1376",3309,92.951,17,54000
"1377",3310,27.814,12,32000
"1378",3311,18.024,11,25000
"1379",3312,6.887,15,24000
"1380",3319,15.354,10,6000
"1381",3321,12.579,10,21000
"1382",3324,30.357,12,96000
"1383",3325,4.022,12,300
"1384",3329,70.007,12,45000
"1385",3330,21.713,13,145000
"1386",3331,18.388,13,32000
"1387",3337,89.081,18,89000
"1388",3338,89.463,16,2000
"1389",3341,38.607,18,39000
"1390",3343,24.527,10,19968
"1391",3346,19.847,12,58000
"1392",3347,35.431,12,40000
"1393",3350,59.694,14,10000
"1394",3352,76.359,16,1200
"1395",3353,16.881,12,44000
"1396",3354,32.157,14,10000
"1397",3355,62.443,14,50000
"1398",3356,43.776,14,2000
"1399",3357,63.141,18,150490
"1400",3359,72.763,15,45000
"1401",3360,67.272,16,32000
"1402",3361,75.092,20,703637
"1403",3374,51.063,12,68000
"1404",3375,48.318,14,50000
"1405",3376,74.979,18,73000
"1406",3378,58.958,16,8220
"1407",3379,81.031,18,99000
"1408",3380,90.763,14,900
"1409",3381,79.141,12,125000
"1410",3387,65.907,16,45000
"1411",3389,72.59,12,60000
"1412",3390,80.348,20,80000
"1413",3391,100,17,30824
"1414",3392,33.465,13,45000
"1415",3393,27.639,17,25000
"1416",3394,65.826,19,85000
"1417",3397,48.483,12,13000
"1418",3401,35.316,13,32000
"1419",3403,52.847,12,120000
"1420",3405,95.206,13,43500
"1421",3406,87.896,17,38500
"1422",3410,73.196,16,65000
"1423",3413,73.678,12,36000
"1424",3417,41.461,12,8000
"1425",3418,46.63,12,46000
"1426",3420,76.206,14,72000
"1427",3421,77.549,13,105000
"1428",3422,75.246,18,2000
"1429",3423,89.754,16,27000
"1430",3424,86.745,14,33000
"1431",3425,79.069,13,77000
"1432",3429,84.702,16,200
"1433",3431,100,17,171428
"1434",3432,92.486,13,24626
"1435",3433,68.906,16,4000
"1436",3436,0,8,8000
"1437",3438,0,7,14000
"1438",3440,12.346,11,61000
"1439",3444,25.156,12,19200
"1440",3452,44.827,12,20000
"1441",3455,63.061,12,61200
"1442",3456,39.194,12,10000
"1443",3457,14.135,14,26000
"1444",3458,25.83,14,28000
"1445",3463,63.241,16,57000
"1446",3464,96.279,16,96000
"1447",3465,82.154,12,35000
"1448",3466,88.224,16,60000
"1449",3467,43.428,12,17000
"1450",3468,94.705,15,72000
"1451",3471,18.838,12,40000
"1452",3475,18.263,12,26000
"1453",3477,63.21,14,18520
"1454",3479,39.476,12,80000
"1455",3481,65.371,14,47000
"1456",3482,14.447,13,65000
"1457",3487,34.632,12,39000
"1458",3491,21.083,12,13000
"1459",3492,66.416,12,47000
"1460",3493,56.788,12,40000
"1461",3494,51.167,13,87000
"1462",3495,36.121,12,80000
"1463",3496,63.829,14,24600
"1464",3497,91.675,15,77000
"1465",3502,43.096,12,41000
"1466",3503,56.814,12,88000
"1467",3505,56.313,14,67000
"1468",3506,79.063,16,18000
"1469",3508,21.706,12,18000
"1470",3511,81.893,12,16000
"1471",3513,18.312,12,27000
"1472",3514,74.184,12,24000
"1473",3515,99.396,18,97000
"1474",3521,40.802,14,44000
"1475",3522,13.607,12,500
"1476",3524,27.02,13,52000
"1477",3527,58.406,12,3800
"1478",3530,95.493,16,62000
"1479",3531,65.807,13,11000
"1480",3533,85.393,14,135000
"1481",3535,92.404,19,82376
"1482",3537,38.672,12,26000
"1483",3538,67.319,12,33900
"1484",3540,36.551,11,37000
"1485",3543,29.695,12,18000
"1486",3544,5.665,12,3200
"1487",3545,40.382,14,31000
"1488",3546,55.054,15,65000
"1489",3547,40.401,14,35000
"1490",3548,23.819,14,40000
"1491",3549,29.121,12,1500
"1492",3550,62.616,12,25000
"1493",3551,95.741,16,65000
"1494",3552,83.704,14,38000
"1495",3553,78.494,12,55000
"1496",3554,65.232,10,38000
"1497",3558,72.743,17,96000
"1498",3559,83.662,12,60000
"1499",3561,4.231,12,42000
"1500",3562,16.231,12,5000
"1501",3563,25.734,12,34000
"1502",3565,84.823,12,36000
"1503",3567,62.489,14,2760
"1504",3569,19.175,12,42000
"1505",3570,4.347,9,56000
"1506",3572,18.677,10,14000
"1507",3574,98.092,12,47000
"1508",3575,28.797,12,56000
"1509",3579,42.908,12,45000
"1510",3580,75.229,12,36000
"1511",3581,55.513,16,129000
"1512",3582,77.911,18,150000
"1513",3583,99.022,19,100000
"1514",3584,18.188,12,16000
"1515",3585,94.65,16,159168
"1516",3587,76.091,14,43000
"1517",3588,71.155,18,60000
"1518",3589,51.56,12,50987
"1519",3591,77.562,12,4471
"1520",3592,61.802,12,56000
"1521",3597,54.584,14,7000
"1522",3600,57.648,12,60000
"1523",3601,79.229,16,40000
"1524",3606,57.872,13,35000
"1525",3607,32.823,11,16000
"1526",3608,90.06,16,69000
"1527",3609,50.181,14,39000
"1528",3610,18.919,15,7900
"1529",3611,45.548,12,15000
"1530",3614,91.863,19,10180
"1531",3616,91.974,12,35000
"1532",3617,78.008,16,89000
"1533",3619,88.649,18,32500
"1534",3620,38.967,12,32000
"1535",3623,92.432,16,35000
"1536",3625,92.207,16,26000
"1537",3628,50.492,17,189210
"1538",3640,1.107,12,21000
"1539",3641,44.391,18,51000
"1540",3643,33.724,17,38000
"1541",3649,12.016,12,29400
"1542",3650,33.934,12,32000
"1543",3651,50.502,16,65000
"1544",3657,8.601,11,38000
"1545",3660,6.285,12,23400
"1546",3661,38.955,14,4500
"1547",3664,78.053,18,68000
"1548",3666,89.195,13,36000
"1549",3667,76.656,14,6360
"1550",3669,93.677,16,10000
"1551",3676,90.283,16,74000
"1552",3677,90.778,16,60000
"1553",3679,67.885,15,85000
"1554",3686,76.418,16,69000
"1555",3690,97.84,18,138000
"1556",3693,33.068,9,30000
"1557",3694,40.937,12,56000
"1558",3697,23.181,12,5000
"1559",3699,11.84,12,20477
"1560",3705,71.213,14,45000
"1561",3706,37.08,13,42000
"1562",3708,87.553,12,144000
"1563",3709,57.749,16,30000
"1564",3714,64.857,15,25000
"1565",3718,47.308,15,28013
"1566",3719,29.347,12,29000
"1567",3721,83.258,12,52000
"1568",3722,53.708,12,55000
"1569",3723,45.716,12,16000
"1570",3725,40.026,13,23000
"1571",3730,87.574,14,25275
"1572",3732,99.473,12,36000
"1573",3734,83.973,15,30000
"1574",3735,59.053,12,60000
"1575",3736,69.238,12,49000
"1576",3737,44.255,12,58000
"1577",3738,34.888,12,18000
"1578",3739,68.557,12,16000
"1579",3740,16.42,12,20000
"1580",3741,31.36,12,9300
"1581",3742,38.276,9,98000
"1582",3745,95.983,16,32089
"1583",3746,28.755,12,16390
"1584",3751,60.681,12,45000
"1585",3754,81.924,12,33000
"1586",3757,97.506,18,95000
"1587",3758,86.305,13,11000
"1588",3760,54.302,12,33000
"1589",3766,73.454,15,78000
"1590",3770,54.943,12,52000
"1591",3771,87.764,18,32253
"1592",3775,71.105,16,53000
"1593",3780,66.841,12,55000
"1594",3784,35.256,12,29000
"1595",3787,50.928,15,12000
"1596",3789,59.009,12,52000
"1597",3790,39.133,12,22049
"1598",3791,73.529,14,47000
"1599",3792,94.762,17,88000
"1600",3793,49.422,14,55000
"1601",3794,66.337,15,30000
"1602",3796,94.245,12,34000
"1603",3800,65.354,17,8000
"1604",3803,81.774,18,69000
"1605",3804,80.927,18,40000
"1606",3805,78.523,16,95000
"1607",3807,49.038,15,51000
"1608",3809,93.854,16,100000
"1609",3812,100,16,100000
"1610",3813,88.799,14,44000
"1611",3814,62.096,12,42000
"1612",3815,90.913,16,263445
"1613",3819,11.317,12,15000
"1614",3821,2.531,12,1500
"1615",3822,6.558,12,5000
"1616",3825,9.201,12,22000
"1617",3829,49.06,12,167803
"1618",3830,44.827,12,45000
"1619",3833,50.489,12,40000
"1620",3836,90.79,19,110000
"1621",3837,57.761,12,35000
"1622",3838,57.333,12,85000
"1623",3844,84.585,14,65000
"1624",3845,54.553,12,24000
"1625",3846,74.995,12,52000
"1626",3847,46.544,12,67000
"1627",3850,64.154,12,32000
"1628",3851,33.379,12,16000
"1629",3852,50.215,12,14000
"1630",3854,67.468,20,169884
"1631",3855,93.686,20,16500
"1632",3860,97.808,19,55000
"1633",3861,91.35,16,25000
"1634",3863,92.504,19,157957
"1635",3865,92.807,20,176431
"1636",3866,74.6,18,35000
"1637",3867,70.7,14,1200
"1638",3868,85.012,18,43450
"1639",3872,96.59,16,30000
"1640",3873,99.342,20,50000
"1641",3874,97.67,16,519340
"1642",3875,90.868,16,92000
"1643",3883,82.984,15,45000
"1644",3884,75.101,16,74000
"1645",3886,99.6,17,101000
"1646",3888,79.761,13,58000
"1647",3889,86.544,16,15000
"1648",3890,83.431,18,150000
"1649",3892,93.865,16,102000
"1650",3894,92.888,18,62000
"1651",3895,93.615,20,20000
"1652",3897,51.486,17,90000
"1653",3898,75.594,16,110000
"1654",3900,26.617,12,32000
"1655",3901,84.705,15,45000
"1656",3903,63.919,17,5200
"1657",3904,74.43,18,51000
"1658",3907,82.183,13,54000
"1659",3908,50.191,13,30000
"1660",3910,69.363,16,40000
"1661",3911,77.538,18,29000
"1662",3912,60.383,15,80000
"1663",3916,77.034,18,97000
"1664",3922,87.206,16,22000
"1665",3929,26.367,12,10000
"1666",3933,3.486,12,50000
"1667",3938,1.849,12,22000
"1668",3949,25.725,15,39000
"1669",3952,33.771,16,50000
"1670",3957,46.335,12,68000
"1671",3958,13.954,12,40000
"1672",3960,16.305,14,38000
"1673",3964,79.54,17,39500
"1674",3965,69.89,15,108000
"1675",3966,78.668,20,155485
"1676",3967,64.451,16,125000
"1677",3972,80.035,17,28500
"1678",3977,16.627,12,600
"1679",3978,17.848,14,3000
"1680",3980,100,16,444624
"1681",3985,23.502,13,50000
"1682",3989,37.626,13,52000
"1683",3992,36.821,13,39900
"1684",3994,51.047,12,26000
"1685",3995,22.435,13,36000
"1686",3996,5.375,14,40000
"1687",4001,72.427,13,7800
"1688",4004,60.943,12,46000
"1689",4008,13.462,13,79000
"1690",4009,68.077,14,25000
"1691",4010,81.673,19,50000
"1692",4013,13.418,12,36000
"1693",4014,27.247,12,62000
"1694",4015,38.207,14,22000
"1695",4019,96.219,17,99000
"1696",4021,52.841,13,27300
"1697",4022,22.701,12,90000
"1698",4023,99.7,16,65000
"1699",4025,31.798,12,24000
"1700",4028,24.289,12,24500
"1701",4030,53.094,16,15000
"1702",4032,84.93,12,35000
"1703",4035,57.901,13,25000
"1704",4036,44.242,12,52000
"1705",4041,74.218,13,32000
"1706",4042,65.827,15,68000
"1707",4045,29.591,16,50000
"1708",4046,13.281,12,18000
"1709",4047,8.404,9,2400
"1710",4048,79.94,12,25000
"1711",4049,41.698,12,90000
"1712",4051,85.097,13,1748
"1713",4053,52.676,18,50000
"1714",4054,33.359,14,45000
"1715",4055,93.952,18,206869
"1716",4056,68.436,16,50000
"1717",4057,70.04,16,35000
"1718",4060,84.638,14,6000
"1719",4062,78.162,12,52000
"1720",4064,91.216,12,20000
"1721",4065,69.495,12,9000
"1722",4067,40.633,12,30000
"1723",4068,11.904,8,22000
"1724",4071,20.078,12,15000
"1725",4077,60.404,12,15000
"1726",4085,27.619,12,11000
"1727",4088,78.525,13,222924
"1728",4089,43.387,12,20000
"1729",4090,41.162,12,58000
"1730",4092,60.81,18,42000
"1731",4093,76.602,18,65000
"1732",4097,87.379,12,66000
"1733",4098,12.622,9,38800
"1734",4103,40.437,12,36500
"1735",4105,29.923,12,3408
"1736",4106,94.695,16,62000
"1737",4107,97.965,19,52000
"1738",4108,57.772,16,23900
"1739",4112,2.455,12,5700
"1740",4113,8.489,12,9600
"1741",4114,59.908,12,34000
"1742",4124,64.006,18,61000
"1743",4128,38.548,12,40000
"1744",4129,64.073,14,45000
"1745",4130,0.094,12,32500
"1746",4131,80.354,13,50000
"1747",4141,48.239,12,6000
"1748",4142,30.605,12,20000
"1749",4145,28.605,12,25000
"1750",4147,59.747,16,32624
"1751",4148,27.311,15,49000
"1752",4153,50.374,15,75000
"1753",4156,11.085,9,68000
"1754",4159,20.127,12,30000
"1755",4161,58.278,12,45000
"1756",4163,82.644,12,29000
"1757",4164,67.035,16,20000
"1758",4171,92.381,16,90000
"1759",4172,88.546,16,34900
"1760",4173,9.084,12,12500
"1761",4175,1.181,12,26000
"1762",4181,35.322,11,15000
"1763",4184,42.385,12,25000
"1764",4191,91.533,18,85300
"1765",4196,2.393,12,23000
"1766",4200,17.959,15,32000
"1767",4201,7.973,13,62000
"1768",4205,4.197,12,32000
"1769",4216,71.015,12,48000
"1770",4219,31.476,14,42000
"1771",4220,46.677,12,15000
"1772",4222,73.808,12,23031
"1773",4225,45.245,16,20000
"1774",4226,92.621,20,85605
"1775",4227,88.047,18,47000
"1776",4228,20.119,13,75000
"1777",4230,90.242,14,89000
"1778",4231,53.729,14,10000
"1779",4235,13.072,10,2000
"1780",4236,85.846,13,58000
"1781",4239,37.655,12,48000
"1782",4240,63.549,12,50000
"1783",4242,43.806,12,48000
"1784",4245,64.895,15,75210
"1785",4247,29.616,13,90000
"1786",4249,65.798,12,26000
"1787",4251,25.167,12,62500
"1788",4252,67.444,14,41000
"1789",4254,54.546,15,8900
"1790",4257,46.367,16,34000
"1791",4263,18.668,12,16000
"1792",4265,57.462,13,27000
"1793",4268,82.756,12,84600
"1794",4274,14.209,12,11550
"1795",4278,62.811,12,80000
"1796",4279,65.452,12,150000
"1797",4280,96.079,16,49000
"1798",4285,50.641,16,40000
"1799",4289,95.554,20,162660
"1800",4290,92.849,20,75419
"1801",4292,69.935,14,38000
"1802",4295,41.293,14,76000
"1803",4296,54.79,16,40000
"1804",4297,62.172,13,88000
"1805",4298,92.568,18,91000
"1806",4299,73.296,16,42000
"1807",4300,86.907,12,56000
"1808",4302,80.481,20,53000
"1809",4303,53.555,12,32000
"1810",4306,86.339,18,32000
"1811",4310,53.549,13,40000
"1812",4312,1.645,12,18000
"1813",4314,32.908,12,30000
"1814",4316,31.008,14,8500
"1815",4318,70.744,14,32000
"1816",4323,37.618,13,15500
"1817",4324,12.131,12,58000
"1818",4326,60.762,12,13200
"1819",4327,78.064,12,38000
"1820",4330,6.546,14,50000
"1821",4333,39.194,12,20000
"1822",4335,15.933,11,67000
"1823",4337,68.129,14,23000
"1824",4338,58.604,12,22000
"1825",4339,65.355,12,12000
"1826",4345,34.151,12,14000
"1827",4348,61.514,14,93000
"1828",4350,90.927,16,26000
"1829",4352,82.053,16,30000
"1830",4353,67.705,16,120000
"1831",4354,51.38,15,20000
"1832",4355,68.338,16,22000
"1833",4358,95.835,15,50000
"1834",4366,78.596,15,70000
"1835",4372,96.974,18,102500
"1836",4374,22.964,12,30000
